method,seed,epoch,interval,alpha,alpha_over_tau2,wiener_gain_mean,wiener_gain_median,wiener_gain_p10,wiener_gain_p90,wiener_gain_min,wiener_gain_max,cos_raw,cos_filtered,NSR_raw,NSR_filtered,layer,tau2,interval_steps,fitted_batches,first_batch_identity
Wiener-Residual-AG,42,4,2,3.7529976692893276e-06,0.21558672072619592,0.06535455442760078,0.02127659574468085,0.02127659574468085,0.20335000568647305,0.02127659574468085,0.6183719254167106,0.050757413860956946,0.03059256724477977,23.121696564134243,3.6130540434969323,fc2,1.7408297026122455e-05,47,46,True
Wiener-Residual-AG,42,4,3,2.065671732857873e-06,0.1186601842649041,0.07372646324586213,0.02127659574468085,0.02127659574468085,0.24567591339549485,0.02127659574468085,0.694423634898258,0.040803352489592895,0.012641181353252305,37.77457792838464,5.880092833390319,conv1,1.7408297026122455e-05,47,46,True
Wiener-Residual-AG,42,4,3,2.5179307988623403e-06,0.14463969652424913,0.06750549450981218,0.02127659574468085,0.02127659574468085,0.21927866329575885,0.02127659574468085,0.6647631112741041,0.017718167955048485,0.004282572478338707,63.47520625494792,8.984311429533706,conv2,1.7408297026122455e-05,47,46,True
Wiener-Residual-AG,42,4,3,3.47829123791739e-06,0.1998065194256481,0.05543721711123805,0.02127659574468085,0.02127659574468085,0.1510874197207748,0.02127659574468085,0.6300508253005912,0.015528311330222073,0.006440163637563534,66.39401630945144,8.003605222611336,fc1,1.7408297026122455e-05,47,46,True
Wiener-Residual-AG,42,4,3,3.530631955116048e-06,0.2028131729265688,0.05220735292756778,0.02127659574468085,0.02127659574468085,0.1288146683958025,0.02127659574468085,0.6045060121434542,0.04784039786583627,0.025610346042424046,24.934074870029935,2.959848177739773,fc2,1.7408297026122455e-05,47,46,True
Wiener-Residual-AG,42,4,4,1.876533895204029e-06,0.10779537437741028,0.07077365014628424,0.02127659574468085,0.02127659574468085,0.23013295873233072,0.02127659574468085,0.6219340076451392,0.02548590417870787,0.0033887525509303357,45.404918384364805,7.013619091007704,conv1,1.7408297026122455e-05,47,46,True
Wiener-Residual-AG,42,4,4,2.4811770849639874e-06,0.14252842085821463,0.06663128277559496,0.02127659574468085,0.02127659574468085,0.21735895282979287,0.02127659574468085,0.6472835173634303,0.015125648992391431,0.007430690546061948,69.83602413449847,10.183368847752622,conv2,1.7408297026122455e-05,47,46,True
Wiener-Residual-AG,42,4,4,3.472074729564045e-06,0.19944941911055036,0.05485175135965514,0.02127659574468085,0.02127659574468085,0.14717231707802528,0.02127659574468085,0.628987179672552,0.01485268501442989,0.005935869218476631,68.28786462269203,8.590095249226009,fc1,1.7408297026122455e-05,47,46,True
Wiener-Residual-AG,42,4,4,3.6894597410347842e-06,0.21193685605768744,0.06178734572200991,0.02127659574468085,0.02127659574468085,0.1815501784611368,0.02127659574468085,0.5717207632653346,0.04294678125684851,0.017827949065789835,26.29334280231849,3.787405361153672,fc2,1.7408297026122455e-05,47,46,True
Wiener-Residual-AG,42,4,5,2.142995786615997e-06,0.1231019773732187,0.07719057465907626,0.021739130434782608,0.021739130434782608,0.260678020500658,0.021739130434782608,0.6702099867345794,0.025805588287145832,0.03896306190514475,45.23540640395062,7.525805361204386,conv1,1.7408297026122455e-05,46,45,True
Wiener-Residual-AG,42,4,5,2.5561920275473927e-06,0.14683756967793207,0.06959068651399002,0.021739130434782608,0.021739130434782608,0.22848037754612785,0.021739130434782608,0.6717783137755001,0.01535347307344198,0.005882527062113562,75.28501832022091,11.30791901311057,conv2,1.7408297026122455e-05,46,45,True
Wiener-Residual-AG,42,4,5,3.49646438541044e-06,0.20085045539857996,0.05515221324327881,0.021739130434782608,0.021739130434782608,0.14658482250374832,0.021739130434782608,0.631430028422088,0.014638088897115247,0.006414766513654595,69.48942681858375,8.635893190191995,fc1,1.7408297026122455e-05,46,45,True
Wiener-Residual-AG,42,4,5,3.5303671139537436e-06,0.20279795942452986,0.05445890989344313,0.021739130434782608,0.021739130434782608,0.1436712902261625,0.021739130434782608,0.5700792461200674,0.036525729266455934,0.017174565176682536,25.65509275412141,3.3075114831087213,fc2,1.7408297026122455e-05,46,45,True
Wiener-Residual-AG,42,5,1,1.933972829728251e-06,0.11109488922587774,0.07130465235539506,0.02127659574468085,0.02127659574468085,0.22781225214620968,0.02127659574468085,0.6332333685349916,0.03173131429244195,0.008739747493514584,39.573741912579095,6.253677098509527,conv1,1.7408297026122455e-05,47,46,True
Wiener-Residual-AG,42,5,1,2.4859482765404693e-06,0.14280249658022937,0.06728188490221351,0.02127659574468085,0.02127659574468085,0.2195474178539859,0.02127659574468085,0.6504954576084809,0.011634777279213665,0.006200279032969452,75.82527294186704,10.825093359757005,conv2,1.7408297026122455e-05,47,46,True
Wiener-Residual-AG,42,5,1,3.4787295600202618e-06,0.1998316983447701,0.0553249430348657,0.02127659574468085,0.02127659574468085,0.15084947334089785,0.02127659574468085,0.6250338379903277,0.014489210332561661,0.005820201566762917,72.00012049990066,8.642626571645298,fc1,1.7408297026122455e-05,47,46,True
Wiener-Residual-AG,42,5,1,3.6092676333310007e-06,0.2073303108233405,0.05539397045392762,0.02127659574468085,0.02127659574468085,0.15146293546955986,0.02127659574468085,0.5715442486040784,0.027874069230624778,0.004722702666465206,40.98079402605772,5.056386512421786,fc2,1.7408297026122455e-05,47,46,True
Wiener-Residual-AG,42,5,2,1.7673060695397782e-06,0.1015209050539408,0.06596771962400774,0.02127659574468085,0.02127659574468085,0.17859070999570384,0.02127659574468085,0.6808214906093494,0.04567629398806651,0.01134157329404595,37.03161656501285,5.674924738622671,conv1,1.7408297026122455e-05,47,46,True
Wiener-Residual-AG,42,5,2,2.484850462143545e-06,0.1427394338696565,0.06600082368616506,0.02127659574468085,0.02127659574468085,0.2108110912125268,0.02127659574468085,0.6838441782917265,0.013867358013184611,0.004301830058417058,68.61934241674021,9.843499842188296,conv2,1.7408297026122455e-05,47,46,True
Wiener-Residual-AG,42,5,2,3.4728794035517286e-06,0.19949564270074283,0.05496397816175465,0.02127659574468085,0.02127659574468085,0.14853898971232654,0.02127659574468085,0.6298705240789675,0.015241885281090007,0.005966458931820286,68.6804944431161,8.196921793152855,fc1,1.7408297026122455e-05,47,46,True
Wiener-Residual-AG,42,5,2,3.5229703540278435e-06,0.20237306088822837,0.05301617076807378,0.02127659574468085,0.02127659574468085,0.13228838785412186,0.02127659574468085,0.5808903133566329,0.028612719508590564,0.009007663933869545,36.444683936003585,4.3812534788196755,fc2,1.7408297026122455e-05,47,46,True
Wiener-Residual-AG,42,5,3,1.9972978122850647e-06,0.11473252146881274,0.07426416862196457,0.02127659574468085,0.02127659574468085,0.25913550528314155,0.02127659574468085,0.641091005765448,0.006883617534234704,-0.006878421507578265,37.23138027188211,5.915552069171217,conv1,1.7408297026122455e-05,47,46,True
Wiener-Residual-AG,42,5,3,2.5061907614690755e-06,0.14396530330958557,0.06649190236277988,0.02127659574468085,0.02127659574468085,0.21264419845699264,0.02127659574468085,0.6656703288308399,0.019415616686194712,0.003954086997329653,67.17755365812604,10.011045684362989,conv2,1.7408297026122455e-05,47,46,True
