estimator,beta,seed,epoch,layer,A_zero_eigenvalue_count,A_dimension,A_effective_rank,A_floored_condition_number,A_log_eigenvalue_spread,A_spectral_floor_ratio,C_zero_eigenvalue_count,C_dimension,C_effective_rank,C_floored_condition_number,C_log_eigenvalue_spread,C_spectral_floor_ratio,floored_kappa_block
KFLR,0.0,42,4,conv2,0,145,145,19963.139203910698,1.7605688458557425,1.0000000000000001e-07,0,32,32,17.898024298452988,0.5527060652412771,1.0000000000000001e-07,357300.7505449931
KFLR,0.0,42,4,fc1,0,1569,1496,10000000.0,2.136862496812775,1e-07,0,128,127,10000000.0,2.6099358717531653,1e-07,100000000000000.0
KFLR,0.0,42,4,fc2,1,129,128,10000000.000000002,2.258679548385349,9.999999999999998e-08,0,10,10,8650091.538114013,4.393748195771656,1e-07,86500915381140.14
KFLR,0.0,42,5,conv1,0,10,10,27.19422364270309,1.0904935673979488,1e-07,0,16,16,9.464418525462733,0.5067415849830732,1e-07,257.37751402957576
KFLR,0.0,42,5,conv2,0,145,145,20184.879085144697,1.732050070202602,1e-07,0,32,32,178.14422544685164,0.8944945665036967,1e-07,3595819.6503614574
KFLR,0.0,42,5,fc1,0,1569,1479,10000000.000000002,2.1336181122246414,1e-07,0,128,126,10000000.0,2.7011020135979784,1e-07,100000000000000.02
KFLR,0.0,42,5,fc2,1,129,127,10000000.0,2.337645955182411,1e-07,0,10,10,8892580.448537173,4.373770736566709,1.0000000000000001e-07,88925804485371.73
KFLR,0.25,42,1,conv1,0,10,10,5.2788245178821525,0.5487715610702231,1e-07,0,16,16,4.5241169756158675,0.411342455384887,1e-07,23.882019612647895
KFLR,0.25,42,1,conv2,0,145,145,157.67045260596691,0.8340507115946129,1e-07,0,32,32,735.6681581600446,1.4743465896219359,1.0000000000000001e-07,115993.13146489229
KFLR,0.25,42,1,fc1,46,1569,1485,10000000.0,2.672182623191835,1e-07,4,128,122,10000000.0,3.21699713300243,1e-07,100000000000000.0
KFLR,0.25,42,1,fc2,3,129,123,10000000.000000002,3.1977854142515514,1e-07,1,10,9,10000000.000000002,4.826200832268214,1e-07,100000000000000.03
KFLR,0.25,42,2,conv1,0,10,10,5.273624160923334,0.5486765994796506,1e-07,0,16,16,28.569810254726423,0.847628099816122,1e-07,150.6664416323205
KFLR,0.25,42,2,conv2,0,145,145,134.77591775569616,0.8803594506983,1e-07,0,32,32,37.9319022343491,0.6189606070855801,1e-07,5112.306935853742
KFLR,0.25,42,2,fc1,0,1569,1569,283353.5066644592,1.3273095678524471,1e-07,0,128,128,15413.994429905253,1.5900114836074848,1e-07,4367609373.4200945
KFLR,0.25,42,2,fc2,0,129,129,27693.50872873615,1.084793852324364,1e-07,0,10,9,10000000.0,4.701990280761971,1e-07,276935087287.3615
KFLR,0.25,42,3,conv1,0,10,10,5.255963449073047,0.5474527062567471,1e-07,0,16,16,17.773243684154117,0.6500430975239677,1e-07,93.41551917538241
KFLR,0.25,42,3,conv2,0,145,145,138.517541317417,0.8800129117824593,1e-07,0,32,32,7.298769236737878,0.41451034185262026,1e-07,1011.0075693161311
KFLR,0.25,42,3,fc1,0,1569,1569,22917.910921324023,1.1662506825516603,1e-07,0,128,127,10000000.0,1.8755997483842488,1e-07,229179109213.24023
KFLR,0.25,42,3,fc2,1,129,128,10000000.0,1.420653062642447,1e-07,0,10,10,3723469.1351876026,4.39680317113448,1e-07,37234691351876.02
KFLR,0.25,42,4,conv1,0,10,10,5.265048927102481,0.5481104076989926,1e-07,0,16,16,11.33024824217493,0.5344434390864202,1e-07,59.654311351267886
KFLR,0.25,42,4,conv2,0,145,145,163.07259999440984,0.8958756967572212,1.0000000000000001e-07,0,32,32,12.046109264542402,0.4468338496603021,1e-07,1964.3903575856775
KFLR,0.25,42,4,fc1,0,1569,1569,22974.132167779728,1.1811175165888714,1e-07,0,128,127,10000000.000000002,1.904256576344732,1e-07,229741321677.79733
KFLR,0.25,42,4,fc2,0,129,128,10000000.0,1.4328087155867457,1e-07,0,10,10,2114921.6180198737,4.183088785070059,1e-07,21149216180198.74
KFLR,0.25,42,5,conv1,0,10,10,5.272898261276713,0.5483839915319282,1e-07,0,16,16,7.914184042851635,0.45115027432758203,1e-07,41.73068727897629
KFLR,0.25,42,5,conv2,0,145,145,172.61912508857603,0.8987302982892615,1e-07,0,32,32,78.05533418661989,0.7248605200434834,1e-07,13473.843495790743
KFLR,0.25,42,5,fc1,0,1569,1569,615591.6272415308,1.3721227993780571,1e-07,1,128,127,10000000.0,1.963909629894212,1e-07,6155916272415.308
KFLR,0.25,42,5,fc2,1,129,128,10000000.0,1.4838667842098208,1e-07,0,10,10,1875234.9021890056,4.113884264600567,1e-07,18752349021890.055
KFLR,0.5,42,1,conv1,0,10,10,1.0224338055311843,0.0069001195968526885,1e-07,0,16,16,4.52248044468044,0.4112376539793143,1e-07,4.623936891494985
KFLR,0.5,42,1,conv2,0,145,145,2.00711170594961,0.16139240623001602,1e-07,0,32,32,731.8017208585015,1.473055230088353,1e-07,1468.8078003691674
KFLR,0.5,42,1,fc1,46,1569,1485,10000000.0,3.540197380505017,1e-07,4,128,122,10000000.0,3.367104576111789,1e-07,100000000000000.0
KFLR,0.5,42,1,fc2,3,129,123,10000000.000000002,3.6227649361810492,1e-07,1,10,9,10000000.0,4.835251100177457,1e-07,100000000000000.02
KFLR,0.5,42,2,conv1,0,10,10,1.022408200410191,0.006895640152062639,1e-07,0,16,16,28.523540013756083,0.8539473741727021,9.999999999999998e-08,29.162701214792435
KFLR,0.5,42,2,conv2,0,145,145,1.4528966681830287,0.10497490999135474,1e-07,0,32,32,43.62410787862469,0.6617830594805196,1.0000000000000001e-07,63.38132098931082
KFLR,0.5,42,2,fc1,0,1569,1569,479.72904819997626,0.6974565809094224,1e-07,0,128,128,3456.8303713722307,1.5786589656964016,9.999999999999998e-08,1658341.9438471708
KFLR,0.5,42,2,fc2,0,129,129,48.75118364399916,0.35810951010442715,1e-07,0,10,10,431356.44175275194,3.886015978993057,1e-07,21029137.10791044
KFLR,0.5,42,3,conv1,0,10,10,1.0223000924691095,0.006857763302186582,1e-07,0,16,16,18.15339026982101,0.6931344912566322,1e-07,18.55821255146585
KFLR,0.5,42,3,conv2,0,145,145,1.4008203726696495,0.09091682425380601,1e-07,0,32,32,9.434223060988813,0.4701575051168005,1e-07,13.215651864142952
KFLR,0.5,42,3,fc1,0,1569,1569,13.604938876209463,0.36271614395526103,1e-07,0,128,128,1611.907456476772,1.4943562096255585,1e-07,21929.90241947275
KFLR,0.5,42,3,fc2,0,129,129,6.616608557554834,0.171334779296491,1e-07,0,10,10,738223.2773219178,4.035825771566176,1e-07,4884534.454114377
KFLR,0.5,42,4,conv1,0,10,10,1.022349945036716,0.006878234836038818,1e-07,0,16,16,10.52077653297697,0.576928884194015,1.0000000000000001e-07,10.755915310232577
KFLR,0.5,42,4,conv2,0,145,145,1.4630238735694887,0.10011608030321524,1e-07,0,32,32,9.60950655986633,0.4143682487866133,1.0000000000000001e-07,14.05893751030705
KFLR,0.5,42,4,fc1,0,1569,1569,10.39180242223918,0.318278338992649,1e-07,0,128,127,10000000.0,1.8872237645436334,1e-07,103918024.22239181
KFLR,0.5,42,4,fc2,1,129,128,10000000.0,1.4153540855808027,1e-07,0,10,10,353695.47372164443,3.8127877285880225,1e-07,3536954737216.4443
KFLR,0.5,42,5,conv1,0,10,10,1.0224030087814393,0.006889692938038573,1e-07,0,16,16,7.737341580496529,0.4994321063232018,9.999999999999998e-08,7.910681311869388
KFLR,0.5,42,5,conv2,0,145,145,1.4469400994278245,0.09734905226971705,1e-07,0,32,32,76.59361766111908,0.7231564284266582,1e-07,110.82637675411642
KFLR,0.5,42,5,fc1,0,1569,1569,255.61006927444743,0.663333916123523,1e-07,0,128,127,10000000.000000002,1.8542843948438694,1e-07,2556100692.744475
KFLR,0.5,42,5,fc2,1,129,128,10000000.0,1.4177967075690272,1e-07,0,10,10,251938.26660212557,3.7135966287163047,1e-07,2519382666021.256
KFLR,0.75,42,1,conv1,0,10,10,5.049714493754136,0.5362264298305534,1e-07,0,16,16,4.520844505735342,0.41113285373501096,9.999999999999998e-08,22.82897402462051
KFLR,0.75,42,1,conv2,0,145,145,42.68552904809924,0.6049654331118369,1e-07,0,32,32,727.9556043187596,1.4717644969716912,1e-07,31073.17009387505
KFLR,0.75,42,1,fc1,46,1569,1485,10000000.0,3.5968915079543873,1e-07,4,128,122,10000000.0,3.451836980151244,1.0000000000000001e-07,100000000000000.0
KFLR,0.75,42,1,fc2,3,129,123,10000000.0,3.6646696136494707,1e-07,1,10,9,10000000.0,4.828659436463597,1e-07,100000000000000.0
KFLR,0.75,42,2,conv1,0,10,10,5.044992524595657,0.536136886233892,1e-07,0,16,16,17.827696416961576,0.7562512630025293,1e-07,89.94059515433193
KFLR,0.75,42,2,conv2,0,145,145,45.15107336293269,0.626822790300297,1e-07,0,32,32,63.908943500732384,0.7037008239916965,1e-07,2885.5573965490885
KFLR,0.75,42,2,fc1,0,1569,1569,30775.754144845592,0.9275957038001839,1e-07,1,128,127,10000000.0,2.0809614564467585,1.0000000000000001e-07,307757541448.45593
KFLR,0.75,42,2,fc2,0,129,128,10000000.0,1.6535019579798913,1e-07,1,10,9,10000000.0,4.647430219975419,1e-07,100000000000000.0
KFLR,0.75,42,3,conv1,0,10,10,5.029160967633985,0.5349804166326756,1e-07,0,16,16,11.847758974910247,0.647295323731744,1e-07,59.58428699055384
KFLR,0.75,42,3,conv2,0,145,145,48.15822887151483,0.6568551255204609,1e-07,0,32,32,8.92921392623115,0.4729242843398532,1e-07,430.01512790215725
KFLR,0.75,42,3,fc1,0,1569,1569,292.769094875068,0.6808991728318634,1e-07,1,128,126,10000000.0,2.5497102429300864,1e-07,2927690948.75068
KFLR,0.75,42,3,fc2,0,129,127,10000000.0,2.0211322522777246,1e-07,0,10,10,1626060.7895762948,4.022985249194822,1e-07,16260607895762.95
KFLR,0.75,42,4,conv1,0,10,10,5.037363087025895,0.5356015691652868,1e-07,0,16,16,7.525153430329716,0.5414193955441358,1e-07,37.906930114149205
KFLR,0.75,42,4,conv2,0,145,145,49.85748297846188,0.6719418657329008,1e-07,0,32,32,7.4185861866904705,0.39835572340314807,1e-07,369.87203452717256
KFLR,0.75,42,4,fc1,0,1569,1569,347.66422494655995,0.7285165891288953,1e-07,0,128,127,10000000.0,2.190150247725958,1e-07,3476642249.4655995
KFLR,0.75,42,4,fc2,0,129,128,10000000.0,1.5692586640961805,1.0000000000000001e-07,0,10,10,260363.7261947163,3.5145355428923195,1e-07,2603637261947.163
KFLR,0.75,42,5,conv1,0,10,10,5.044349324157619,0.5358578334196268,1e-07,0,16,16,5.699016522114651,0.4589625279862178,1e-07,28.74783014169215
KFLR,0.75,42,5,conv2,0,145,145,50.93422937592478,0.6818627339921384,1.0000000000000001e-07,0,32,32,31.031096880590848,0.5670735537633378,1e-07,1580.5450063025582
KFLR,0.75,42,5,fc1,0,1569,1569,367.4492242189932,0.7747969203751378,1e-07,2,128,126,10000000.0,2.2868537746454813,1e-07,3674492242.189932
KFLR,0.75,42,5,fc2,1,129,127,10000000.0,1.977226699744244,1e-07,0,10,10,203597.79296555312,3.4447446891254314,1e-07,2035977929655.5312
KFLR,1.0,42,1,conv1,0,10,10,26.07166990540314,1.078713930305232,9.999999999999998e-08,0,16,16,4.519209158566431,0.4110280546528652,1e-07,117.82332941561867
KFLR,1.0,42,1,conv2,0,145,145,3074.5814106646367,1.3097509644684038,1e-07,0,32,32,724.1297017413735,1.470474391921494,9.999999999999998e-08,2226395.719884155
KFLR,1.0,42,1,fc1,46,1569,1486,10000000.0,3.6013122529392314,1e-07,4,128,122,10000000.0,3.4388066846895318,1e-07,100000000000000.0
KFLR,1.0,42,1,fc2,3,129,123,10000000.000000002,3.6570368445463175,1e-07,1,10,9,10000000.0,4.821794551763073,1.0000000000000001e-07,100000000000000.02
KFLR,1.0,42,2,conv1,0,10,10,26.022281960092993,1.0785321708687934,1e-07,0,16,16,11.522998438884764,0.6369359563392513,1e-07,299.85471440237075
KFLR,1.0,42,2,conv2,0,145,145,2833.225147854659,1.298408021851768,1e-07,0,32,32,83.12157356339178,0.778122717690202,1e-07,235502.1325490526
KFLR,1.0,42,2,fc1,1,1569,1564,10000000.0,1.6259719621030067,1e-07,2,128,126,10000000.0,2.456220922286227,1e-07,100000000000000.0
KFLR,1.0,42,2,fc2,0,129,128,10000000.000000002,1.967267578783177,9.999999999999998e-08,1,10,9,10000000.0,4.634306707452486,1e-07,100000000000000.02
KFLR,1.0,42,3,conv1,0,10,10,25.85648423600019,1.0761856333257398,9.999999999999998e-08,0,16,16,4.842424566681158,0.4275424870878646,1e-07,125.20807447241141
KFLR,1.0,42,3,conv2,0,145,145,2835.4285244196453,1.3153881476448919,1e-07,0,32,32,7.533781273263502,0.4839347827946871,1e-07,21361.49831894989
KFLR,1.0,42,3,fc1,0,1569,1569,72154.59464113941,1.3303659060645279,1e-07,6,128,122,10000000.0,3.8894478545751383,1e-07,721545946411.3942
KFLR,1.0,42,3,fc2,3,129,126,10000000.0,2.6876235917581823,1e-07,0,10,10,33416.78713563369,2.640860967647986,1e-07,334167871356.3369
KFLR,1.0,42,4,conv1,0,10,10,25.942157326392618,1.0774461524185464,1e-07,0,16,16,3.3986831767058345,0.34992102801363145,1e-07,88.1691736726666
KFLR,1.0,42,4,conv2,0,145,145,3293.7283679513694,1.3358488802999635,1e-07,0,32,32,6.441299740193227,0.40576914951077186,1e-07,21215.891680752215
KFLR,1.0,42,4,fc1,0,1569,1569,108829.61716968135,1.428716881209497,1e-07,3,128,124,10000000.0,3.138425051890586,1e-07,1088296171696.8136
KFLR,1.0,42,4,fc2,2,129,127,10000000.0,2.628483603410537,1e-07,0,10,10,873420.0102314121,3.5407516389898355,1e-07,8734200102314.121
KFLR,1.0,42,5,conv1,0,10,10,26.015514970290006,1.0779672775523743,1e-07,0,16,16,2.537805344543444,0.27360978796922925,1e-07,66.02231293265196
KFLR,1.0,42,5,conv2,0,145,145,3402.4189817936267,1.3433478981275762,1e-07,0,32,32,20.11175780156304,0.5030219442224663,1e-07,68428.62650127415
KFLR,1.0,42,5,fc1,0,1569,1569,129677.8454957102,1.4848572462699001,1e-07,2,128,125,10000000.0,2.8118436501420447,1e-07,1296778454957.102
KFLR,1.0,42,5,fc2,0,129,126,10000000.0,2.612393545149383,1e-07,0,10,10,222697.34164853944,3.1889677020600598,1e-07,2226973416485.3945
KFRA-block,0.0,42,1,conv1,0,10,10,27.25456468657796,1.0912591936913143,1e-07,0,16,16,4.775824670619849,0.42918918624728225,1e-07,130.16302241716355
KFRA-block,0.0,42,1,conv2,0,145,145,12385.943219442608,1.5410264168496557,9.999999999999998e-08,0,32,32,726.9638732272922,1.472945948479413,1e-07,9004133.256379316
KFRA-block,0.0,42,1,fc1,46,1569,1475,10000000.0,2.1198900099869684,1e-07,4,128,122,10000000.0,3.129380236617809,1e-07,100000000000000.0
KFRA-block,0.0,42,1,fc2,3,129,119,10000000.0,2.87240282088438,1e-07,0,10,9,10000000.0,4.817195548480609,1e-07,100000000000000.0
KFRA-block,0.0,42,2,conv1,0,10,10,27.201573480647433,1.091072015804141,1e-07,0,16,16,19.336190261212888,0.6704570100915971,1e-07,525.9748002261616
KFRA-block,0.0,42,2,conv2,0,145,145,21782.41269570618,1.7479835172593987,1e-07,0,32,32,33.40910818565118,0.5842364010896606,1e-07,727730.9822953496
KFRA-block,0.0,42,2,fc1,0,1569,1505,10000000.0,2.137363050403676,1e-07,2,128,124,10000000.000000002,2.787007888519305,1e-07,100000000000000.02
KFRA-block,0.0,42,2,fc2,0,129,127,10000000.0,2.2055211509761126,1e-07,1,10,9,10000000.000000002,4.5688172828383395,1e-07,100000000000000.02
KFRA-block,0.0,42,3,conv1,0,10,10,27.02254649245918,1.0886580529217857,1e-07,0,16,16,15.862742265331276,0.5889861079097243,1e-07,428.6516903628117
KFRA-block,0.0,42,3,conv2,0,145,145,20274.89799348249,1.744197370659872,1e-07,0,32,32,9.959240227472137,0.4414905489024519,9.999999999999998e-08,201922.5797045849
KFRA-block,0.0,42,3,fc1,0,1569,1519,10000000.0,2.1288940411105264,1e-07,0,128,127,10000000.0,2.5191518291818946,1e-07,100000000000000.0
KFRA-block,0.0,42,3,fc2,0,129,128,10000000.0,2.2235940820007762,1e-07,1,10,9,10000000.0,4.50789012517086,1e-07,100000000000000.0
KFRA-block,0.0,42,4,conv1,0,10,10,27.11472753469698,1.0899551218434664,1e-07,0,16,16,9.502801026297938,0.5041332294680024,1e-07,257.6658606445074
KFRA-block,0.0,42,4,conv2,0,145,145,19980.829533130753,1.7607204768888944,9.999999999999998e-08,0,32,32,17.328183812346484,0.551867101775451,9.999999999999998e-08,346231.48687325086
KFRA-block,0.0,42,4,fc1,0,1569,1495,10000000.000000002,2.137802846984644,1e-07,0,128,127,10000000.0,2.3936834739109614,1e-07,100000000000000.02
KFRA-block,0.0,42,4,fc2,0,129,128,10000000.0,2.2603786300335753,1e-07,0,10,9,10000000.0,4.434776689921716,1e-07,100000000000000.0
KFRA-block,0.0,42,5,conv1,0,10,10,27.19422364270309,1.0904935673979488,1e-07,0,16,16,7.545561256847973,0.43738698342630933,1e-07,205.1956803284396
KFRA-block,0.0,42,5,conv2,0,145,145,20203.552990958724,1.7322086050928247,1e-07,0,32,32,163.79954641693493,0.882373553858927,1.0000000000000001e-07,3309332.815929548
KFRA-block,0.0,42,5,fc1,0,1569,1478,10000000.0,2.1335732121384243,1e-07,0,128,127,10000000.000000002,2.4476283487082835,1e-07,100000000000000.02
KFRA-block,0.0,42,5,fc2,0,129,127,10000000.0,2.3389769856885767,1.0000000000000001e-07,0,10,9,10000000.0,4.405083821306865,1e-07,100000000000000.0
KFRA-block,0.25,42,1,conv1,0,10,10,5.2788245178821525,0.5487715610702231,1e-07,0,16,16,4.774064656296575,0.42908168923241197,1e-07,25.201449557612992
KFRA-block,0.25,42,1,conv2,0,145,145,157.67045260596691,0.8340507115946129,1e-07,0,32,32,723.1442599434909,1.4716532474039532,1e-07,114018.4827646972
KFRA-block,0.25,42,1,fc1,46,1569,1485,10000000.0,2.672182623191835,1e-07,4,128,122,10000000.0,3.216812671454901,1e-07,100000000000000.0
KFRA-block,0.25,42,1,fc2,3,129,123,10000000.000000002,3.1977854142515514,1e-07,0,10,9,10000000.000000002,4.826200820752283,9.999999999999998e-08,100000000000000.03
KFRA-block,0.25,42,2,conv1,0,10,10,5.273624160923334,0.5486765994796506,1e-07,0,16,16,11.82590542562888,0.6237946269917366,1e-07,62.36538057739081
KFRA-block,0.25,42,2,conv2,0,145,145,134.80602233822245,0.8803859943347788,1e-07,0,32,32,38.03952635442281,0.6183908724143853,1e-07,5127.957239469723
KFRA-block,0.25,42,2,fc1,0,1569,1569,287452.09911675367,1.3276084046855074,1e-07,0,128,128,7874.117023712639,1.4915868253068627,1e-07,2263431467.1571627
KFRA-block,0.25,42,2,fc2,0,129,129,27553.556188733794,1.0856962003920152,9.999999999999998e-08,1,10,9,10000000.000000002,4.701953467722288,9.999999999999998e-08,275535561887.338
KFRA-block,0.25,42,3,conv1,0,10,10,5.255963449073047,0.5474527062567471,1e-07,0,16,16,9.12875147171759,0.5009024235429196,1e-07,47.98038407101944
KFRA-block,0.25,42,3,conv2,0,145,145,138.97878358836374,0.8807354775020079,1.0000000000000001e-07,0,32,32,7.367296849494769,0.41762328933154225,1e-07,1023.8979544771676
KFRA-block,0.25,42,3,fc1,0,1569,1569,23012.73955958154,1.1665536103986125,1e-07,0,128,127,10000000.0,1.8332528933796035,1e-07,230127395595.8154
KFRA-block,0.25,42,3,fc2,1,129,128,10000000.000000002,1.420159820001002,9.999999999999998e-08,1,10,9,10000000.0,4.690295733575386,1e-07,100000000000000.02
KFRA-block,0.25,42,4,conv1,0,10,10,5.265048927102481,0.5481104076989926,1e-07,0,16,16,7.2179247503265875,0.4311325000113563,1e-07,38.002726962613444
KFRA-block,0.25,42,4,conv2,0,145,145,163.79824734591693,0.8966625360332912,1e-07,0,32,32,12.260333695974289,0.4470230167299729,1e-07,2008.2211712766766
KFRA-block,0.25,42,4,fc1,0,1569,1569,23063.583366296978,1.1824048342261029,1e-07,1,128,127,10000000.0,1.846926051088287,1e-07,230635833662.9698
KFRA-block,0.25,42,4,fc2,1,129,128,10000000.0,1.4334281796332013,1e-07,0,10,10,9728743.397534546,4.637155419247551,1e-07,97287433975345.45
KFRA-block,0.25,42,5,conv1,0,10,10,5.272898261276713,0.5483839915319282,1e-07,0,16,16,5.7214795092494946,0.37591299903927816,1e-07,30.168779356252
KFRA-block,0.25,42,5,conv2,0,145,145,173.58839815586242,0.8994685290507102,1e-07,0,32,32,76.7685692640753,0.721814317956123,1e-07,13326.132967268204
KFRA-block,0.25,42,5,fc1,0,1569,1569,579501.7828363167,1.3707060596998086,1e-07,0,128,127,10000000.0,1.8749739296056658,1e-07,5795017828363.167
KFRA-block,0.25,42,5,fc2,1,129,128,10000000.0,1.4824717510936603,1.0000000000000001e-07,1,10,9,10000000.0,4.61132543278594,1e-07,100000000000000.0
KFRA-block,0.5,42,1,conv1,0,10,10,1.0224338055311843,0.0069001195968526885,1e-07,0,16,16,4.772305290583884,0.42897419344300974,1e-07,4.879366259408285
KFRA-block,0.5,42,1,conv2,0,145,145,2.00711170594961,0.16139240623001602,1e-07,0,32,32,719.3447156702346,1.4703611703184922,1e-07,1443.8051994347215
KFRA-block,0.5,42,1,fc1,46,1569,1485,10000000.0,3.540197380505017,1e-07,4,128,122,10000000.0,3.366939647790819,1e-07,100000000000000.0
KFRA-block,0.5,42,1,fc2,3,129,123,10000000.000000002,3.6227649361810492,1e-07,0,10,10,1772882.358125141,4.316257575037815,1e-07,17728823581251.414
KFRA-block,0.5,42,2,conv1,0,10,10,1.022408200410191,0.006895640152062639,1e-07,0,16,16,13.139078637059502,0.6296085251817436,1e-07,13.43350174436399
KFRA-block,0.5,42,2,conv2,0,145,145,1.452929836130401,0.10498089037024562,1e-07,0,32,32,43.789035779789145,0.6615206813408832,1e-07,63.622396579837314
KFRA-block,0.5,42,2,fc1,0,1569,1569,481.49534816367446,0.6978041810771521,1e-07,0,128,128,2626.4402501222457,1.5531032456058231,1e-07,1264618.762663699
KFRA-block,0.5,42,2,fc2,0,129,129,48.07787421591165,0.3570643313671582,1e-07,1,10,9,10000000.0,4.8290086133258665,1e-07,480778742.1591165
KFRA-block,0.5,42,3,conv1,0,10,10,1.0223000924691095,0.006857763302186582,1e-07,0,16,16,9.597546493839364,0.5005502551733733,1e-07,9.811572668128559
KFRA-block,0.5,42,3,conv2,0,145,145,1.4006881804287243,0.09092402400889472,1e-07,0,32,32,9.388881348877616,0.475242703200747,9.999999999999998e-08,13.150895132820574
KFRA-block,0.5,42,3,fc1,0,1569,1569,13.77796114208833,0.36700235470567444,1e-07,0,128,128,1683.3929100936843,1.4579566650082474,1e-07,23193.722102137777
KFRA-block,0.5,42,3,fc2,0,129,129,6.7987963235087445,0.17353434761915648,1e-07,1,10,9,10000000.0,4.817065375484067,1e-07,67987963.23508744
KFRA-block,0.5,42,4,conv1,0,10,10,1.022349945036716,0.006878234836038818,1e-07,0,16,16,6.660562384229368,0.4328610000624617,1e-07,6.809425587430512
KFRA-block,0.5,42,4,conv2,0,145,145,1.4650653145827988,0.1001985136986525,1e-07,0,32,32,10.023926114848068,0.41969268974388185,1e-07,14.685706466804618
KFRA-block,0.5,42,4,fc1,0,1569,1569,10.886770156842257,0.32321374949534887,1e-07,0,128,127,10000000.0,1.847769960013152,1e-07,108867701.56842257
KFRA-block,0.5,42,4,fc2,0,129,128,10000000.0,1.415895233218838,1e-07,0,10,10,795768.9147950993,4.055800733285786,1e-07,7957689147950.993
KFRA-block,0.5,42,5,conv1,0,10,10,1.0224030087814393,0.006889692938038573,1e-07,0,16,16,5.404879078507972,0.39354507303763797,1e-07,5.525964631966404
KFRA-block,0.5,42,5,conv2,0,145,145,1.447161821672632,0.09747177624230824,1e-07,0,32,32,80.98620908381075,0.7322539013681832,1e-07,117.20014986808823
KFRA-block,0.5,42,5,fc1,0,1569,1569,228.48993979907948,0.6590492787831107,1e-07,1,128,127,10000000.0,1.8250623484598902,1e-07,2284899397.9907947
KFRA-block,0.5,42,5,fc2,0,129,128,10000000.0,1.4167944605344678,1e-07,1,10,9,10000000.000000002,4.81778738891296,1e-07,100000000000000.02
KFRA-block,0.75,42,1,conv1,0,10,10,5.049714493754136,0.5362264298305534,1e-07,0,16,16,4.770546573242745,0.4288666988799957,1e-07,24.089898174033017
KFRA-block,0.75,42,1,conv2,0,145,145,42.68552904809924,0.6049654331118369,1e-07,0,32,32,715.5651349609369,1.4690697188694675,1e-07,30544.276354182126
KFRA-block,0.75,42,1,fc1,46,1569,1485,10000000.0,3.5968915079543873,1e-07,4,128,122,10000000.0,3.451662280722656,1e-07,100000000000000.0
KFRA-block,0.75,42,1,fc2,3,129,123,10000000.0,3.6646696136494707,1e-07,0,10,10,180398.11803517552,3.624114338540798,9.999999999999998e-08,1803981180351.7551
KFRA-block,0.75,42,2,conv1,0,10,10,5.044992524595657,0.536136886233892,1e-07,0,16,16,10.358251055698965,0.5893196310073687,1e-07,52.25729914388635
