method,seed,epoch,interval,global_update_index,interval_steps,feedback_type,update_after_step,applies_from_step,layer,E_G_norm,correction_G_norm,K_G_min_eigenvalue,K_G_max_eigenvalue,E_A_norm,correction_A_norm,K_A_min_eigenvalue,K_A_max_eigenvalue
Residual-Noisy,42,1,3,3,2,grad,6,7,fc1,0.015962133130133956,0.08192441429508783,0.9048374180359596,1.0872981250236882,0.7006740180426857,0.038141024619386364,0.9048374180359595,1.0092144209115144
Residual-Noisy,42,1,3,3,2,grad,6,7,fc2,0.004653383372519215,0.08678728686272714,0.9222194293195569,1.08411991332739,0.20656571882915328,0.04006306689692037,0.9048374180359597,1.008905835862191
Residual-Noisy,42,1,4,4,2,grad,8,9,conv1,0.0259726272122587,0.08359607159925621,0.9048374180359597,1.0407567098963892,0.012067008918215487,0.07737753057290846,0.9298440042244918,1.0530958105995696
Residual-Noisy,42,1,4,4,2,grad,8,9,conv2,0.013780121400260357,0.09491197389170597,0.9048374180359597,1.0744538132916461,0.1305930131972738,0.05861777282692518,0.9048374180359597,1.0200472011488808
Residual-Noisy,42,1,4,4,2,grad,8,9,fc1,0.016397946867964912,0.09415529881709453,0.9048374180359596,1.0901807662475358,0.7034767152346797,0.04431868043047102,0.9048374180359599,1.0094337616837252
Residual-Noisy,42,1,4,4,2,grad,8,9,fc2,0.004593528675630615,0.10119948594499094,0.9156525541028205,1.0754215934539806,0.2101926686695779,0.04654454550118513,0.9048374180359596,1.0092440385921078
Residual-Noisy,42,2,1,5,2,grad,2,3,conv1,0.02480459982785276,0.042748007323014,0.9048374180359595,1.0493041703824821,0.011968871834369918,0.049550291593269444,0.9174840730573748,1.0681235956745219
Residual-Noisy,42,2,1,5,2,grad,2,3,conv2,0.012914198744697403,0.04949116926558637,0.9048374180359595,1.0830396968591312,0.13191454264930094,0.027881200917776877,0.9048374180359596,1.018806024578065
Residual-Noisy,42,2,1,5,2,grad,2,3,fc1,0.016616173090689492,0.045752682860093395,0.9048374180359596,1.0834793507022233,0.7039556948190169,0.022379324874517926,0.9048374180359594,1.0093454832994133
Residual-Noisy,42,2,1,5,2,grad,2,3,fc2,0.004240902199956548,0.049520631055248246,0.9093890695678142,1.0690809780673451,0.19814558524084863,0.02442486925349143,0.90483741803596,1.009898116974704
Residual-Noisy,42,2,2,6,2,grad,4,5,conv1,0.028572965243654734,0.065079668670142,0.9048374180359597,1.056288361907039,0.015542997051359341,0.07122765746661996,0.9048374180359596,1.0705041658999228
Residual-Noisy,42,2,2,6,2,grad,4,5,conv2,0.012855809274821238,0.06557316834750665,0.9048374180359594,1.0753610146303751,0.1278639907317981,0.040419585790063065,0.9048374180359596,1.019776502930006
Residual-Noisy,42,2,2,6,2,grad,4,5,fc1,0.016483985032619455,0.06354125367190162,0.9048374180359594,1.0815896873155124,0.7013124975088033,0.03142548237446622,0.9048374180359594,1.0091937802642137
Residual-Noisy,42,2,2,6,2,grad,4,5,fc2,0.004729468561443124,0.07993375666778396,0.9076188920680569,1.0904383901058088,0.21437765669389208,0.032639070816522155,0.90483741803596,1.0086874680619546
Residual-Noisy,42,2,3,7,2,grad,6,7,conv1,0.019098186221131047,0.0726264602259594,0.9149115985172233,1.046978348775133,0.010678122999159446,0.0844592099065423,0.9124334896298193,1.053822882526968
Residual-Noisy,42,2,3,7,2,grad,6,7,conv2,0.013306105498479385,0.08045329363224664,0.9048374180359599,1.0775382009458994,0.12891557703575648,0.05048609071545226,0.9048374180359595,1.020307012256422
Residual-Noisy,42,2,3,7,2,grad,6,7,fc1,0.01641453260635304,0.0796000020399079,0.9048374180359596,1.0870975019578681,0.7057696074661259,0.03853260533609768,0.9048374180359596,1.0092760047579692
Residual-Noisy,42,2,3,7,2,grad,6,7,fc2,0.004344028380982229,0.09584865498293689,0.9100986860244141,1.0737893008662656,0.20415718522241053,0.04015066501819753,0.9048374180359597,1.0096450504409018
Residual-Noisy,42,2,4,8,2,grad,8,9,conv1,0.024353248502845815,0.08723691819738562,0.9048374180359594,1.0527572121247835,0.011880195138910631,0.09931070863953867,0.9189418307565929,1.0745773413041555
Residual-Noisy,42,2,4,8,2,grad,8,9,conv2,0.013514589635375038,0.0970126056584485,0.9048374180359594,1.087663243218474,0.13059456297702404,0.059179822822587116,0.9048374180359599,1.020549798498272
Residual-Noisy,42,2,4,8,2,grad,8,9,fc1,0.016498820061601013,0.09302576753773231,0.9048374180359595,1.0868937243032886,0.7023733855060207,0.04438191380538249,0.9048374180359599,1.0091695212795349
Residual-Noisy,42,2,4,8,2,grad,8,9,fc2,0.00485484923571052,0.11242916228396906,0.9145980488287848,1.092195149580606,0.21090371980019243,0.04675460333747978,0.9048374180359599,1.009511588935228
Residual-Clean,42,1,1,1,2,summed_grad,2,3,conv1,1.6776498992187935e-08,0.03444631878319999,0.9048374180359596,1.0262516303339615,9.130895186523524e-09,0.04190026035162655,0.9048374180359599,1.0438389957892986
Residual-Clean,42,1,1,1,2,summed_grad,2,3,conv2,3.9597674768495606e-08,0.02810050298453682,0.9048374180359597,1.0232320447392058,2.1897225852740728e-07,0.01262282539740574,0.9048374180359592,1.0040506919303522
Residual-Clean,42,1,1,1,2,summed_grad,2,3,fc1,1.2289094828441355e-06,0.011321531951041103,0.9048374180359597,1.0020360667927823,1.6288048578660406e-05,0.0027735259953045096,0.9048374180359596,1.0001317710681015
Residual-Clean,42,1,1,1,2,summed_grad,2,3,fc2,5.433046718578722e-06,0.032357642025361996,0.9048374180359592,1.015151351989184,7.529629538004114e-05,0.008526353308889527,0.9048374180359594,1.0010333432255034
Residual-Clean,42,1,2,2,2,summed_grad,4,5,conv1,2.4123686025593826e-07,0.04690315858330511,0.9048374180359593,1.0222240762369916,1.610297604069249e-07,0.05649675479056017,0.9048374180359599,1.0271449531494754
Residual-Clean,42,1,2,2,2,summed_grad,4,5,conv2,4.265377843570945e-07,0.037149793396284984,0.90483741803596,1.0125445423091604,2.562778615781133e-06,0.01737661963334453,0.9048374180359597,1.0018785752702535
Residual-Clean,42,1,2,2,2,summed_grad,4,5,fc1,2.259052648878372e-06,0.014607766250652863,0.9048374180359597,1.0011984572980104,3.325999986247451e-05,0.004113495317753554,0.9048374180359596,1.0000754726754961
Residual-Clean,42,1,2,2,2,summed_grad,4,5,fc2,1.4309244842751986e-05,0.0484395549946105,0.904837418035959,1.0199824094214782,0.00026035985839341114,0.013953904789704095,0.9048374180359595,1.0008854840340855
Residual-Clean,42,1,3,3,2,summed_grad,6,7,conv1,2.6348443847049645e-07,0.05777207816810131,0.9048374180359596,1.018845963762158,1.6452766569779633e-07,0.07901070643044024,0.9048374180359595,1.0279996173478458
Residual-Clean,42,1,3,3,2,summed_grad,6,7,conv2,3.9039439007666276e-07,0.04242224341952301,0.90483741803596,1.012984127463311,2.145067235889961e-06,0.02270971069165055,0.9048374180359597,1.0024136443394207
Residual-Clean,42,1,3,3,2,summed_grad,6,7,fc1,1.2676244125603703e-06,0.01733894519348736,0.9048374180359597,1.0011426146727287,1.7520662717676823e-05,0.005510952718623702,0.9048374180359591,1.0000790515022504
Residual-Clean,42,1,3,3,2,summed_grad,6,7,fc2,1.497757649698358e-05,0.059003500186366485,0.9048374180359591,1.0145236412540601,0.00022274016580562167,0.019012096079028772,0.9048374180359595,1.0009094677457502
Residual-Clean,42,1,4,4,2,summed_grad,8,9,conv1,7.436226314511678e-07,0.07081832946816273,0.9048374180359599,1.0169327623480289,4.413608642403252e-07,0.10133615805135165,0.9048374180359596,1.0254682630476464
Residual-Clean,42,1,4,4,2,summed_grad,8,9,conv2,9.016245431454057e-07,0.04782621857127084,0.9048374180359596,1.0110794304924635,5.062177239600114e-06,0.02750910829952938,0.9048374180359592,1.0019888179037768
Residual-Clean,42,1,4,4,2,summed_grad,8,9,fc1,1.924370884219202e-06,0.020706400993548472,0.9048374180359591,1.0011969744014275,2.6673233847946924e-05,0.0067435944025528785,0.9048374180359594,1.00008342426051
Residual-Clean,42,1,4,4,2,summed_grad,8,9,fc2,1.9162265233348038e-05,0.07786735334428747,0.9048374180359602,1.0162795565253837,0.00031834251166229386,0.023715426017768063,0.9048374180359596,1.0008805325810763
Residual-Clean,42,2,1,5,2,summed_grad,2,3,conv1,1.2215128225030181e-12,0.011572489555411247,0.9677167747728299,1.007963759826657,6.152627793147618e-13,0.008109710515955597,0.9817032022396543,1.0077064119144528
Residual-Clean,42,2,1,5,2,summed_grad,2,3,conv2,1.001072513351423e-12,0.007430362782807333,0.9672988862739316,1.0048681675991815,5.2385319885981015e-12,0.009584257746209326,0.9048374180359595,1.002630101393821
Residual-Clean,42,2,1,5,2,summed_grad,2,3,fc1,1.635065627977577e-07,0.00988527347563748,0.9048374180359595,1.001478009951928,2.1652746687437617e-06,0.0026258478856043366,0.9048374180359606,1.000103914148547
Residual-Clean,42,2,1,5,2,summed_grad,2,3,fc2,1.4155168408869689e-05,0.03917574558974054,0.9048374180359597,1.0285528359538858,0.00024196572604895467,0.009039752094029133,0.9048374180359594,1.0013852021147376
Residual-Clean,42,2,2,6,2,summed_grad,4,5,conv1,1.4468688432207714e-12,0.018297823785214835,0.9669817090607642,1.0101203063481707,8.422700094631968e-13,0.017671889338521683,0.9792059320404535,1.009781916101677
Residual-Clean,42,2,2,6,2,summed_grad,4,5,conv2,2.5017706391332973e-12,0.020269978636125868,0.9161206184561653,1.011559783346637,1.3365699531502977e-11,0.014677178098064706,0.9048374180359599,1.0024331131342683
Residual-Clean,42,2,2,6,2,summed_grad,4,5,fc1,3.129969658082767e-07,0.014285675833711096,0.9048374180359596,1.0010388137551027,3.951319487959219e-06,0.004246245186984391,0.9048374180359594,1.0000816630681815
Residual-Clean,42,2,2,6,2,summed_grad,4,5,fc2,2.6254459225033044e-05,0.05800216688417276,0.9048374180359601,1.0168848815808957,0.0003631760672693588,0.015185347470144753,0.9048374180359593,1.0011614303126732
Residual-Clean,42,2,3,7,2,summed_grad,6,7,conv1,6.269100384104305e-13,0.020200493222094697,0.9827803173874963,1.0039399110247311,3.4833417180454437e-13,0.019802166162261402,0.9895243477074116,1.0041031833515313
Residual-Clean,42,2,3,7,2,summed_grad,6,7,conv2,1.0253273541602361e-12,0.0224917436132342,0.9680351879880913,1.0044888333838986,5.3827882834544084e-12,0.02146515312932189,0.9048374180359594,1.002772690887822
Residual-Clean,42,2,3,7,2,summed_grad,6,7,fc1,1.2875243434577883e-07,0.017312868399650797,0.9048374180359591,1.0011149595281728,1.673683536426184e-06,0.00574320032532995,0.9048374180359603,1.0000841817072361
Residual-Clean,42,2,3,7,2,summed_grad,6,7,fc2,1.819269511440769e-05,0.07511855480792119,0.9048374180359593,1.0180677567784855,0.00025752958651470117,0.020365010809303214,0.90483741803596,1.001172616372469
Residual-Clean,42,2,4,8,2,summed_grad,8,9,conv1,3.571084972070973e-12,0.043486762676943964,0.90483741803596,1.0221505735076877,1.9897128784299727e-12,0.037548546300610705,0.938881937049569,1.0230180745932462
Residual-Clean,42,2,4,8,2,summed_grad,8,9,conv2,5.108707679727244e-12,0.03644035230085882,0.9048374180359595,1.0176634275315113,2.7993803921464084e-11,0.02889409583223888,0.9048374180359599,1.003129536145438
Residual-Clean,42,2,4,8,2,summed_grad,8,9,fc1,5.781989731266775e-07,0.019884812502853944,0.9048374180359592,1.0011933933845873,7.352680700784924e-06,0.0070440405349963,0.9048374180359599,1.0000934182528871
Residual-Clean,42,2,4,8,2,summed_grad,8,9,fc2,1.9878045651010673e-05,0.08416190288763103,0.9048374180359595,1.026572708781334,0.00036323811517872126,0.024484464694132433,0.9048374180359593,1.0011841398512857
