method,seed,epoch,privacy_valid,base_reset_error,train_loss,test_loss,test_accuracy,epsilon_spent,clip_fraction,mean_clip_factor,layer,base_W_kron,base_W_G,base_W_A,base_log_kappa_kron,corrected_W_kron,corrected_W_G,corrected_W_A,corrected_log_kappa_kron,gain_A,gain_G,gain_kron
Residual-Noisy,7,3,True,0.0,0.5523468202505356,0.5275106262415531,0.9507,0.8909029596825585,0.1762820512820513,0.8383235274217068,fc1,80.72817959387397,3.672531688607789,21.187452010876978,inf,78.84832284338424,3.695655070182292,20.572142247149984,inf,0.02904123456709724,-0.006296305528481062,0.023286252210156223
Residual-Noisy,7,3,True,0.0,0.5523468202505356,0.5275106262415531,0.9507,0.8909029596825585,0.1762820512820513,0.8383235274217068,fc2,7.614216714268517,0.5638863116591004,6.614219879743756,50.74736004805003,7.434925015698877,0.5725195586339861,6.433129856882447,50.64596756667029,0.02737889367964664,-0.015310261654489172,0.023546965537986353
Residual-Noisy,7,4,True,0.0,0.6146791815503031,0.5525955554224318,0.9508,0.9432980775071597,0.15459735576923078,0.8577963990024012,conv1,0.8882449324717868,0.46321605106011465,0.6877013254164724,3.8646031131357903,0.9410962526305576,0.49297099234895275,0.7190272385191643,4.044854952227903,-0.04555162531309772,-0.06423555751304612,-0.0595008406202751
Residual-Noisy,7,4,True,0.0,0.6146791815503031,0.5525955554224318,0.9508,0.9432980775071597,0.15459735576923078,0.8577963990024012,conv2,4.5025441174817,0.34223648930943484,4.247650116707685,12.513171749807281,4.572048423717715,0.3865331884119166,4.249287408244487,12.60366800259483,-0.0003854581926042739,-0.12943301046555167,-0.015436674116341302
Residual-Noisy,7,4,True,0.0,0.6146791815503031,0.5525955554224318,0.9508,0.9432980775071597,0.15459735576923078,0.8577963990024012,fc1,77.15262106028831,3.6740962347893364,20.238993561097868,inf,74.02216674611269,3.640997640424269,19.580500048972123,inf,0.032535882287717095,0.00900863566165273,0.04057482780435204
Residual-Noisy,7,4,True,0.0,0.6146791815503031,0.5525955554224318,0.9508,0.9432980775071597,0.15459735576923078,0.8577963990024012,fc2,8.349826628498851,0.5464052866807844,7.311639613992106,50.63199903367553,8.262203999552419,0.5799200581126114,7.129684519019009,inf,0.02488567606982343,-0.06133683595086937,0.010493945903902598
Residual-Noisy,7,5,True,0.0,0.6541393859009458,0.6154767222218216,0.9449,0.995693195331761,0.14761952457264957,0.8633300534680358,conv1,0.8774327813249512,0.4543084516691419,0.6834377246596549,3.387807500394187,0.9201211955744302,0.501778644929302,0.6893443252702046,3.8353874154308683,-0.008642485478089658,-0.10448890634931685,-0.048651492351377786
Residual-Noisy,7,5,True,0.0,0.6541393859009458,0.6154767222218216,0.9449,0.995693195331761,0.14761952457264957,0.8633300534680358,conv2,5.3497817578013445,0.32711648908794555,5.0751378502428794,12.962078471229583,5.475538711724545,0.38239573161860235,5.101876789280418,13.14753953521943,-0.005268613351311962,-0.16898947125772962,-0.023506931612642924
Residual-Noisy,7,5,True,0.0,0.6541393859009458,0.6154767222218216,0.9449,0.995693195331761,0.14761952457264957,0.8633300534680358,fc1,68.81049042307559,3.5715133736901437,18.5279513460449,inf,66.4675225214988,3.554917449176801,17.973020043094838,inf,0.029951034120592204,0.004646748528396323,0.034049574231650656
Residual-Noisy,7,5,True,0.0,0.6541393859009458,0.6154767222218216,0.9449,0.995693195331761,0.14761952457264957,0.8633300534680358,fc2,8.061641948813797,0.5701224665802693,6.9858669941068925,49.698832674900665,8.224842326049876,0.6245267983747648,6.955995597372898,inf,0.004275975588884367,-0.09542569357216461,-0.020244061727411767
