task,method,source,beta,epoch,layer,group,trace_S,d_total,tau,condition_S,log_eigenvalue_spread_S,effective_rank_S,A_condition_raw,G_condition_raw,A_eigenvalue_min,A_eigenvalue_max,G_eigenvalue_min,G_eigenvalue_max,cosA,relative_error_A,cosG,relative_error_G,n
vit,dp_kfm,public,0.75,2,blocks.3.mlp.fc1,mlp_fc1,54064.30967681643,5526346,80.47919604993899,4294.588129847766,0.936613629860084,78078.46826019316,44588.51772598877,1.5655693994022406,0.001,44.588517725988766,0.0010002129545699,0.0015659027945603,0.9901487061382872,0.1405455106800044,0.966494235323726,0.8371121654881069,1
vit,dp_kfm,public,0.75,2,blocks.3.mlp.fc2,mlp_fc2,8464.036086493183,5526346,80.47919604993899,4979.903830279286,0.9978868946089272,42935.03851422732,18742.13711801968,4.53741842643806,0.0012194878611026,22.85580870654628,0.001,0.004537418426438,0.9923790859447266,0.1239019421865771,0.956506035301698,0.9158982938514436,1
vit,dp_kfm,public,0.75,2,blocks.4.attn.k_proj,attention_qkv,12602.13907236838,5526346,80.47919604993899,3205.968251954015,0.9479111663851876,20896.99798040917,26277.06552176947,1.799017656550345,0.001,26.27706552176947,0.0010002511090677,0.0017994694061969,0.9877879046214734,0.1563662576505828,0.993496033127254,0.8500748674535822,1
vit,dp_kfm,public,0.75,2,blocks.4.attn.out_proj,attention_out,2754.17533629305,5526346,80.47919604993899,1507.573840309639,1.056875423437545,10599.915030396232,3598.6750453589348,4.803548258806007,0.0029425078476087,10.589129561962409,0.001,0.004803548258806,0.9835865339588316,0.1835110074518597,0.9530971594981128,0.9460934120867148,1
vit,dp_kfm,public,0.75,2,blocks.4.attn.q_proj,attention_qkv,12544.607384672949,5526346,80.47919604993899,2319.633788237436,0.9472997743829188,20912.832974486344,26277.06552176947,1.1685546758731449,0.001,26.27706552176947,0.0010001957183088,0.001168783383418,0.9877879046214734,0.1563662576505828,0.9871309766954612,0.7702813522040639,1
vit,dp_kfm,public,0.75,2,blocks.4.attn.v_proj,attention_qkv,12633.797934689024,5526346,80.47919604993899,2381.991705458064,0.9473803999244156,20911.16120764923,26277.06552176947,1.2106263689776542,0.001,26.27706552176947,0.0010012907213196,0.0012121889502421,0.9877879046214734,0.1563662576505828,0.9438653392919124,0.8370313734644833,1
vit,dp_kfm,public,0.75,2,blocks.4.mlp.fc1,mlp_fc1,54996.70229914383,5526346,80.47919604993899,3063.851192418145,0.8560707131720211,90222.32581458129,27904.953841003746,1.594687472838945,0.0010000139993645,27.90534449262551,0.0010001884241944,0.0015949879505414,0.9822542559455492,0.1878501410931033,0.9264714004561804,1.0539056411191732,1
vit,dp_kfm,public,0.75,2,blocks.4.mlp.fc2,mlp_fc2,7242.504028740148,5526346,80.47919604993899,1998.8557588264275,0.880520922262212,66332.06260069073,4999.633495330122,5.036209315608296,0.0015260025915052,7.629453670449975,0.001,0.0050362093156082,0.9766964230748018,0.2252330683485249,0.935993750909274,1.0025825983323384,1
vit,dp_kfm,public,0.75,2,blocks.5.attn.k_proj,attention_qkv,13811.68162538808,5526346,80.47919604993899,2026.466455000364,0.8415404078107176,23554.03759260929,21209.819295153626,1.2090629796444623,0.001000010915317,21.210050807055666,0.0010002335020954,0.0012093452983837,0.982782937034351,0.1883920837603439,0.9922844723560124,0.6404936931429239,1
vit,dp_kfm,public,0.75,2,blocks.5.attn.out_proj,attention_out,3040.1765262977365,5526346,80.47919604993899,525.7982992701252,0.905171480678612,17994.3030040227,929.624455983792,4.5651112158992895,0.0063416741620612,5.89537539293262,0.001,0.0045651112158992,0.9714735447199542,0.2374811361596855,0.9201821484426306,1.1107549455599537,1
vit,dp_kfm,public,0.75,2,blocks.5.attn.q_proj,attention_qkv,13784.123110052453,5526346,80.47919604993899,1817.7276886506677,0.8414242424109316,23556.525544367385,21209.819295153626,1.045927211071639,0.001000010915317,21.210050807055666,0.0010001887960046,0.0010461246779502,0.982782937034351,0.1883920837603439,0.962502634457991,1.076109102321933,1
vit,dp_kfm,public,0.75,2,blocks.5.attn.v_proj,attention_qkv,13906.183763065455,5526346,80.47919604993899,1971.849772671412,0.84155012909532,23553.92400332793,21209.819295153626,1.165810952829583,0.001000010915317,21.210050807055666,0.0010018337177633,0.0011679487210824,0.982782937034351,0.1883920837603439,0.9302927091623966,1.0092641311117725,1
vit,dp_kfm,public,0.75,2,blocks.5.mlp.fc1,mlp_fc1,56068.83814740682,5526346,80.47919604993899,3556.512145175149,0.8109393345550286,95439.64055339938,24174.987999270477,2.2456020408292487,0.001,24.174987999270478,0.0010003662293558,0.0022464244462181,0.969923441889304,0.2434198853699107,0.92013840295658,1.059552466979672,1
vit,dp_kfm,public,0.75,2,blocks.5.mlp.fc2,mlp_fc2,7037.076358930237,5526346,80.47919604993899,1524.986694376478,0.8415834593320459,73183.29862853051,3103.7434478915084,5.655472871910631,0.0019537574360876,6.063961841026464,0.001,0.0056554728719106,0.960577469103632,0.293689388712282,0.9069039627175832,1.0769175959304969,1
vit,dp_kfm,public,0.75,2,blocks.6.attn.k_proj,attention_qkv,12403.050069469358,5526346,80.47919604993899,1919.6310416560211,0.772630486469488,25449.540451200814,17562.889563093366,1.3584001318577954,0.001,17.562889563093368,0.0010001138313082,0.0013585547603219,0.9703330633504726,0.242782715685515,0.9908249856239628,0.9794991383084573,1
vit,dp_kfm,public,0.75,2,blocks.6.attn.out_proj,attention_out,2749.4421332238703,5526346,80.47919604993899,873.1994724863754,0.9779741091120726,15580.59191156502,1347.0027370345535,6.196067515095193,0.0044581205775751,6.005100620023843,0.001,0.0061960675150951,0.9607206758912982,0.2839134873228893,0.9028694141501432,1.0729849056422889,1
vit,dp_kfm,public,0.75,2,blocks.6.attn.q_proj,attention_qkv,12381.526500119237,5526346,80.47919604993899,1625.304781436338,0.7723947656323179,25454.850260020565,17562.889563093366,1.088053992454499,0.001,17.562889563093368,0.0010000664264949,0.0010881262680675,0.9703330633504726,0.242782715685515,0.9549771869263642,1.1801585823141814,1
vit,dp_kfm,public,0.75,2,blocks.6.attn.v_proj,attention_qkv,12534.781961486004,5526346,80.47919604993899,1944.821557191431,0.772839016364898,25445.23442133777,17562.889563093366,1.382219585809401,0.001,17.562889563093368,0.0010013976947998,0.0013841515069367,0.9703330633504726,0.242782715685515,0.8980375668062964,1.0306641172492643,1
vit,dp_kfm,public,0.75,2,blocks.6.mlp.fc1,mlp_fc1,64732.87363306381,5526346,80.47919604993899,4153.408814724862,0.7674659106787649,100106.14618516178,29554.832613474347,2.2589731536673754,0.0010000320057098,29.555778536872644,0.0010002349141615,0.0022595038184516,0.9609879253656626,0.2813586516758316,0.8865802817457951,1.032969115280964,1
vit,dp_kfm,public,0.75,2,blocks.6.mlp.fc2,mlp_fc2,7060.06273436168,5526346,80.47919604993899,1413.3570063637233,0.8444188644346169,77952.22919663119,1957.9228840505896,8.101030223554622,0.0021115563863079,4.134264569715504,0.001,0.0081010302235546,0.9493610680195717,0.3197004117428219,0.8851666108564379,1.0977087541890924,1
vit,dp_kfm,public,0.75,2,blocks.7.attn.k_proj,attention_qkv,13777.644134287622,5526346,80.47919604993899,1659.660495084413,0.7318401498507823,26801.668097110956,17588.633221538163,1.1171896824236514,0.0010000030587312,17.58868702043941,0.0010001793126609,0.0011173900086783,0.9612011002154776,0.2766264802627569,0.9720135832664596,0.8470956408094226,1
vit,dp_kfm,public,0.75,2,blocks.7.attn.out_proj,attention_out,3271.8812125728305,5526346,80.47919604993899,504.2684164366027,0.8696569653085742,20139.32058522239,463.1288063007727,8.666569606582732,0.0081793244895481,3.788080787191096,0.001,0.0086665696065827,0.9386185088076912,0.3462427340261642,0.8812984811269723,1.1461778632925834,1
vit,dp_kfm,public,0.75,2,blocks.7.attn.q_proj,attention_qkv,13781.97501148667,5526346,80.47919604993899,1612.214857573836,0.7318097505139493,26802.30545285005,17588.633221538163,1.0748102503147288,0.0010000030587312,17.58868702043941,0.001000183430019,0.0010750074027793,0.9612011002154776,0.2766264802627569,0.9258468503189428,1.2007028472044374,1
vit,dp_kfm,public,0.75,2,blocks.7.attn.v_proj,attention_qkv,13876.942697930905,5526346,80.47919604993899,1784.2598789439455,0.7319635124060909,26799.084408287832,17588.633221538163,1.2303973509273607,0.0010000030587312,17.58868702043941,0.0010012703950827,0.0012319604416718,0.9612011002154776,0.2766264802627569,0.8828124706546476,1.1634630530083234,1
vit,dp_kfm,public,0.75,2,blocks.7.mlp.fc1,mlp_fc1,89678.39934627914,5526346,80.47919604993899,5749.6824300465205,0.8086127888673513,100807.18590318198,45951.6486663461,2.241596189953528,0.001,45.951648666346095,0.0010000234243169,0.0022416486978131,0.9578463241683048,0.2888345959640295,0.8501430459937431,1.1532922805154555,1
vit,dp_kfm,public,0.75,2,blocks.7.mlp.fc2,mlp_fc2,21410.67788064828,5526346,80.47919604993899,48132.07924626502,0.8390181576028608,4914.162485636179,219747.13923914288,7.967515813938966,0.0025785191177109,566.6221995904186,0.001,0.0079675158139389,0.9999855790178702,0.0210369873555221,0.8790079119871455,1.0070856911404629,1
vit,dp_kfm,public,0.75,2,blocks.8.attn.k_proj,attention_qkv,16264.064276718998,5526346,80.47919604993899,2858.065865366542,0.7239397706462564,25595.234732145167,36913.22413019959,1.098789071031097,0.001,36.91322413019959,0.001000045291524,0.0010988388368626,0.968382704674658,0.2498319045363482,0.9787322726902768,0.6573562338114831,1
vit,dp_kfm,public,0.75,2,blocks.8.attn.out_proj,attention_out,2684.561789497101,5526346,80.47919604993899,407.1478762375989,0.8524672126024107,20971.59651454905,379.7645167655489,7.946121127164673,0.0070365332365875,2.672225644297403,0.001,0.0079461211271646,0.8684535176102636,0.500044504359908,0.8800029294860859,0.9924410884447914,1
vit,dp_kfm,public,0.75,2,blocks.8.attn.q_proj,attention_qkv,16295.12292521143,5526346,80.47919604993899,2971.1066624848454,0.7239670769227582,25594.689813325152,36913.22413019959,1.157112747216822,0.001,36.91322413019959,0.0010000844304174,0.0011572104427291,0.968382704674658,0.2498319045363482,0.9196097783068568,1.1661938241851189,1
vit,dp_kfm,public,0.75,2,blocks.8.attn.v_proj,attention_qkv,16470.278728728405,5526346,80.47919604993899,3407.366384296731,0.7246260788510974,25581.04680435048,36913.22413019959,1.3890241599758006,0.001,36.91322413019959,0.0010012303032168,0.0013907330808681,0.968382704674658,0.2498319045363482,0.8909166704818853,1.0442754126837372,1
vit,dp_kfm,public,0.75,2,blocks.8.mlp.fc1,mlp_fc1,111073.10045220122,5526346,80.47919604993899,6537.874344467207,0.7849707001361133,101091.4290911799,74359.52551995496,1.6440391268741332,0.0010000007229686,74.35957927956342,0.0010004067729488,0.0016447078775177,0.9595261329666254,0.2822540254820553,0.7963686130055425,1.052006570340204,1
vit,dp_kfm,public,0.75,2,blocks.8.mlp.fc2,mlp_fc2,10817.455791194596,5526346,80.47919604993899,992.1119113119984,0.7400771270670505,95305.9661803134,1086.4734219850118,9.107414685066862,0.0026259724287858,2.853049250741234,0.001,0.0091074146850668,0.8734194418983907,0.4911587092741351,0.8960100500359012,0.9919436459609356,1
vit,dp_kfm,public,0.75,2,blocks.9.attn.k_proj,attention_qkv,17871.31273415765,5526346,80.47919604993899,2633.6457083578,0.6830531714652434,27606.17848785109,33270.07558122186,1.0931741341777452,0.0010000463178978,33.27161658118383,0.0010000793919125,0.0010932609233629,0.9515959774065632,0.3075665158601251,0.9891047510378944,0.7206941455533499,1
vit,dp_kfm,public,0.75,2,blocks.9.attn.out_proj,attention_out,1842.9788614169656,5526346,80.47919604993899,516.0279989222645,0.8156151297231671,20701.70181301969,458.8912949667571,9.019612280930334,0.0047167899100999,2.1644938299318963,0.001,0.0090196122809303,0.8265771586099454,0.5676162042450159,0.8950360070934623,0.99976573543688,1
vit,dp_kfm,public,0.75,2,blocks.9.attn.q_proj,attention_qkv,17923.86933877866,5526346,80.47919604993899,2713.501774642181,0.6830928907288871,27605.3855582678,33270.07558122186,1.137591554315698,0.0010000463178978,33.27161658118383,0.0010002644383224,0.0011378923771179,0.9515959774065632,0.3075665158601251,0.8974919342537924,0.9962421624623146,1
vit,dp_kfm,public,0.75,2,blocks.9.attn.v_proj,attention_qkv,18146.08786016485,5526346,80.47919604993899,3459.890734510466,0.6845509749409646,27573.159695897837,33270.07558122186,1.5728816924131852,0.0010000463178978,33.27161658118383,0.0010007075701713,0.0015739946165817,0.9515959774065632,0.3075665158601251,0.8929533243980505,1.1214067309576183,1
vit,dp_kfm,public,0.75,2,blocks.9.mlp.fc1,mlp_fc1,119305.59183267444,5526346,80.47919604993899,6062.577794687374,0.7323050667866213,107473.73157608502,72520.64720009356,1.5243385329900712,0.0010000786273298,72.52634930494496,0.0010003646465106,0.0015248943777171,0.9457573312589982,0.325283984037732,0.7475649844558376,1.0032544060097697,1
vit,dp_kfm,public,0.75,2,blocks.9.mlp.fc2,mlp_fc2,9796.794790301072,5526346,80.47919604993899,1706.0790707750589,0.7641961027957518,96971.84248367732,2212.167218961913,9.21540135550688,0.0013357612431046,2.954927234355896,0.001,0.0092154013555068,0.8520992536562921,0.5234045663532914,0.906009494356316,0.9893759860946651,1
vit,dp_kfm,public,0.75,2,head,patch_head,182705.64865592765,5526346,80.47919604993899,926348.0403607308,1.443131375373806,1053.877799428088,448772.0857270905,201.22089707499032,0.001,448.7720857270905,0.0010000003725286,0.2012209720355416,0.8273591966882623,0.56175745460515,0.9198807192347376,1.113037888468972,1
vit,dp_kfm,public,0.75,2,identity,identity,3832097.399113895,5526346,80.47919604993899,,,,,,,,,,,,,,1
vit,dp_kfm,public,0.75,2,patch_embed,patch_head,11251.6015343727,5526346,80.47919604993899,116960.8972172562,0.913529879304767,1144.158241213851,175346.51560049213,32.62048756441554,0.0010017691743204,175.65673415306628,0.001,0.0326204875644155,0.99893208506817,0.1268641076973474,0.9987654116097832,0.6309215764406049,1
vit,dp_kfm,public,0.75,3,blocks.0.attn.k_proj,attention_qkv,5046.724360035613,5526346,79.501336737047,18948.8841469645,1.888517921015921,3190.5201256574637,56869.80031713836,8.883071355199604,0.001,56.86980031713836,0.001,0.0088830713551996,0.9993838659073316,0.0582906916482017,0.9934779366265544,1.0258935229748096,1
vit,dp_kfm,public,0.75,3,blocks.0.attn.out_proj,attention_out,4478.939675152626,5526346,79.501336737047,25912.827283659397,1.4562598288119253,1487.5708381044042,32249.411232091523,23.77741348830625,0.0010002447824623,32.25730532238104,0.001,0.0237774134883062,0.9993897980402442,0.0899020670781947,0.9905763932626384,1.3292056477795022,1
vit,dp_kfm,public,0.75,3,blocks.0.attn.q_proj,attention_qkv,4912.564737534969,5526346,79.501336737047,8049.463575895853,1.884720162709836,3258.691018135521,56869.80031713836,2.836661728642597,0.001,56.86980031713836,0.001,0.0028366617286425,0.9993838659073316,0.0582906916482017,0.9985806997100214,1.1641248557305102,1
vit,dp_kfm,public,0.75,3,blocks.0.attn.v_proj,attention_qkv,6106.152488403475,5526346,79.501336737047,17423.366574320957,1.8989228870515047,3125.957826657395,56869.80031713836,7.942570198244862,0.001,56.86980031713836,0.001000897555655,0.0079496990970417,0.9993838659073316,0.0582906916482017,0.9277956550811848,1.285596818941457,1
vit,dp_kfm,public,0.75,3,blocks.0.mlp.fc1,mlp_fc1,37721.79107687363,5526346,79.501336737047,11683.022708677216,2.058183824047128,19586.518300452284,100372.07321085747,2.641156078056373,0.0010000000030501,100.37207351701056,0.0010007169734948,0.0026430497169602,0.9986879681105932,0.1043002389130868,0.9936150010385628,1.1746042906358234,1
vit,dp_kfm,public,0.75,3,blocks.0.mlp.fc2,mlp_fc2,12916.0496785492,5526346,79.501336737047,12110.8656323733,1.31992158644369,14556.03481653634,47121.583438124304,5.902197057620899,0.0010548853159903,49.70786643509081,0.001,0.0059021970576208,0.9965037456971532,0.1642690523557723,0.994221583504142,1.1741775933865626,1
vit,dp_kfm,public,0.75,3,blocks.1.attn.k_proj,attention_qkv,7135.148762071389,5526346,79.501336737047,2915.215383140103,1.7318856582104891,8240.19708827027,19408.079397343805,2.145745954868117,0.001,19.408079397343805,0.0010000001105768,0.002145746192138,0.995274883179337,0.1062828647739678,0.9952995819959904,1.3319814328763826,1
vit,dp_kfm,public,0.75,3,blocks.1.attn.out_proj,attention_out,4083.988712636115,5526346,79.501336737047,4020.981737231882,1.3970151876686006,6841.572489919872,10923.52263593404,5.853470327479973,0.0011719979575935,12.802346219041503,0.001,0.0058534703274799,0.9886410607789003,0.212595139575049,0.9932915310920734,1.2050038445886493,1
vit,dp_kfm,public,0.75,3,blocks.1.attn.q_proj,attention_qkv,7107.48086291385,5526346,79.501336737047,2504.362734490207,1.7316735622059416,8245.067749833883,19408.079397343805,1.7523213410292449,0.001,19.408079397343805,0.0010000000589956,0.0017523214444085,0.995274883179337,0.1062828647739678,0.996263898571902,1.312869263009815,1
vit,dp_kfm,public,0.75,3,blocks.1.attn.v_proj,attention_qkv,7533.346336585654,5526346,79.501336737047,3008.35495134413,1.733568387905646,8212.707524844705,19408.079397343805,2.2376365232078825,0.001,19.408079397343805,0.0010008898494051,0.002239627682737,0.995274883179337,0.1062828647739678,0.9958124926160156,1.157123429561502,1
vit,dp_kfm,public,0.75,3,blocks.1.mlp.fc1,mlp_fc1,42030.09086840052,5526346,79.501336737047,5704.872766895503,1.3823219053797706,48642.31665054784,43848.1728527054,2.3247510341299287,0.0010000300711352,43.8494914170407,0.001000655149086,0.0023262740926452,0.9964211870293104,0.1058245810265215,0.9896191543877944,1.1887715076172518,1
vit,dp_kfm,public,0.75,3,blocks.1.mlp.fc2,mlp_fc2,7316.938687296219,5526346,79.501336737047,4556.687749985144,1.129167713864165,38237.09805855327,11205.449762013106,6.741704812242229,0.0010609553917461,11.888482341948365,0.001,0.0067417048122422,0.9946001308162964,0.1226269792629031,0.9860843245671062,1.232959839606524,1
vit,dp_kfm,public,0.75,3,blocks.10.attn.k_proj,attention_qkv,18669.818322263334,5526346,79.501336737047,2919.240478711042,0.6638180576292783,28004.71584624708,36807.53762142869,1.1335040213389496,0.001,36.807537621428686,0.0010000771625638,0.0011335914854154,0.9470047032484176,0.3216763914508698,0.9836727432334432,1.58584786626952,1
vit,dp_kfm,public,0.75,3,blocks.10.attn.out_proj,attention_out,1239.5420754687634,5526346,79.501336737047,933.2634315744524,0.8234293081779707,15786.624239058434,909.4859897342455,10.02789209418455,0.002815015144604,2.560216834907077,0.001,0.0100278920941845,0.947066400028043,0.3218290285147855,0.8407741949899968,1.764311758231356,1
vit,dp_kfm,public,0.75,3,blocks.10.attn.q_proj,attention_qkv,18740.41060290641,5526346,79.501336737047,2911.1519603532784,0.663830638180654,28004.487722162277,36807.53762142869,1.129318397647237,0.001,36.807537621428686,0.0010004378199465,0.0011298128357676,0.9470047032484176,0.3216763914508698,0.8509912817543606,2.0620353797237567,1
vit,dp_kfm,public,0.75,3,blocks.10.attn.v_proj,attention_qkv,19036.08759271676,5526346,79.501336737047,4069.5956791687527,0.6668150671399874,27935.812868108587,36807.53762142869,1.7652176181379062,0.001,36.807537621428686,0.0010005128984045,0.0017661229954378,0.9470047032484176,0.3216763914508698,0.8528856206921813,1.6113897555905377,1
vit,dp_kfm,public,0.75,3,blocks.10.mlp.fc1,mlp_fc1,111472.35711718128,5526346,79.501336737047,5764.636095025332,0.7069213425038658,106598.77415697808,77603.71211659884,1.3319258048421767,0.001,77.60371211659884,0.0010002429106342,0.0013322493437841,0.9547674903176524,0.2975443267729911,0.6654542553362635,1.327810188833508,1
vit,dp_kfm,public,0.75,3,blocks.10.mlp.fc2,mlp_fc2,7132.276388840917,5526346,79.501336737047,1995.2772706210023,0.8867174419720414,85545.00201663458,2365.405521181655,10.619369546213967,0.0012731089509132,3.0114189415559194,0.001,0.0106193695462139,0.866055243084054,0.5008677498291909,0.854479529400079,1.7992433735352051,1
vit,dp_kfm,public,0.75,3,blocks.11.attn.k_proj,attention_qkv,19220.602668395684,5526346,79.501336737047,3444.5439800613563,0.6592031416726871,27711.104067614982,45225.93257410772,1.150239068840527,0.0010000041793537,45.226121589277504,0.0010001128937659,0.0011503689236607,0.9610603441618456,0.2770889952186413,0.9766339144376244,1.456595782137796,1
vit,dp_kfm,public,0.75,3,blocks.11.attn.out_proj,attention_out,1908.446242623504,5526346,79.501336737047,1002.5942779423734,0.83629094422606,17465.745804459642,956.0889686227174,10.495472335153725,0.004019295923569,3.842804494154614,0.0010000000118001,0.0104954724590019,0.9297804402065816,0.3696541141339206,0.8541249875439053,1.815433011467671,1
vit,dp_kfm,public,0.75,3,blocks.11.attn.q_proj,attention_qkv,19305.301201416674,5526346,79.501336737047,3476.249740810564,0.6592164230353913,27710.866363403373,45225.93257410772,1.1643773847910526,0.0010000041793537,45.226121589277504,0.001001244414544,0.0011658263529434,0.9610603441618456,0.2770889952186413,0.843026446751174,1.9115504805653356,1
vit,dp_kfm,public,0.75,3,blocks.11.attn.v_proj,attention_qkv,19356.512926387364,5526346,79.501336737047,3846.218689810801,0.6598979438995034,27696.95572840453,45225.93257410772,1.332471005563081,0.0010000041793537,45.226121589277504,0.0010000895564349,0.0013325903369159,0.9610603441618456,0.2770889952186413,0.8765791986937037,2.190514782121669,1
vit,dp_kfm,public,0.75,3,blocks.11.mlp.fc1,mlp_fc1,88050.5224317659,5526346,79.501336737047,8765.472360383543,0.6994101628723262,94658.4391579984,98172.94446889454,1.8409498138387177,0.001,98.17294446889454,0.0010000548437369,0.001841050778406,0.9772585129650386,0.2121019877320324,0.7660692782280052,2.069099393257088,1
vit,dp_kfm,public,0.75,3,blocks.11.mlp.fc2,mlp_fc2,5449.997327052644,5526346,79.501336737047,11942.141379296285,1.0466797982537608,29937.87192913956,26494.93771408394,10.302596907711791,0.00107605889052,28.510113281014785,0.001,0.0103025969077117,0.9956381700768788,0.0937413518108283,0.8572529325344813,1.8680627541519057,1
vit,dp_kfm,public,0.75,3,blocks.2.attn.k_proj,attention_qkv,9238.1096704966,5526346,79.501336737047,2866.388166237731,1.3154978810962097,13175.799635337116,21423.45036130532,1.9005993891549544,0.0010000138058798,21.423746130885966,0.0010000287724459,0.001900654074048,0.9946809000672528,0.108595931035414,0.9942882840081028,1.266904162695479,1
vit,dp_kfm,public,0.75,3,blocks.2.attn.out_proj,attention_out,4940.73836609303,5526346,79.501336737047,2387.435219390105,1.3424894028927878,10142.16113938635,5709.099651684505,5.589090879960106,0.0018871500484691,10.77392768439156,0.001,0.0055890908799601,0.99260004861318,0.1270790185312825,0.9782668333727528,1.289512143620893,1
vit,dp_kfm,public,0.75,3,blocks.2.attn.q_proj,attention_qkv,9151.549833954374,5526346,79.501336737047,2196.842649739886,1.3147268162907575,13193.19328341243,21423.45036130532,1.333037962905812,0.0010000138058798,21.423746130885966,0.0010000127528061,0.0013330549628804,0.9946809000672528,0.108595931035414,0.9927352817267387,1.3253179433773077,1
vit,dp_kfm,public,0.75,3,blocks.2.attn.v_proj,attention_qkv,9841.115154117142,5526346,79.501336737047,3058.54123599897,1.3178983404231337,13129.25160163123,21423.45036130532,2.072349668388024,0.0010000138058798,21.423746130885966,0.001005359479879,0.002083456384738,0.9946809000672528,0.108595931035414,0.9723754392412884,1.3099147703221907,1
vit,dp_kfm,public,0.75,3,blocks.2.mlp.fc1,mlp_fc1,53108.49956217249,5526346,79.501336737047,4852.556625348906,1.0900550557062962,73628.71876799106,38233.50811490795,2.148737355619377,0.0010000019944053,38.23358436802056,0.0010005924445732,0.0021500103634051,0.9944388049764648,0.1086748493753261,0.9800196090473956,1.1262344534426498,1
vit,dp_kfm,public,0.75,3,blocks.2.mlp.fc2,mlp_fc2,8685.588845480568,5526346,79.501336737047,4308.034847527103,1.0299849353038042,54209.07048646939,9084.701370141192,7.716048598174817,0.0011612921880163,10.549992731606787,0.001,0.0077160485981748,0.9942478425204564,0.1097746565649288,0.96756242993035,1.3207208370655787,1
vit,dp_kfm,public,0.75,3,blocks.3.attn.k_proj,attention_qkv,13135.166899674909,5526346,79.501336737047,4262.637640264016,1.0241126673441494,18928.89465456144,38949.56579742442,1.7744697498927122,0.0010000048837854,38.949756018748296,0.0010003091063321,0.0017750182497286,0.9930946572048188,0.1235414980544601,0.9953153105502728,1.1463624831864865,1
vit,dp_kfm,public,0.75,3,blocks.3.attn.out_proj,attention_out,3706.9394398447184,5526346,79.501336737047,3599.878929844131,1.0773329913113072,9960.07420745436,8525.737532245977,6.471206142436547,0.0020821406980557,17.751785096830538,0.001,0.0064712061424365,0.993379102056235,0.1148949459728218,0.9529856349424748,1.564289083948852,1
vit,dp_kfm,public,0.75,3,blocks.3.attn.q_proj,attention_qkv,13018.561002456889,5526346,79.501336737047,3163.0010566509814,1.0231140929030802,18953.602661734087,38949.56579742442,1.192055553628359,0.0010000048837854,38.949756018748296,0.0010001271488402,0.0011922071221095,0.9930946572048188,0.1235414980544601,0.981649557633135,1.5595203046890715,1
vit,dp_kfm,public,0.75,3,blocks.3.attn.v_proj,attention_qkv,13419.72752639912,5526346,79.501336737047,3927.7589127523074,1.0241346780487095,18931.394224889227,38949.56579742442,1.5910743572802373,0.0010000048837854,38.949756018748296,0.0010027152648232,0.0015953945455137,0.9930946572048188,0.1235414980544601,0.9435746101916304,1.1785056534612497,1
vit,dp_kfm,public,0.75,3,blocks.3.mlp.fc1,mlp_fc1,54367.77263143289,5526346,79.501336737047,6150.504429696463,0.946296529054486,73157.56852282734,53004.10261782741,2.126040310815016,0.0010000086250213,53.00455977934194,0.0010002865176451,0.0021266494588782,0.9921544666551232,0.1267745238405489,0.9540948395401884,1.439332831260688,1
vit,dp_kfm,public,0.75,3,blocks.3.mlp.fc2,mlp_fc2,9501.513970826742,5526346,79.501336737047,7261.425957795321,1.0242477829768533,39920.520052586784,21419.559538114776,6.564757406968758,0.0011342222540246,24.29454109953578,0.001,0.0065647574069687,0.9917665228012144,0.1280625120782397,0.9436956797957676,1.553638348472698,1
vit,dp_kfm,public,0.75,3,blocks.4.attn.k_proj,attention_qkv,12818.24384987028,5526346,79.501336737047,5854.084504305205,0.9650122861133216,19261.360210754377,36817.48934869727,2.8656587998087057,0.0010000305898234,36.818615589195794,0.0010004890145055,0.0028670601485298,0.9906889846330926,0.1367528159515383,0.9876742196501176,1.292999163417334,1
vit,dp_kfm,public,0.75,3,blocks.4.attn.out_proj,attention_out,3423.1945063343715,5526346,79.501336737047,2958.322529871466,1.0903617849676526,7866.527941801642,6126.860960881812,6.931427257401632,0.0028113056019655,17.224478541791225,0.001,0.0069314272574016,0.9891016322719156,0.1497381394767892,0.9317072956279704,1.6463182300100307,1
vit,dp_kfm,public,0.75,3,blocks.4.attn.q_proj,attention_qkv,12681.017243134176,5526346,79.501336737047,3296.867809557394,0.962955344266879,19322.65552394368,36817.48934869727,1.3327474972632276,0.0010000305898234,36.818615589195794,0.0010003467601539,0.0013332096409905,0.9906889846330926,0.1367528159515383,0.9833138645460738,1.3711555795473014,1
vit,dp_kfm,public,0.75,3,blocks.4.attn.v_proj,attention_qkv,12868.679294441788,5526346,79.501336737047,3600.827890323524,0.9634791547908592,19311.53561952723,36817.48934869727,1.4990483769563572,0.0010000305898234,36.818615589195794,0.0010018925408804,0.0015018853872914,0.9906889846330926,0.1367528159515383,0.9344300494016414,1.0800330981056954,1
vit,dp_kfm,public,0.75,3,blocks.4.mlp.fc1,mlp_fc1,54280.9078152552,5526346,79.501336737047,4855.877892261612,0.8748554960501592,82067.33339806511,41201.08894438693,1.9957906412340325,0.0010000214009924,41.20197068858094,0.0010002489784152,0.001996287550025,0.9870251718546976,0.1606558331826499,0.9102208937926556,1.6894133910178986,1
