task,method,source,beta,epoch,level,layer,group,noise_rms,noise_energy_share,snr,n
vit,dp_kfm,pink,0.75,4,layer,blocks.5.mlp.fc1,mlp_fc1,0.4082781640607161,0.0086176597676024,0.0023510054347236,1
vit,dp_kfm,pink,0.75,4,layer,blocks.5.mlp.fc2,mlp_fc2,0.1383090237514497,0.0009846551421554,0.0062406327531544,1
vit,dp_kfm,pink,0.75,4,layer,blocks.5.norm1.bias,identity,6.614976302462711,0.0029129012865301,0.0004254145610533,1
vit,dp_kfm,pink,0.75,4,layer,blocks.5.norm1.weight,identity,6.570292354135992,0.0029129012865301,0.0002997260623395,1
vit,dp_kfm,pink,0.75,4,layer,blocks.5.norm2.bias,identity,6.552420788617073,0.0029129012865301,0.0003342350890001,1
vit,dp_kfm,pink,0.75,4,layer,blocks.5.norm2.weight,identity,6.588944135218988,0.0029129012865301,0.0002834801743437,1
vit,dp_kfm,pink,0.75,4,layer,blocks.6.attn.k_proj,attention_qkv,0.381260543338228,0.0018832358768669,0.0012514302690034,1
vit,dp_kfm,pink,0.75,4,layer,blocks.6.attn.out_proj,attention_out,0.157036715394612,0.0003167865238056,0.0107020777603427,1
vit,dp_kfm,pink,0.75,4,layer,blocks.6.attn.q_proj,attention_qkv,0.3815136991575306,0.0018764908758061,0.0008254984784512,1
vit,dp_kfm,pink,0.75,4,layer,blocks.6.attn.v_proj,attention_qkv,0.3841365022628176,0.0019082219018244,0.0038844617178568,1
vit,dp_kfm,pink,0.75,4,layer,blocks.6.mlp.fc1,mlp_fc1,0.4275351336830499,0.0094560782456509,0.0021536685119516,1
vit,dp_kfm,pink,0.75,4,layer,blocks.6.mlp.fc2,mlp_fc2,0.1359349662603547,0.0009508905527197,0.0060860562832934,1
vit,dp_kfm,pink,0.75,4,layer,blocks.6.norm1.bias,identity,6.569492367318401,0.0029129012865301,0.0004090426292993,1
vit,dp_kfm,pink,0.75,4,layer,blocks.6.norm1.weight,identity,6.605553676019791,0.0029129012865301,0.0002623299100759,1
vit,dp_kfm,pink,0.75,4,layer,blocks.6.norm2.bias,identity,6.570039072241991,0.0029129012865301,0.0002770111213629,1
vit,dp_kfm,pink,0.75,4,layer,blocks.6.norm2.weight,identity,6.595024348061882,0.0029129012865301,0.000229308849147,1
vit,dp_kfm,pink,0.75,4,layer,blocks.7.attn.k_proj,attention_qkv,0.3913871836358708,0.0019781449427259,0.0009928985616811,1
vit,dp_kfm,pink,0.75,4,layer,blocks.7.attn.out_proj,attention_out,0.1599024218070632,0.0003349330710189,0.0083185639479696,1
vit,dp_kfm,pink,0.75,4,layer,blocks.7.attn.q_proj,attention_qkv,0.3908791475227908,0.0019798780442298,0.0007125892697021,1
vit,dp_kfm,pink,0.75,4,layer,blocks.7.attn.v_proj,attention_qkv,0.3934775182081962,0.0020010048728733,0.0035542518808183,1
vit,dp_kfm,pink,0.75,4,layer,blocks.7.mlp.fc1,mlp_fc1,0.491406961827827,0.0124786767169231,0.0016918848670012,1
vit,dp_kfm,pink,0.75,4,layer,blocks.7.mlp.fc2,mlp_fc2,0.2703706329053018,0.0037622920709231,0.0029209186833402,1
vit,dp_kfm,pink,0.75,4,layer,blocks.7.norm1.bias,identity,6.576873309615907,0.0029129012865301,0.0003282655191504,1
vit,dp_kfm,pink,0.75,4,layer,blocks.7.norm1.weight,identity,6.595161518674673,0.0029129012865301,0.0002304177758959,1
vit,dp_kfm,pink,0.75,4,layer,blocks.7.norm2.bias,identity,6.587839141431932,0.0029129012865301,0.0002158649135426,1
vit,dp_kfm,pink,0.75,4,layer,blocks.7.norm2.weight,identity,6.628921681379762,0.0029129012865301,0.0001565211440812,1
vit,dp_kfm,pink,0.75,4,layer,blocks.8.attn.k_proj,attention_qkv,0.4181516457864082,0.0022531735389109,0.0009592639750611,1
vit,dp_kfm,pink,0.75,4,layer,blocks.8.attn.out_proj,attention_out,0.1254109036694035,0.0002035633306956,0.0104367542181682,1
vit,dp_kfm,pink,0.75,4,layer,blocks.8.attn.q_proj,attention_qkv,0.4184281150983325,0.0022583153898,0.0006745976510242,1
vit,dp_kfm,pink,0.75,4,layer,blocks.8.attn.v_proj,attention_qkv,0.4217676320915738,0.0023007510589399,0.003126484200886,1
vit,dp_kfm,pink,0.75,4,layer,blocks.8.mlp.fc1,mlp_fc1,0.5432539848087594,0.0152693766746866,0.0014165863857927,1
vit,dp_kfm,pink,0.75,4,layer,blocks.8.mlp.fc2,mlp_fc2,0.1557010354449451,0.0012491397541805,0.0043868079642588,1
vit,dp_kfm,pink,0.75,4,layer,blocks.8.norm1.bias,identity,6.537494738698445,0.0029129012865301,0.0002968316443564,1
vit,dp_kfm,pink,0.75,4,layer,blocks.8.norm1.weight,identity,6.618248628912953,0.0029129012865301,0.0003006125208744,1
vit,dp_kfm,pink,0.75,4,layer,blocks.8.norm2.bias,identity,6.5930596380283335,0.0029129012865301,0.0001726368231451,1
vit,dp_kfm,pink,0.75,4,layer,blocks.8.norm2.weight,identity,6.562673919139703,0.0029129012865301,0.0001182556285635,1
vit,dp_kfm,pink,0.75,4,layer,blocks.9.attn.k_proj,attention_qkv,0.4389688893344905,0.0024955847853358,0.0009748146512684,1
vit,dp_kfm,pink,0.75,4,layer,blocks.9.attn.out_proj,attention_out,0.0953949409844902,0.0001170710372362,0.0122884917497384,1
vit,dp_kfm,pink,0.75,4,layer,blocks.9.attn.q_proj,attention_qkv,0.4397841580846556,0.0025031440565313,0.0006436080209568,1
vit,dp_kfm,pink,0.75,4,layer,blocks.9.attn.v_proj,attention_qkv,0.444437097959061,0.0025555365879217,0.0026674850696757,1
vit,dp_kfm,pink,0.75,4,layer,blocks.9.mlp.fc1,mlp_fc1,0.5675857611386735,0.0166898962913073,0.0012105474300293,1
vit,dp_kfm,pink,0.75,4,layer,blocks.9.mlp.fc2,mlp_fc2,0.1640757129729293,0.0013847171327424,0.0035401252613389,1
vit,dp_kfm,pink,0.75,4,layer,blocks.9.norm1.bias,identity,6.589185072791277,0.0029129012865301,0.0003068626726276,1
vit,dp_kfm,pink,0.75,4,layer,blocks.9.norm1.weight,identity,6.584873559851386,0.0029129012865301,0.0002341543610476,1
vit,dp_kfm,pink,0.75,4,layer,blocks.9.norm2.bias,identity,6.594561540336041,0.0029129012865301,0.000158889745506,1
vit,dp_kfm,pink,0.75,4,layer,blocks.9.norm2.weight,identity,6.554720451046634,0.0029129012865301,0.0003907298371304,1
vit,dp_kfm,pink,0.75,4,layer,cls_token,identity,6.618560644104909,0.0029129012865301,0.0002890381907695,1
vit,dp_kfm,pink,0.75,4,layer,head,patch_head,4.706392781854876,0.0161015893611176,0.0034092450066674,1
vit,dp_kfm,pink,0.75,4,layer,norm.bias,identity,6.633306627882189,0.0029129012865301,5.136571202225944e-05,1
vit,dp_kfm,pink,0.75,4,layer,norm.weight,identity,6.612284678912215,0.0029129012865301,0.0001051397090463,1
vit,dp_kfm,pink,0.75,4,layer,patch_embed,patch_head,0.2469209201736495,0.0031429121162217,0.0089325804359874,1
vit,dp_kfm,pink,0.75,4,layer,pos_embed,identity,6.594306401404547,0.5738415534464284,5.947555804435359e-05,1
vit,dp_kfm,pink,0.75,5,group,attention_out,attention_out,0.1728189744623108,0.0046235557680648,0.0085320394982054,1
vit,dp_kfm,pink,0.75,5,group,attention_qkv,attention_qkv,0.4199933487965251,0.0821134760006852,0.0020610035984703,1
vit,dp_kfm,pink,0.75,5,group,identity,identity,6.594037382118366,0.7219172690382444,0.0001871990995162,1
vit,dp_kfm,pink,0.75,5,group,mlp_fc1,mlp_fc1,0.4896920504509447,0.1487330700822439,0.0017492322339404,1
vit,dp_kfm,pink,0.75,5,group,mlp_fc2,mlp_fc2,0.1909315859165153,0.0225594408313094,0.0045957610798099,1
vit,dp_kfm,pink,0.75,5,group,patch_head,patch_head,0.6283608923491989,0.0200531882794465,0.004141177308322,1
vit,dp_kfm,pink,0.75,5,layer,blocks.0.attn.k_proj,attention_qkv,0.3904221128142596,0.0019696464764093,0.0016898111815079,1
vit,dp_kfm,pink,0.75,5,layer,blocks.0.attn.out_proj,attention_out,0.2587066967000453,0.0008656652630582,0.0069021908570455,1
vit,dp_kfm,pink,0.75,5,layer,blocks.0.attn.q_proj,attention_qkv,0.3898452992844652,0.0019638578817974,0.0010887075788564,1
vit,dp_kfm,pink,0.75,5,layer,blocks.0.attn.v_proj,attention_qkv,0.3964035030889974,0.0020328974116869,0.0038641195134719,1
vit,dp_kfm,pink,0.75,5,layer,blocks.0.mlp.fc1,mlp_fc1,0.6093335614818847,0.0191990185356708,0.0014801447570352,1
vit,dp_kfm,pink,0.75,5,layer,blocks.0.mlp.fc2,mlp_fc2,0.366171170710226,0.0069117531305681,0.0034474236464308,1
vit,dp_kfm,pink,0.75,5,layer,blocks.0.norm1.bias,identity,6.606258685848847,0.0029109567299929,0.0007350031146735,1
vit,dp_kfm,pink,0.75,5,layer,blocks.0.norm1.weight,identity,6.606072700673133,0.0029109567299929,0.001412041172585,1
vit,dp_kfm,pink,0.75,5,layer,blocks.0.norm2.bias,identity,6.537188321399212,0.0029109567299929,0.0003513458761859,1
vit,dp_kfm,pink,0.75,5,layer,blocks.0.norm2.weight,identity,6.603806562985975,0.0029109567299929,0.0003898092292965,1
vit,dp_kfm,pink,0.75,5,layer,blocks.1.attn.k_proj,attention_qkv,0.3606952774398773,0.0016833657721115,0.0009361958503297,1
vit,dp_kfm,pink,0.75,5,layer,blocks.1.attn.out_proj,attention_out,0.2141834277152894,0.0005894326215418,0.0069331533677201,1
vit,dp_kfm,pink,0.75,5,layer,blocks.1.attn.q_proj,attention_qkv,0.3608623870428251,0.0016831056342633,0.0006853748440297,1
vit,dp_kfm,pink,0.75,5,layer,blocks.1.attn.v_proj,attention_qkv,0.3611939573628344,0.001686916301072,0.0037199770898631,1
vit,dp_kfm,pink,0.75,5,layer,blocks.1.mlp.fc1,mlp_fc1,0.4180585814411505,0.0090428347096773,0.0022907278395432,1
vit,dp_kfm,pink,0.75,5,layer,blocks.1.mlp.fc2,mlp_fc2,0.1733919916922197,0.0015506840002523,0.0047718750519131,1
vit,dp_kfm,pink,0.75,5,layer,blocks.1.norm1.bias,identity,6.58894368668201,0.0029109567299929,0.0005221076840875,1
vit,dp_kfm,pink,0.75,5,layer,blocks.1.norm1.weight,identity,6.591660310830322,0.0029109567299929,0.0004551186055948,1
vit,dp_kfm,pink,0.75,5,layer,blocks.1.norm2.bias,identity,6.592346116182387,0.0029109567299929,0.0004543734944213,1
vit,dp_kfm,pink,0.75,5,layer,blocks.1.norm2.weight,identity,6.607963440046726,0.0029109567299929,0.0005357534867709,1
vit,dp_kfm,pink,0.75,5,layer,blocks.10.attn.k_proj,attention_qkv,0.4699170087662482,0.002851279809444,0.0007025255744844,1
vit,dp_kfm,pink,0.75,5,layer,blocks.10.attn.out_proj,attention_out,0.0921106921783866,0.0001103906053576,0.0091497216448421,1
vit,dp_kfm,pink,0.75,5,layer,blocks.10.attn.q_proj,attention_qkv,0.4705326435430206,0.0028625392631845,0.0004334401616451,1
vit,dp_kfm,pink,0.75,5,layer,blocks.10.attn.v_proj,attention_qkv,0.4742169596703122,0.0029059896068839,0.0018600642044516,1
vit,dp_kfm,pink,0.75,5,layer,blocks.10.mlp.fc1,mlp_fc1,0.5647349942900894,0.0164950037296648,0.0008804151698825,1
vit,dp_kfm,pink,0.75,5,layer,blocks.10.mlp.fc2,mlp_fc2,0.1574529946111902,0.0012751277604144,0.0025030684109884,1
vit,dp_kfm,pink,0.75,5,layer,blocks.10.norm1.bias,identity,6.61847590430394,0.0029109567299929,0.0002281880975737,1
vit,dp_kfm,pink,0.75,5,layer,blocks.10.norm1.weight,identity,6.594409102397895,0.0029109567299929,0.0001684809099869,1
vit,dp_kfm,pink,0.75,5,layer,blocks.10.norm2.bias,identity,6.564944689697657,0.0029109567299929,0.0001014994640095,1
vit,dp_kfm,pink,0.75,5,layer,blocks.10.norm2.weight,identity,6.575911949308289,0.0029109567299929,0.0001264536799788,1
vit,dp_kfm,pink,0.75,5,layer,blocks.11.attn.k_proj,attention_qkv,0.4862097516217357,0.0030511923079729,0.0007756972694734,1
vit,dp_kfm,pink,0.75,5,layer,blocks.11.attn.out_proj,attention_out,0.1167288187446486,0.0001777801176636,0.0068236884348814,1
vit,dp_kfm,pink,0.75,5,layer,blocks.11.attn.q_proj,attention_qkv,0.4861409370994274,0.0030619269687797,0.0005909554180149,1
vit,dp_kfm,pink,0.75,5,layer,blocks.11.attn.v_proj,attention_qkv,0.4884358775109557,0.0030875250793127,0.001840434768702,1
vit,dp_kfm,pink,0.75,5,layer,blocks.11.mlp.fc1,mlp_fc1,0.5015553463904704,0.0130109973634557,0.0008126455050702,1
vit,dp_kfm,pink,0.75,5,layer,blocks.11.mlp.fc2,mlp_fc2,0.1308422873158889,0.0008833853146469,0.0030623920755172,1
vit,dp_kfm,pink,0.75,5,layer,blocks.11.norm1.bias,identity,6.599500302011355,0.0029109567299929,0.0002108446151873,1
vit,dp_kfm,pink,0.75,5,layer,blocks.11.norm1.weight,identity,6.575595868833992,0.0029109567299929,0.00018245162634,1
vit,dp_kfm,pink,0.75,5,layer,blocks.11.norm2.bias,identity,6.599042215638467,0.0029109567299929,0.0001018298141078,1
vit,dp_kfm,pink,0.75,5,layer,blocks.11.norm2.weight,identity,6.588612908040562,0.0029109567299929,0.0001131597667503,1
vit,dp_kfm,pink,0.75,5,layer,blocks.2.attn.k_proj,attention_qkv,0.3859225089747379,0.0019261242262293,0.0012305117217734,1
vit,dp_kfm,pink,0.75,5,layer,blocks.2.attn.out_proj,attention_out,0.2060102370663653,0.000546052707587,0.0096718784520891,1
vit,dp_kfm,pink,0.75,5,layer,blocks.2.attn.q_proj,attention_qkv,0.3853246594220494,0.001924618795968,0.000939193321259,1
vit,dp_kfm,pink,0.75,5,layer,blocks.2.attn.v_proj,attention_qkv,0.3904077839659268,0.001969295584883,0.0046557087642582,1
vit,dp_kfm,pink,0.75,5,layer,blocks.2.mlp.fc1,mlp_fc1,0.4472144786420173,0.0103377305198866,0.0025966990787932,1
vit,dp_kfm,pink,0.75,5,layer,blocks.2.mlp.fc2,mlp_fc2,0.1610466657521556,0.001336236477886,0.0072241518103207,1
vit,dp_kfm,pink,0.75,5,layer,blocks.2.norm1.bias,identity,6.594154794217326,0.0029109567299929,0.0006013647412604,1
vit,dp_kfm,pink,0.75,5,layer,blocks.2.norm1.weight,identity,6.542484397762643,0.0029109567299929,0.0005176329840177,1
vit,dp_kfm,pink,0.75,5,layer,blocks.2.norm2.bias,identity,6.5815374132115805,0.0029109567299929,0.0005180618373019,1
vit,dp_kfm,pink,0.75,5,layer,blocks.2.norm2.weight,identity,6.60495479222895,0.0029109567299929,0.0004122895862747,1
vit,dp_kfm,pink,0.75,5,layer,blocks.3.attn.k_proj,attention_qkv,0.4379931171669961,0.0024841039211727,0.0011421102532901,1
vit,dp_kfm,pink,0.75,5,layer,blocks.3.attn.out_proj,attention_out,0.1797030306439648,0.0004190690565669,0.0110383625538286,1
vit,dp_kfm,pink,0.75,5,layer,blocks.3.attn.q_proj,attention_qkv,0.4383763923942443,0.0024836832979337,0.0008607741139438,1
vit,dp_kfm,pink,0.75,5,layer,blocks.3.attn.v_proj,attention_qkv,0.439699273975835,0.0025026329345202,0.0039893809295802,1
vit,dp_kfm,pink,0.75,5,layer,blocks.3.mlp.fc1,mlp_fc1,0.4308973259037481,0.0096019822092516,0.0027895367881934,1
vit,dp_kfm,pink,0.75,5,layer,blocks.3.mlp.fc2,mlp_fc2,0.1442549598945393,0.0010715481402275,0.0099596710509528,1
vit,dp_kfm,pink,0.75,5,layer,blocks.3.norm1.bias,identity,6.566376264748737,0.0029109567299929,0.000525655611389,1
vit,dp_kfm,pink,0.75,5,layer,blocks.3.norm1.weight,identity,6.576929906585371,0.0029109567299929,0.0003305126236281,1
vit,dp_kfm,pink,0.75,5,layer,blocks.3.norm2.bias,identity,6.603474258277398,0.0029109567299929,0.0004389265705329,1
vit,dp_kfm,pink,0.75,5,layer,blocks.3.norm2.weight,identity,6.585443994816393,0.0029109567299929,0.0003888886062935,1
vit,dp_kfm,pink,0.75,5,layer,blocks.4.attn.k_proj,attention_qkv,0.4253139919657483,0.0023412491419468,0.0015215459522838,1
vit,dp_kfm,pink,0.75,5,layer,blocks.4.attn.out_proj,attention_out,0.179218313070575,0.0004184039843408,0.0102230682132767,1
vit,dp_kfm,pink,0.75,5,layer,blocks.4.attn.q_proj,attention_qkv,0.4247614108151036,0.002327656638134,0.0010854619328269,1
vit,dp_kfm,pink,0.75,5,layer,blocks.4.attn.v_proj,attention_qkv,0.4251095853750328,0.00233850840928,0.0041615845426137,1
vit,dp_kfm,pink,0.75,5,layer,blocks.4.mlp.fc1,mlp_fc1,0.4173724686383822,0.0090028385811891,0.0024782215294649,1
vit,dp_kfm,pink,0.75,5,layer,blocks.4.mlp.fc2,mlp_fc2,0.1406755433647475,0.0010202988790057,0.0071707118069,1
vit,dp_kfm,pink,0.75,5,layer,blocks.4.norm1.bias,identity,6.572767453731495,0.0029109567299929,0.000521182088331,1
vit,dp_kfm,pink,0.75,5,layer,blocks.4.norm1.weight,identity,6.585166607139231,0.0029109567299929,0.0003412424356854,1
vit,dp_kfm,pink,0.75,5,layer,blocks.4.norm2.bias,identity,6.601420224081807,0.0029109567299929,0.0003930397479677,1
vit,dp_kfm,pink,0.75,5,layer,blocks.4.norm2.weight,identity,6.559509443467915,0.0029109567299929,0.000312089397166,1
vit,dp_kfm,pink,0.75,5,layer,blocks.5.attn.k_proj,attention_qkv,0.4278269017365232,0.0023647093859642,0.0011384909087773,1
vit,dp_kfm,pink,0.75,5,layer,blocks.5.attn.out_proj,attention_out,0.1913132845338752,0.0004720699406115,0.0075137158652506,1
vit,dp_kfm,pink,0.75,5,layer,blocks.5.attn.q_proj,attention_qkv,0.428172107604242,0.0023647477216584,0.0007517794695819,1
vit,dp_kfm,pink,0.75,5,layer,blocks.5.attn.v_proj,attention_qkv,0.4293949541458654,0.002385047278083,0.0034901907392933,1
vit,dp_kfm,pink,0.75,5,layer,blocks.5.mlp.fc1,mlp_fc1,0.406029734050347,0.0085133664069357,0.0022182255947518,1
vit,dp_kfm,pink,0.75,5,layer,blocks.5.mlp.fc2,mlp_fc2,0.1363056891067955,0.000956607801339,0.0059276205463459,1
vit,dp_kfm,pink,0.75,5,layer,blocks.5.norm1.bias,identity,6.606672073025824,0.0029109567299929,0.0004084012891689,1
vit,dp_kfm,pink,0.75,5,layer,blocks.5.norm1.weight,identity,6.555640670520399,0.0029109567299929,0.0002902310312785,1
vit,dp_kfm,pink,0.75,5,layer,blocks.5.norm2.bias,identity,6.628666882195307,0.0029109567299929,0.0003153984951698,1
vit,dp_kfm,pink,0.75,5,layer,blocks.5.norm2.weight,identity,6.5690676112515085,0.0029109567299929,0.000256036655416,1
vit,dp_kfm,pink,0.75,5,layer,blocks.6.attn.k_proj,attention_qkv,0.3785816613875439,0.0018603606648551,0.0011388061585415,1
vit,dp_kfm,pink,0.75,5,layer,blocks.6.attn.out_proj,attention_out,0.1643847392528581,0.0003486108451573,0.0094123574301864,1
vit,dp_kfm,pink,0.75,5,layer,blocks.6.attn.q_proj,attention_qkv,0.3788146403734154,0.0018551293004871,0.0007514707123238,1
vit,dp_kfm,pink,0.75,5,layer,blocks.6.attn.v_proj,attention_qkv,0.3825219046978905,0.0018922932723823,0.0036108812621399,1
vit,dp_kfm,pink,0.75,5,layer,blocks.6.mlp.fc1,mlp_fc1,0.4249542619171476,0.0093156990052554,0.0019611176743601,1
vit,dp_kfm,pink,0.75,5,layer,blocks.6.mlp.fc2,mlp_fc2,0.1326887300147771,0.0009070289335854,0.0055835042881181,1
vit,dp_kfm,pink,0.75,5,layer,blocks.6.norm1.bias,identity,6.602957495243771,0.0029109567299929,0.0003849675125271,1
vit,dp_kfm,pink,0.75,5,layer,blocks.6.norm1.weight,identity,6.587747478773162,0.0029109567299929,0.0002459207839536,1
vit,dp_kfm,pink,0.75,5,layer,blocks.6.norm2.bias,identity,6.572051000093095,0.0029109567299929,0.0002539730394054,1
vit,dp_kfm,pink,0.75,5,layer,blocks.6.norm2.weight,identity,6.59240016772184,0.0029109567299929,0.0002071973283201,1
vit,dp_kfm,pink,0.75,5,layer,blocks.7.attn.k_proj,attention_qkv,0.3899683167592742,0.0019706587790064,0.0008945138783096,1
vit,dp_kfm,pink,0.75,5,layer,blocks.7.attn.out_proj,attention_out,0.1685990051888244,0.0003611232687927,0.0070296771173906,1
vit,dp_kfm,pink,0.75,5,layer,blocks.7.attn.q_proj,attention_qkv,0.3909923024438626,0.0019729593861382,0.000631052751712,1
vit,dp_kfm,pink,0.75,5,layer,blocks.7.attn.v_proj,attention_qkv,0.3926334128278546,0.0020004697698731,0.0031620498712767,1
vit,dp_kfm,pink,0.75,5,layer,blocks.7.mlp.fc1,mlp_fc1,0.4873079456175297,0.0122818247839547,0.001490500127781,1
vit,dp_kfm,pink,0.75,5,layer,blocks.7.mlp.fc2,mlp_fc2,0.2752756849818788,0.0039295314062397,0.0024242758565169,1
vit,dp_kfm,pink,0.75,5,layer,blocks.7.norm1.bias,identity,6.593909671386203,0.0029109567299929,0.000288231994355,1
vit,dp_kfm,pink,0.75,5,layer,blocks.7.norm1.weight,identity,6.570804539380953,0.0029109567299929,0.0002021314530148,1
vit,dp_kfm,pink,0.75,5,layer,blocks.7.norm2.bias,identity,6.505719504846688,0.0029109567299929,0.0001852641942554,1
vit,dp_kfm,pink,0.75,5,layer,blocks.7.norm2.weight,identity,6.59233457342881,0.0029109567299929,0.0001352307386115,1
vit,dp_kfm,pink,0.75,5,layer,blocks.8.attn.k_proj,attention_qkv,0.4137089890047121,0.0022173111003611,0.0008231305655917,1
vit,dp_kfm,pink,0.75,5,layer,blocks.8.attn.out_proj,attention_out,0.1238642677629221,0.0001995612063777,0.0087855902630014,1
vit,dp_kfm,pink,0.75,5,layer,blocks.8.attn.q_proj,attention_qkv,0.4140209191571596,0.0022208417065034,0.0005816899312114,1
vit,dp_kfm,pink,0.75,5,layer,blocks.8.attn.v_proj,attention_qkv,0.4204899675595188,0.0022749354420369,0.0026545413958021,1
vit,dp_kfm,pink,0.75,5,layer,blocks.8.mlp.fc1,mlp_fc1,0.5430933633720485,0.0152309157379855,0.0011997328035736,1
vit,dp_kfm,pink,0.75,5,layer,blocks.8.mlp.fc2,mlp_fc2,0.157951377961472,0.0012839470884675,0.0035905484609722,1
vit,dp_kfm,pink,0.75,5,layer,blocks.8.norm1.bias,identity,6.580476909639357,0.0029109567299929,0.0002582009100699,1
vit,dp_kfm,pink,0.75,5,layer,blocks.8.norm1.weight,identity,6.608275866833656,0.0029109567299929,0.000268895905417,1
vit,dp_kfm,pink,0.75,5,layer,blocks.8.norm2.bias,identity,6.624231455937617,0.0029109567299929,0.0001463918623787,1
vit,dp_kfm,pink,0.75,5,layer,blocks.8.norm2.weight,identity,6.601174578837688,0.0029109567299929,9.995781925068432e-05,1
vit,dp_kfm,pink,0.75,5,layer,blocks.9.attn.k_proj,attention_qkv,0.440306346441283,0.0025074414939657,0.0008361128245934,1
vit,dp_kfm,pink,0.75,5,layer,blocks.9.attn.out_proj,attention_out,0.0946688936205692,0.000115396151009,0.0101236158083635,1
vit,dp_kfm,pink,0.75,5,layer,blocks.9.attn.q_proj,attention_qkv,0.4403818952842325,0.0025114923693777,0.0005539704423572,1
vit,dp_kfm,pink,0.75,5,layer,blocks.9.attn.v_proj,attention_qkv,0.446425699315136,0.0025769628670046,0.0022049391135224,1
vit,dp_kfm,pink,0.75,5,layer,blocks.9.mlp.fc1,mlp_fc1,0.5684978197011002,0.0167008584993162,0.0009972492852263,1
vit,dp_kfm,pink,0.75,5,layer,blocks.9.mlp.fc2,mlp_fc2,0.1667837000514517,0.0014332918986762,0.0028070499086349,1
vit,dp_kfm,pink,0.75,5,layer,blocks.9.norm1.bias,identity,6.618341017502438,0.0029109567299929,0.0002584218855163,1
vit,dp_kfm,pink,0.75,5,layer,blocks.9.norm1.weight,identity,6.624413682610532,0.0029109567299929,0.0002048846331705,1
vit,dp_kfm,pink,0.75,5,layer,blocks.9.norm2.bias,identity,6.541520885863911,0.0029109567299929,0.000127484068013,1
vit,dp_kfm,pink,0.75,5,layer,blocks.9.norm2.weight,identity,6.5967110474791895,0.0029109567299929,0.0002499932078216,1
vit,dp_kfm,pink,0.75,5,layer,cls_token,identity,6.597303829167616,0.0029109567299929,0.0002774274886818,1
vit,dp_kfm,pink,0.75,5,layer,head,patch_head,5.072703036421762,0.0169127684275104,0.0026398389737644,1
vit,dp_kfm,pink,0.75,5,layer,norm.bias,identity,6.582972775863485,0.0029109567299929,4.10432578778246e-05,1
vit,dp_kfm,pink,0.75,5,layer,norm.weight,identity,6.559546110037361,0.0029109567299929,8.529116157579798e-05,1
vit,dp_kfm,pink,0.75,5,layer,patch_embed,patch_head,0.2468097123935023,0.0031404198519362,0.0084556393371706,1
vit,dp_kfm,pink,0.75,5,layer,pos_embed,identity,6.593567110897514,0.5734584758086073,5.402295464530946e-05,1
vit,dp_kfm,pink,1.0,1,group,attention_out,attention_out,0.0851686699444106,0.001125492963048,0.0066627772394776,1
vit,dp_kfm,pink,1.0,1,group,attention_qkv,attention_qkv,0.228744559472407,0.0243495441659738,0.0014782686653715,1
vit,dp_kfm,pink,1.0,1,group,identity,identity,7.072343523388024,0.8305339247056253,7.662149525594834e-05,1
vit,dp_kfm,pink,1.0,1,group,mlp_fc1,mlp_fc1,0.2904244525343273,0.0523291426327243,0.0011941080342477,1
vit,dp_kfm,pink,1.0,1,group,mlp_fc2,mlp_fc2,0.1110114756778574,0.0075445621705401,0.0033456006928516,1
vit,dp_kfm,pink,1.0,1,group,patch_head,patch_head,1.1722504865256933,0.0841173333620885,0.001104195532469,1
vit,dp_kfm,pink,1.0,1,layer,blocks.0.attn.k_proj,attention_qkv,0.1885570687800548,0.0004606142077035,0.0011362756644591,1
vit,dp_kfm,pink,1.0,1,layer,blocks.0.attn.out_proj,attention_out,0.1232426534151968,0.0001961099521456,0.0043189594145769,1
vit,dp_kfm,pink,1.0,1,layer,blocks.0.attn.q_proj,attention_qkv,0.1882929071827447,0.0004588851313884,0.0006503153673024,1
vit,dp_kfm,pink,1.0,1,layer,blocks.0.attn.v_proj,attention_qkv,0.1933901709954049,0.000483423664868,0.0024375407731523,1
vit,dp_kfm,pink,1.0,1,layer,blocks.0.mlp.fc1,mlp_fc1,0.335968932422803,0.0058334844759724,0.0008281850140384,1
vit,dp_kfm,pink,1.0,1,layer,blocks.0.mlp.fc2,mlp_fc2,0.1919809555134515,0.0018990370491778,0.0022380697745919,1
vit,dp_kfm,pink,1.0,1,layer,blocks.0.norm1.bias,identity,7.0826875282699415,0.0033489271157484,0.0002472593676232,1
vit,dp_kfm,pink,1.0,1,layer,blocks.0.norm1.weight,identity,7.067916675712409,0.0033489271157484,0.0003668434709718,1
vit,dp_kfm,pink,1.0,1,layer,blocks.0.norm2.bias,identity,7.062011809175765,0.0033489271157484,0.0001163897691739,1
vit,dp_kfm,pink,1.0,1,layer,blocks.0.norm2.weight,identity,7.067292290484947,0.0033489271157484,0.0001254443360353,1
vit,dp_kfm,pink,1.0,1,layer,blocks.1.attn.k_proj,attention_qkv,0.1843035496542002,0.0004388138473877,0.0005032863173316,1
vit,dp_kfm,pink,1.0,1,layer,blocks.1.attn.out_proj,attention_out,0.1215859610940867,0.0001908664355196,0.0048877806113136,1
vit,dp_kfm,pink,1.0,1,layer,blocks.1.attn.q_proj,attention_qkv,0.1844646788537204,0.0004386259412408,0.000377039978297,1
vit,dp_kfm,pink,1.0,1,layer,blocks.1.attn.v_proj,attention_qkv,0.1842434304305615,0.0004403698815554,0.0023179815012259,1
