task,method,source,beta,epoch,level,layer,group,noise_rms,noise_energy_share,snr,n
vit,dp_kfm_a,public,0.75,2,layer,blocks.0.attn.out_proj,attention_out,0.2928624210070226,0.0011058231065232,0.0342251040420918,1
vit,dp_kfm_a,public,0.75,2,layer,blocks.0.attn.q_proj,attention_qkv,0.489226274080637,0.0030941941936864,0.0039827286382524,1
vit,dp_kfm_a,public,0.75,2,layer,blocks.0.attn.v_proj,attention_qkv,0.4885375907989565,0.0030941941936864,0.016830326489066,1
vit,dp_kfm_a,public,0.75,2,layer,blocks.0.mlp.fc1,mlp_fc1,0.663211220484392,0.022701359940877,0.0071113445973679,1
vit,dp_kfm_a,public,0.75,2,layer,blocks.0.mlp.fc2,mlp_fc2,0.3127570551363803,0.0050407247779338,0.020699019164065,1
vit,dp_kfm_a,public,0.75,2,layer,blocks.0.norm1.bias,identity,0.9319599006368188,5.824670496203863e-05,0.0222290795259608,1
vit,dp_kfm_a,public,0.75,2,layer,blocks.0.norm1.weight,identity,0.9282779134845476,5.824670496203863e-05,0.0327098028250948,1
vit,dp_kfm_a,public,0.75,2,layer,blocks.0.norm2.bias,identity,0.9273729710648704,5.824670496203863e-05,0.0120239328766126,1
vit,dp_kfm_a,public,0.75,2,layer,blocks.0.norm2.weight,identity,0.9408459479710786,5.824670496203863e-05,0.0133938292124897,1
vit,dp_kfm_a,public,0.75,2,layer,blocks.1.attn.k_proj,attention_qkv,0.5995592258005126,0.0046457853071541,0.0030033417037137,1
vit,dp_kfm_a,public,0.75,2,layer,blocks.1.attn.out_proj,attention_out,0.361800250811199,0.0016902438995072,0.0201036502253583,1
vit,dp_kfm_a,public,0.75,2,layer,blocks.1.attn.q_proj,attention_qkv,0.5994416756857684,0.0046457853071541,0.0023853579395754,1
vit,dp_kfm_a,public,0.75,2,layer,blocks.1.attn.v_proj,attention_qkv,0.5998099958101054,0.0046457853071541,0.0109059528723169,1
vit,dp_kfm_a,public,0.75,2,layer,blocks.1.mlp.fc1,mlp_fc1,0.7156564767890726,0.0265087275283467,0.0072014953711353,1
vit,dp_kfm_a,public,0.75,2,layer,blocks.1.mlp.fc2,mlp_fc2,0.2497532671044062,0.0032126866107208,0.0170934809499677,1
vit,dp_kfm_a,public,0.75,2,layer,blocks.1.norm1.bias,identity,0.931766565252333,5.824670496203863e-05,0.0157954865709083,1
vit,dp_kfm_a,public,0.75,2,layer,blocks.1.norm1.weight,identity,0.9267415461375096,5.824670496203863e-05,0.0163250760001187,1
vit,dp_kfm_a,public,0.75,2,layer,blocks.1.norm2.bias,identity,0.9260257732559768,5.824670496203863e-05,0.0148206103567985,1
vit,dp_kfm_a,public,0.75,2,layer,blocks.1.norm2.weight,identity,0.934045323290184,5.824670496203863e-05,0.0160512112608,1
vit,dp_kfm_a,public,0.75,2,layer,blocks.10.attn.k_proj,attention_qkv,0.996014240888369,0.0128291532105603,0.002174138982846,1
vit,dp_kfm_a,public,0.75,2,layer,blocks.10.attn.out_proj,attention_out,0.2191432817470645,0.0006209833416407,0.030695463191907,1
vit,dp_kfm_a,public,0.75,2,layer,blocks.10.attn.q_proj,attention_qkv,0.9961551521948075,0.0128291532105603,0.0012481551286923,1
vit,dp_kfm_a,public,0.75,2,layer,blocks.10.attn.v_proj,attention_qkv,0.9957386332952785,0.0128291532105603,0.0067118369666185,1
vit,dp_kfm_a,public,0.75,2,layer,blocks.10.mlp.fc1,mlp_fc1,1.2088645914188922,0.0756135950901488,0.0027852328056939,1
vit,dp_kfm_a,public,0.75,2,layer,blocks.10.mlp.fc2,mlp_fc2,0.2863613171480214,0.0042237574466303,0.0094123951016742,1
vit,dp_kfm_a,public,0.75,2,layer,blocks.10.norm1.bias,identity,0.933695638426938,5.824670496203863e-05,0.0116855072310475,1
vit,dp_kfm_a,public,0.75,2,layer,blocks.10.norm1.weight,identity,0.9353341197209328,5.824670496203863e-05,0.010147509826258,1
vit,dp_kfm_a,public,0.75,2,layer,blocks.10.norm2.bias,identity,0.937085160042622,5.824670496203863e-05,0.0055318902458865,1
vit,dp_kfm_a,public,0.75,2,layer,blocks.10.norm2.weight,identity,0.9304160663006632,5.824670496203863e-05,0.0088017461752149,1
vit,dp_kfm_a,public,0.75,2,layer,blocks.11.attn.k_proj,attention_qkv,1.0076576656340688,0.0131392804853178,0.0022518465102218,1
vit,dp_kfm_a,public,0.75,2,layer,blocks.11.attn.out_proj,attention_out,0.2783318618039712,0.001003976376823,0.0180336027658119,1
vit,dp_kfm_a,public,0.75,2,layer,blocks.11.attn.q_proj,attention_qkv,1.0078958595585026,0.0131392804853178,0.0016590675896891,1
vit,dp_kfm_a,public,0.75,2,layer,blocks.11.attn.v_proj,attention_qkv,1.0081551716836148,0.0131392804853178,0.0056460451201942,1
vit,dp_kfm_a,public,0.75,2,layer,blocks.11.mlp.fc1,mlp_fc1,1.0740811541679045,0.0596872128550642,0.0025890501104352,1
vit,dp_kfm_a,public,0.75,2,layer,blocks.11.mlp.fc2,mlp_fc2,0.2480117634193193,0.0031683892125079,0.0107603256533228,1
vit,dp_kfm_a,public,0.75,2,layer,blocks.11.norm1.bias,identity,0.9274716078568908,5.824670496203863e-05,0.0108972514662108,1
vit,dp_kfm_a,public,0.75,2,layer,blocks.11.norm1.weight,identity,0.9328136815421632,5.824670496203863e-05,0.0078931650846598,1
vit,dp_kfm_a,public,0.75,2,layer,blocks.11.norm2.bias,identity,0.9293837561472208,5.824670496203863e-05,0.0054860951010552,1
vit,dp_kfm_a,public,0.75,2,layer,blocks.11.norm2.weight,identity,0.9319699009022692,5.824670496203863e-05,0.0053480227766382,1
vit,dp_kfm_a,public,0.75,2,layer,blocks.2.attn.k_proj,attention_qkv,0.6825937792348448,0.0060252168374809,0.003630149510451,1
vit,dp_kfm_a,public,0.75,2,layer,blocks.2.attn.out_proj,attention_out,0.4074406593984847,0.0021454578900897,0.0247919338029943,1
vit,dp_kfm_a,public,0.75,2,layer,blocks.2.attn.q_proj,attention_qkv,0.6826197283199534,0.0060252168374809,0.0028804049331788,1
vit,dp_kfm_a,public,0.75,2,layer,blocks.2.attn.v_proj,attention_qkv,0.6829705316466123,0.0060252168374809,0.0133407185633156,1
vit,dp_kfm_a,public,0.75,2,layer,blocks.2.mlp.fc1,mlp_fc1,0.8103355175234831,0.0339427763470717,0.0071703686007906,1
vit,dp_kfm_a,public,0.75,2,layer,blocks.2.mlp.fc2,mlp_fc2,0.2698005548946047,0.0037510365828356,0.0213967022183724,1
vit,dp_kfm_a,public,0.75,2,layer,blocks.2.norm1.bias,identity,0.9364258199277006,5.824670496203863e-05,0.0193331499588653,1
vit,dp_kfm_a,public,0.75,2,layer,blocks.2.norm1.weight,identity,0.933921425437392,5.824670496203863e-05,0.0179838760171707,1
vit,dp_kfm_a,public,0.75,2,layer,blocks.2.norm2.bias,identity,0.9307154675112852,5.824670496203863e-05,0.0172021421325311,1
vit,dp_kfm_a,public,0.75,2,layer,blocks.2.norm2.weight,identity,0.9321873042896704,5.824670496203863e-05,0.0152554652142955,1
vit,dp_kfm_a,public,0.75,2,layer,blocks.3.attn.k_proj,attention_qkv,0.8112025027073083,0.0085005595589162,0.0031434062056998,1
vit,dp_kfm_a,public,0.75,2,layer,blocks.3.attn.out_proj,attention_out,0.372496991180881,0.0017966051857048,0.0267699289674875,1
vit,dp_kfm_a,public,0.75,2,layer,blocks.3.attn.q_proj,attention_qkv,0.8110414215505026,0.0085005595589162,0.0025042420495006,1
vit,dp_kfm_a,public,0.75,2,layer,blocks.3.attn.v_proj,attention_qkv,0.8099104681591924,0.0085005595589162,0.0109149902760001,1
vit,dp_kfm_a,public,0.75,2,layer,blocks.3.mlp.fc1,mlp_fc1,0.8299159747255085,0.0356373054289971,0.0074097484088864,1
vit,dp_kfm_a,public,0.75,2,layer,blocks.3.mlp.fc2,mlp_fc2,0.3014110389020902,0.0046766994603609,0.0241037621874457,1
vit,dp_kfm_a,public,0.75,2,layer,blocks.3.norm1.bias,identity,0.9239239348532624,5.824670496203863e-05,0.0172447274291783,1
vit,dp_kfm_a,public,0.75,2,layer,blocks.3.norm1.weight,identity,0.9291303560900176,5.824670496203863e-05,0.0117059813413362,1
vit,dp_kfm_a,public,0.75,2,layer,blocks.3.norm2.bias,identity,0.92658377860838,5.824670496203863e-05,0.0147391792913391,1
vit,dp_kfm_a,public,0.75,2,layer,blocks.3.norm2.weight,identity,0.9284605084321156,5.824670496203863e-05,0.0119489434627769,1
vit,dp_kfm_a,public,0.75,2,layer,blocks.4.attn.k_proj,attention_qkv,0.8039126679591484,0.0083631850751656,0.0041585208539527,1
vit,dp_kfm_a,public,0.75,2,layer,blocks.4.attn.out_proj,attention_out,0.3469040321259171,0.0015568517236753,0.0264464708444985,1
vit,dp_kfm_a,public,0.75,2,layer,blocks.4.attn.q_proj,attention_qkv,0.804876142090185,0.0083631850751656,0.0030340421829409,1
vit,dp_kfm_a,public,0.75,2,layer,blocks.4.attn.v_proj,attention_qkv,0.8047477499570452,0.0083631850751656,0.0109454063425901,1
vit,dp_kfm_a,public,0.75,2,layer,blocks.4.mlp.fc1,mlp_fc1,0.8394142688504114,0.0364346020078336,0.0061758999264719,1
vit,dp_kfm_a,public,0.75,2,layer,blocks.4.mlp.fc2,mlp_fc2,0.2799380479097202,0.0040389259328429,0.018366818228013,1
vit,dp_kfm_a,public,0.75,2,layer,blocks.4.norm1.bias,identity,0.9314279630129384,5.824670496203863e-05,0.0173365574042203,1
vit,dp_kfm_a,public,0.75,2,layer,blocks.4.norm1.weight,identity,0.9321393100097052,5.824670496203863e-05,0.0116766645704998,1
vit,dp_kfm_a,public,0.75,2,layer,blocks.4.norm2.bias,identity,0.9282664674377056,5.824670496203863e-05,0.0134048200048472,1
vit,dp_kfm_a,public,0.75,2,layer,blocks.4.norm2.weight,identity,0.9312395010496785,5.824670496203863e-05,0.0105147992602974,1
vit,dp_kfm_a,public,0.75,2,layer,blocks.5.attn.k_proj,attention_qkv,0.8433902608976698,0.0091959398233282,0.0028396807102848,1
vit,dp_kfm_a,public,0.75,2,layer,blocks.5.attn.out_proj,attention_out,0.368506124056853,0.0017547621473425,0.0194097084980905,1
vit,dp_kfm_a,public,0.75,2,layer,blocks.5.attn.q_proj,attention_qkv,0.8434958504660639,0.0091959398233282,0.001933131224763,1
vit,dp_kfm_a,public,0.75,2,layer,blocks.5.attn.v_proj,attention_qkv,0.8434884057187455,0.0091959398233282,0.0087394430304755,1
vit,dp_kfm_a,public,0.75,2,layer,blocks.5.mlp.fc1,mlp_fc1,0.8462717442483658,0.037052944882193,0.0056576213802504,1
vit,dp_kfm_a,public,0.75,2,layer,blocks.5.mlp.fc2,mlp_fc2,0.2769348567740942,0.0039544032608288,0.0158583215950865,1
vit,dp_kfm_a,public,0.75,2,layer,blocks.5.norm1.bias,identity,0.931680559165444,5.824670496203863e-05,0.0139678185274392,1
vit,dp_kfm_a,public,0.75,2,layer,blocks.5.norm1.weight,identity,0.9311113727430964,5.824670496203863e-05,0.0097327881485054,1
vit,dp_kfm_a,public,0.75,2,layer,blocks.5.norm2.bias,identity,0.9330626779610468,5.824670496203863e-05,0.011817691458465,1
vit,dp_kfm_a,public,0.75,2,layer,blocks.5.norm2.weight,identity,0.9316373423012076,5.824670496203863e-05,0.0095497965841678,1
vit,dp_kfm_a,public,0.75,2,layer,blocks.6.attn.k_proj,attention_qkv,0.7992643077024334,0.008260292222457,0.0027063848242337,1
vit,dp_kfm_a,public,0.75,2,layer,blocks.6.attn.out_proj,attention_out,0.3461025282064929,0.00154630172092,0.0238597373790216,1
vit,dp_kfm_a,public,0.75,2,layer,blocks.6.attn.q_proj,attention_qkv,0.7997260843869292,0.008260292222457,0.0018301028375638,1
vit,dp_kfm_a,public,0.75,2,layer,blocks.6.attn.v_proj,attention_qkv,0.7996830023522901,0.008260292222457,0.0093281875335167,1
vit,dp_kfm_a,public,0.75,2,layer,blocks.6.mlp.fc1,mlp_fc1,0.9100104460059222,0.0427978478016789,0.0050771903502272,1
vit,dp_kfm_a,public,0.75,2,layer,blocks.6.mlp.fc2,mlp_fc2,0.2741472239176392,0.0038706117640678,0.0152220860129738,1
vit,dp_kfm_a,public,0.75,2,layer,blocks.6.norm1.bias,identity,0.9246847608194524,5.824670496203863e-05,0.0142048755375485,1
vit,dp_kfm_a,public,0.75,2,layer,blocks.6.norm1.weight,identity,0.928343340221282,5.824670496203863e-05,0.0090666089911941,1
vit,dp_kfm_a,public,0.75,2,layer,blocks.6.norm2.bias,identity,0.93055335369853,5.824670496203863e-05,0.0102501782121174,1
vit,dp_kfm_a,public,0.75,2,layer,blocks.6.norm2.weight,identity,0.9342096725643948,5.824670496203863e-05,0.008090639085569,1
vit,dp_kfm_a,public,0.75,2,layer,blocks.7.attn.k_proj,attention_qkv,0.8439175188028378,0.0091963915896416,0.0021723917159616,1
vit,dp_kfm_a,public,0.75,2,layer,blocks.7.attn.out_proj,attention_out,0.3740079902979321,0.0018101503882702,0.0186003952087593,1
vit,dp_kfm_a,public,0.75,2,layer,blocks.7.attn.q_proj,attention_qkv,0.8434397204817409,0.0091963915896416,0.001620752557738,1
vit,dp_kfm_a,public,0.75,2,layer,blocks.7.attn.v_proj,attention_qkv,0.843623447776789,0.0091963915896416,0.008235630378078,1
vit,dp_kfm_a,public,0.75,2,layer,blocks.7.mlp.fc1,mlp_fc1,1.072211308329197,0.0594566689813773,0.0039792524517894,1
vit,dp_kfm_a,public,0.75,2,layer,blocks.7.mlp.fc2,mlp_fc2,0.4768468855386812,0.0117124871242402,0.0091713102325651,1
vit,dp_kfm_a,public,0.75,2,layer,blocks.7.norm1.bias,identity,0.933464124786474,5.824670496203863e-05,0.0118820356571159,1
vit,dp_kfm_a,public,0.75,2,layer,blocks.7.norm1.weight,identity,0.9335756263541868,5.824670496203863e-05,0.008096630291897,1
vit,dp_kfm_a,public,0.75,2,layer,blocks.7.norm2.bias,identity,0.9352874400714564,5.824670496203863e-05,0.008056560976403,1
vit,dp_kfm_a,public,0.75,2,layer,blocks.7.norm2.weight,identity,0.9375309319650634,5.824670496203863e-05,0.0057066112718051,1
vit,dp_kfm_a,public,0.75,2,layer,blocks.8.attn.k_proj,attention_qkv,0.9169538890349188,0.0108735672967203,0.002323990746762,1
vit,dp_kfm_a,public,0.75,2,layer,blocks.8.attn.out_proj,attention_out,0.3382856163881871,0.0014794864793766,0.020683870900181,1
vit,dp_kfm_a,public,0.75,2,layer,blocks.8.attn.q_proj,attention_qkv,0.9169421369003056,0.0108735672967203,0.0015930660060074,1
vit,dp_kfm_a,public,0.75,2,layer,blocks.8.attn.v_proj,attention_qkv,0.9168471066751656,0.0108735672967203,0.0077336337407879,1
vit,dp_kfm_a,public,0.75,2,layer,blocks.8.mlp.fc1,mlp_fc1,1.193834305250293,0.0736656935855339,0.0034601561902605,1
vit,dp_kfm_a,public,0.75,2,layer,blocks.8.mlp.fc2,mlp_fc2,0.340506970304585,0.0059728422364154,0.0108581738858108,1
vit,dp_kfm_a,public,0.75,2,layer,blocks.8.norm1.bias,identity,0.930527106342155,5.824670496203863e-05,0.0123500958614095,1
vit,dp_kfm_a,public,0.75,2,layer,blocks.8.norm1.weight,identity,0.9269808536746972,5.824670496203863e-05,0.0114385066968871,1
vit,dp_kfm_a,public,0.75,2,layer,blocks.8.norm2.bias,identity,0.933023786178422,5.824670496203863e-05,0.0072843708685807,1
vit,dp_kfm_a,public,0.75,2,layer,blocks.8.norm2.weight,identity,0.9287935830818794,5.824670496203863e-05,0.0043314243209702,1
vit,dp_kfm_a,public,0.75,2,layer,blocks.9.attn.k_proj,attention_qkv,0.9609978154524272,0.0119310127982434,0.002155644256416,1
vit,dp_kfm_a,public,0.75,2,layer,blocks.9.attn.out_proj,attention_out,0.2802875275581684,0.00101476626272,0.0225220199222728,1
vit,dp_kfm_a,public,0.75,2,layer,blocks.9.attn.q_proj,attention_qkv,0.9611826762681884,0.0119310127982434,0.0014480574365463,1
vit,dp_kfm_a,public,0.75,2,layer,blocks.9.attn.v_proj,attention_qkv,0.9604127965196102,0.0119310127982434,0.0066558578451441,1
vit,dp_kfm_a,public,0.75,2,layer,blocks.9.mlp.fc1,mlp_fc1,1.2366493849389515,0.0790688417705123,0.0030163967092094,1
vit,dp_kfm_a,public,0.75,2,layer,blocks.9.mlp.fc2,mlp_fc2,0.3286893378746187,0.0055634058761379,0.0099088239639318,1
vit,dp_kfm_a,public,0.75,2,layer,blocks.9.norm1.bias,identity,0.9294981417028504,5.824670496203863e-05,0.0127704774977858,1
vit,dp_kfm_a,public,0.75,2,layer,blocks.9.norm1.weight,identity,0.9317956221168282,5.824670496203863e-05,0.0095127659139475,1
vit,dp_kfm_a,public,0.75,2,layer,blocks.9.norm2.bias,identity,0.9307472056019732,5.824670496203863e-05,0.007043167300829,1
vit,dp_kfm_a,public,0.75,2,layer,blocks.9.norm2.weight,identity,0.9384277781113448,5.824670496203863e-05,0.0262081480008339,1
vit,dp_kfm_a,public,0.75,2,layer,cls_token,identity,0.92605742989853,5.824670496203863e-05,0.0091227784231067,1
vit,dp_kfm_a,public,0.75,2,layer,head,patch_head,2.251803755746808,0.0034134502486135,0.0436045760520188,1
vit,dp_kfm_a,public,0.75,2,layer,norm.bias,identity,0.9343235316531738,5.824670496203863e-05,0.0021237841030294,1
vit,dp_kfm_a,public,0.75,2,layer,norm.weight,identity,0.9396303261623788,5.824670496203863e-05,0.0036763031103945,1
vit,dp_kfm_a,public,0.75,2,layer,patch_embed,patch_head,0.3012773661830474,0.0046986766970329,0.0258064271819527,1
vit,dp_kfm_a,public,0.75,2,layer,pos_embed,identity,0.9322186374833394,0.0114746008775216,0.0015413745743894,1
vit,dp_kfm_a,public,0.75,3,group,attention_out,attention_out,0.3525031674897593,0.0192639703786269,0.022174235832009,1
vit,dp_kfm_a,public,0.75,3,group,attention_qkv,attention_qkv,0.8268605779672532,0.3182002835061864,0.0054648640597999,1
vit,dp_kfm_a,public,0.75,3,group,identity,identity,0.9339128152564232,0.0144914447029232,0.0058629120212854,1
vit,dp_kfm_a,public,0.75,3,group,mlp_fc1,mlp_fc1,0.965815700551887,0.5787501600799592,0.0046695173068923,1
vit,dp_kfm_a,public,0.75,3,group,mlp_fc2,mlp_fc2,0.3136463210521038,0.0607536618428069,0.014529577245689,1
vit,dp_kfm_a,public,0.75,3,group,patch_head,patch_head,0.4048477819010257,0.0085404794894983,0.0261718229729206,1
vit,dp_kfm_a,public,0.75,3,layer,blocks.0.attn.k_proj,attention_qkv,0.5048297075439937,0.0032839543091207,0.0063133175093645,1
vit,dp_kfm_a,public,0.75,3,layer,blocks.0.attn.out_proj,attention_out,0.3275951251279467,0.0013869863348825,0.0346044824869391,1
vit,dp_kfm_a,public,0.75,3,layer,blocks.0.attn.q_proj,attention_qkv,0.504005328411851,0.0032839543091207,0.0044505424401037,1
vit,dp_kfm_a,public,0.75,3,layer,blocks.0.attn.v_proj,attention_qkv,0.5030207092275728,0.0032839543091207,0.0182746601165801,1
vit,dp_kfm_a,public,0.75,3,layer,blocks.0.mlp.fc1,mlp_fc1,0.6886982749018898,0.0244740317536542,0.0074155604839223,1
vit,dp_kfm_a,public,0.75,3,layer,blocks.0.mlp.fc2,mlp_fc2,0.3374453483297566,0.0058657704383152,0.0210843787466613,1
vit,dp_kfm_a,public,0.75,3,layer,blocks.0.norm1.bias,identity,0.9343948729285928,5.84332447698516e-05,0.0215881278260301,1
vit,dp_kfm_a,public,0.75,3,layer,blocks.0.norm1.weight,identity,0.9323184636753168,5.84332447698516e-05,0.0315270895690676,1
vit,dp_kfm_a,public,0.75,3,layer,blocks.0.norm2.bias,identity,0.9344697079496178,5.84332447698516e-05,0.0119303386014675,1
vit,dp_kfm_a,public,0.75,3,layer,blocks.0.norm2.weight,identity,0.9306636332135032,5.84332447698516e-05,0.0136204602767141,1
vit,dp_kfm_a,public,0.75,3,layer,blocks.1.attn.k_proj,attention_qkv,0.6094158353740291,0.0048031981388382,0.003272262732675,1
vit,dp_kfm_a,public,0.75,3,layer,blocks.1.attn.out_proj,attention_out,0.3862219819443164,0.001929247485291,0.0196947152520626,1
vit,dp_kfm_a,public,0.75,3,layer,blocks.1.attn.q_proj,attention_qkv,0.6087493245173909,0.0048031981388382,0.0025375857303735,1
vit,dp_kfm_a,public,0.75,3,layer,blocks.1.attn.v_proj,attention_qkv,0.6088057220840957,0.0048031981388382,0.0110551997094073,1
vit,dp_kfm_a,public,0.75,3,layer,blocks.1.mlp.fc1,mlp_fc1,0.7290816196455283,0.0274759893156054,0.0078220970343815,1
vit,dp_kfm_a,public,0.75,3,layer,blocks.1.mlp.fc2,mlp_fc2,0.2596610419368043,0.0034709554408559,0.0176759446489294,1
vit,dp_kfm_a,public,0.75,3,layer,blocks.1.norm1.bias,identity,0.9324225346877468,5.84332447698516e-05,0.015681836226464,1
vit,dp_kfm_a,public,0.75,3,layer,blocks.1.norm1.weight,identity,0.9329614507333256,5.84332447698516e-05,0.0164995139522949,1
vit,dp_kfm_a,public,0.75,3,layer,blocks.1.norm2.bias,identity,0.9261270592957844,5.84332447698516e-05,0.0160528779810702,1
vit,dp_kfm_a,public,0.75,3,layer,blocks.1.norm2.weight,identity,0.9369439018715,5.84332447698516e-05,0.0175785115907725,1
vit,dp_kfm_a,public,0.75,3,layer,blocks.10.attn.k_proj,attention_qkv,0.9871127370251712,0.0126040042259068,0.0016532346540695,1
vit,dp_kfm_a,public,0.75,3,layer,blocks.10.attn.out_proj,attention_out,0.2295311232625476,0.0006836101870339,0.0202916298640486,1
vit,dp_kfm_a,public,0.75,3,layer,blocks.10.attn.q_proj,attention_qkv,0.9876461117688784,0.0126040042259068,0.0009847554487355,1
vit,dp_kfm_a,public,0.75,3,layer,blocks.10.attn.v_proj,attention_qkv,0.9872127707678674,0.0126040042259068,0.0048083384903642,1
vit,dp_kfm_a,public,0.75,3,layer,blocks.10.mlp.fc1,mlp_fc1,1.201672808689784,0.0747521444746887,0.0020845472344852,1
vit,dp_kfm_a,public,0.75,3,layer,blocks.10.mlp.fc2,mlp_fc2,0.279902438910924,0.0040341475645267,0.0069779080891783,1
vit,dp_kfm_a,public,0.75,3,layer,blocks.10.norm1.bias,identity,0.9328690859544448,5.84332447698516e-05,0.0090340901065453,1
vit,dp_kfm_a,public,0.75,3,layer,blocks.10.norm1.weight,identity,0.9237092711404336,5.84332447698516e-05,0.0069539873416523,1
vit,dp_kfm_a,public,0.75,3,layer,blocks.10.norm2.bias,identity,0.9343806946490888,5.84332447698516e-05,0.0038719504011362,1
vit,dp_kfm_a,public,0.75,3,layer,blocks.10.norm2.weight,identity,0.9358063015740534,5.84332447698516e-05,0.0049696392390316,1
vit,dp_kfm_a,public,0.75,3,layer,blocks.11.attn.k_proj,attention_qkv,1.0010123711568517,0.0129604772556901,0.0018045664592573,1
vit,dp_kfm_a,public,0.75,3,layer,blocks.11.attn.out_proj,attention_out,0.2900938010023305,0.0010880608549919,0.0134027407915939,1
vit,dp_kfm_a,public,0.75,3,layer,blocks.11.attn.q_proj,attention_qkv,1.0009159303732251,0.0129604772556901,0.0013253891557962,1
vit,dp_kfm_a,public,0.75,3,layer,blocks.11.attn.v_proj,attention_qkv,1.0009093225237315,0.0129604772556901,0.0043930565066201,1
vit,dp_kfm_a,public,0.75,3,layer,blocks.11.mlp.fc1,mlp_fc1,1.0712839107650414,0.0593441458015819,0.0018673266145314,1
vit,dp_kfm_a,public,0.75,3,layer,blocks.11.mlp.fc2,mlp_fc2,0.2478071530175905,0.0031555666649726,0.0076586589859212,1
vit,dp_kfm_a,public,0.75,3,layer,blocks.11.norm1.bias,identity,0.9322314290220224,5.84332447698516e-05,0.0083179822959603,1
vit,dp_kfm_a,public,0.75,3,layer,blocks.11.norm1.weight,identity,0.9363938216932064,5.84332447698516e-05,0.0059045138231993,1
vit,dp_kfm_a,public,0.75,3,layer,blocks.11.norm2.bias,identity,0.9351495943989224,5.84332447698516e-05,0.0037597992708726,1
vit,dp_kfm_a,public,0.75,3,layer,blocks.11.norm2.weight,identity,0.9349131286191904,5.84332447698516e-05,0.0039813540665216,1
vit,dp_kfm_a,public,0.75,3,layer,blocks.2.attn.k_proj,attention_qkv,0.6908084217761346,0.0061723573062337,0.0035574800067738,1
vit,dp_kfm_a,public,0.75,3,layer,blocks.2.attn.out_proj,attention_out,0.416951260277184,0.0022424588944248,0.0253687608535465,1
vit,dp_kfm_a,public,0.75,3,layer,blocks.2.attn.q_proj,attention_qkv,0.6907688868725728,0.0061723573062337,0.0028341644012103,1
vit,dp_kfm_a,public,0.75,3,layer,blocks.2.attn.v_proj,attention_qkv,0.6914263745249262,0.0061723573062337,0.013919358371713,1
vit,dp_kfm_a,public,0.75,3,layer,blocks.2.mlp.fc1,mlp_fc1,0.8174795013813148,0.0346064606822198,0.0076889825925832,1
vit,dp_kfm_a,public,0.75,3,layer,blocks.2.mlp.fc2,mlp_fc2,0.2757223659831039,0.0039192640407292,0.0222277625267099,1
vit,dp_kfm_a,public,0.75,3,layer,blocks.2.norm1.bias,identity,0.9341974232251238,5.84332447698516e-05,0.0204467334287393,1
vit,dp_kfm_a,public,0.75,3,layer,blocks.2.norm1.weight,identity,0.9318449339661246,5.84332447698516e-05,0.0170576809580054,1
vit,dp_kfm_a,public,0.75,3,layer,blocks.2.norm2.bias,identity,0.9314957903470928,5.84332447698516e-05,0.0179675540530156,1
vit,dp_kfm_a,public,0.75,3,layer,blocks.2.norm2.weight,identity,0.937227907348374,5.84332447698516e-05,0.0149264063139221,1
vit,dp_kfm_a,public,0.75,3,layer,blocks.3.attn.k_proj,attention_qkv,0.8238145740798496,0.0087629721523014,0.0032328140025998,1
vit,dp_kfm_a,public,0.75,3,layer,blocks.3.attn.out_proj,attention_out,0.3808344841058173,0.0018742934268636,0.0270013982490357,1
vit,dp_kfm_a,public,0.75,3,layer,blocks.3.attn.q_proj,attention_qkv,0.8232740442495478,0.0087629721523014,0.0025522458175445,1
vit,dp_kfm_a,public,0.75,3,layer,blocks.3.attn.v_proj,attention_qkv,0.8228212134300772,0.0087629721523014,0.0113860038291809,1
vit,dp_kfm_a,public,0.75,3,layer,blocks.3.mlp.fc1,mlp_fc1,0.8333049589592487,0.0358165630361188,0.0074050519774086,1
vit,dp_kfm_a,public,0.75,3,layer,blocks.3.mlp.fc2,mlp_fc2,0.3022176081870979,0.0047160104956222,0.0229680298928343,1
vit,dp_kfm_a,public,0.75,3,layer,blocks.3.norm1.bias,identity,0.9270051891641208,5.84332447698516e-05,0.0177596955303445,1
vit,dp_kfm_a,public,0.75,3,layer,blocks.3.norm1.weight,identity,0.9322553430864636,5.84332447698516e-05,0.0122673728996169,1
vit,dp_kfm_a,public,0.75,3,layer,blocks.3.norm2.bias,identity,0.9394366819479248,5.84332447698516e-05,0.0151298371719198,1
vit,dp_kfm_a,public,0.75,3,layer,blocks.3.norm2.weight,identity,0.9327270657839192,5.84332447698516e-05,0.0121793836581642,1
vit,dp_kfm_a,public,0.75,3,layer,blocks.4.attn.k_proj,attention_qkv,0.8127460558276134,0.0085381910720734,0.0039854058907857,1
vit,dp_kfm_a,public,0.75,3,layer,blocks.4.attn.out_proj,attention_out,0.3686777463072067,0.0017510303971368,0.0257312146066929,1
vit,dp_kfm_a,public,0.75,3,layer,blocks.4.attn.q_proj,attention_qkv,0.8132450938109393,0.0085381910720734,0.0029229128698965,1
vit,dp_kfm_a,public,0.75,3,layer,blocks.4.attn.v_proj,attention_qkv,0.8126527659406584,0.0085381910720734,0.0113221551374194,1
vit,dp_kfm_a,public,0.75,3,layer,blocks.4.mlp.fc1,mlp_fc1,0.8356430268438287,0.036112957963663,0.006277197570935,1
