task,method,source,beta,seed,epoch,train_loss,test_loss,test_accuracy,best_accuracy,accuracy_auc,epsilon,noise_multiplier,accountant_steps,logical_steps,samples,realized_batch_size_sum,realized_batch_size_mean,realized_batch_size_min,realized_batch_size_max,sample_rate,expected_batch_size,optimizer_steps,noise_events,logical_batch_size,physical_batch_size,clip_fraction,mean_clip_factor,matched_norm_p50,matched_norm_p90,matched_norm_p99,matched_norm_max,raw_norm_p50,raw_norm_p90,raw_norm_p99,geometry_build_seconds,oracle_seconds,private_train_seconds,wall_time_seconds,run_wall_time_seconds,peak_cuda_allocated_bytes,bk_cache_bytes,temporary_per_sample_bytes,operator_state_bytes,factor_state_bytes,trace_S,d_total,tau,research_only,clip_cos,clip_rel_error,signal_cos,signal_rel_error,update_cos,update_rel_error,total_noise_rms,run_name,physical_gpu
mnist,dp_kfm,public,0.75,42,5,1.423782306770217,1.0256320979118347,0.7995,0.7995,2.21245,0.995693195331761,1.068115234375,1170,234,60142,60142,257.017094017094,214,299,0.0042666666666666,256,1170,1170,256,256,0.7792391180992126,0.2916352450847626,18.646181106567383,233.93795776367188,520.9534301757812,987.9647827148438,9.750904083251951,103.15928649902344,246.1800079345703,0.5730626052245498,0.5856166547164321,18.57972490228713,21.389626659452915,97.60030487272888,187082752,60819136,51380224,20138336,10069164,206922.0,206922,234.9479689099517,True,0.6733700536518883,0.9867270503827116,0.6733700536518883,0.9867270503827116,0.0273222570923405,1.1486560811312638,1.060970077684117,mnist_dp_kfm_public_beta0.75_seed42,1
mnist,dp_kfm,public,1.0,42,1,2.1866957219582157,1.568849477005005,0.4378,0.4378,0.0,0.7861127240333559,1.068115234375,234,234,59766,59766,255.4102564102564,211,294,0.0042666666666666,256,234,234,256,256,1.0,0.0106189297512173,148.4032745361328,295.1679077148437,441.0641784667969,696.5131225585938,19.981250762939453,35.8995361328125,54.86634826660156,0.7612529965117574,0.4476452702656388,18.96078596357256,21.91893006395549,21.968491132371128,186213888,60803456,51380224,20138336,10069164,206922.0,206922,5201.114233924598,True,0.9525855862767564,0.991578990007466,0.9525855862767564,0.991578990007466,0.016900129249526,1.125057948086972,1.070196889737505,mnist_dp_kfm_public_beta1_seed42,2
mnist,dp_kfm,public,1.0,42,2,3.760373734015865,2.4025979873657226,0.1135,0.4378,0.27565,0.8385078418579571,1.068115234375,468,234,59605,59605,254.72222222222223,211,300,0.0042666666666666,256,468,468,256,256,0.9981377124786376,0.0064154230058193,384.3402099609375,1009.3536376953124,1753.8875732421875,2926.49658203125,7.548349380493164,36.15126800537109,116.79409790039062,0.5155462548136711,0.5125029915943742,18.83005741983652,21.52611847501248,43.56116887368262,187082752,60822272,51380224,20138336,10069164,206922.0,206922,51.04922217096934,True,0.8987572502207617,0.9985191753262072,0.8987572502207617,0.9985191753262072,0.0089882064886612,1.206165129794532,1.0596417138812804,mnist_dp_kfm_public_beta1_seed42,2
mnist,dp_kfm,public,1.0,42,3,2.384708281235481,2.16537423248291,0.2246,0.4378,0.4447,0.8909029596825585,1.068115234375,702,234,59863,59863,255.82478632478632,215,304,0.0042666666666666,256,702,702,256,256,0.999331831932068,0.0352449864149093,57.3782844543457,155.36160278320312,274.62896728515625,701.8909301757812,4.011098861694336,13.802395820617676,58.88534164428711,0.5459054568782449,0.5295436643064022,18.64292998891324,21.39568414632231,65.01528332009912,187113984,60834816,51380224,20138336,10069164,206922.0,206922,498.8625347514553,True,0.8650439996834802,0.9809410764339224,0.8650439996834802,0.9809410764339224,0.0207083413520491,2.1096427692764,0.9906395741966556,mnist_dp_kfm_public_beta1_seed42,2
mnist,dp_kfm,public,1.0,42,4,2.4356163012742416,1.949565700912476,0.3514,0.4378,0.7326999999999999,0.9432980775071595,1.068115234375,936,234,59605,59605,254.72222222222223,214,289,0.0042666666666666,256,936,936,256,256,0.9993792176246644,0.0282930620014667,105.33174896240234,280.1455993652344,836.9979858398438,2836.6865234375,9.341182708740234,32.66194534301758,209.627685546875,0.5076460409909487,0.5270027751103044,18.64445820823312,21.362465444020927,86.43586124200374,187134976,60787776,51380224,20138336,10069164,206922.0,206922,3374.772668555361,True,0.9030575149662924,0.9840120592959896,0.9030575149662924,0.9840120592959896,0.0257098588914691,1.6879753462565987,1.0620441712607889,mnist_dp_kfm_public_beta1_seed42,2
mnist,dp_kfm,public,1.0,42,5,2.820987374253492,2.3148904373168944,0.1981,0.4378,1.00745,0.995693195331761,1.068115234375,1170,234,60142,60142,257.017094017094,214,299,0.0042666666666666,256,1170,1170,256,256,0.9977552890777588,0.0132179278880357,118.93251037597656,244.27012634277344,383.5274658203125,1309.9091796875,4.308887481689453,10.25904655456543,98.40459442138672,0.5018889997154474,0.5390293644741178,18.95465090963989,21.661659930832684,108.15713357552886,187082752,60819136,51380224,20138336,10069164,206922.0,206922,106.75496607137724,True,0.9193677453777254,0.9927037453903468,0.9193677453777254,0.9927037453903468,0.0075522772114516,2.1868148097133493,1.039129396916535,mnist_dp_kfm_public_beta1_seed42,2
mnist,dp_kfm_a,pink,0.25,42,1,0.7514712578743787,0.5224084740638733,0.8858,0.8858,0.0,0.7861127240333559,1.068115234375,234,234,59766,59766,255.4102564102564,211,294,0.0042666666666666,256,234,234,256,256,0.5573068261146545,0.5255607962608337,2.4030838012695312,80.75794219970703,177.01527404785156,315.7227783203125,2.879707098007202,95.81483459472656,205.88690185546875,0.3925026878714561,0.4934913553297519,19.58947342261672,22.284746375866234,22.335190705023702,172581376,54380928,51380224,19996224,9998108,206922.0,206922,4.276946683725354,True,0.8209516632744399,0.9744181981615662,0.8209516632744399,0.9744181981615662,0.0507466742923381,1.1210202297364542,1.0680927879995978,mnist_dp_kfm_a_pink_beta0.25_seed42,3
mnist,dp_kfm_a,pink,0.25,42,2,0.7051132093989082,0.7009157867312431,0.8694,0.8858,0.8775999999999999,0.8385078418579571,1.068115234375,468,234,59605,59605,254.72222222222223,211,300,0.0042666666666666,256,468,468,256,256,0.3054441809654236,0.7403134703636169,0.0302737653255462,69.04867553710938,143.45884704589844,221.1861114501953,0.0564940348267555,137.91336059570312,256.9240417480469,0.0399672640487551,0.4816986871883273,18.68134090770036,20.883152063004676,43.28391267359257,172353536,54399744,51380224,19996224,9998108,206922.0,206922,2.5326668211862757,True,0.8742160226493145,0.9831355894166496,0.8742160226493145,0.9831355894166496,0.0717371231517199,1.029385767964315,1.0679805015709651,mnist_dp_kfm_a_pink_beta0.25_seed42,3
mnist,dp_kfm_a,pink,0.25,42,3,0.6251467662763041,0.4722230543553829,0.9188,0.9188,1.7716999999999998,0.8909029596825585,1.068115234375,702,234,59863,59863,255.82478632478632,215,304,0.0042666666666666,256,702,702,256,256,0.2355044037103653,0.7982692122459412,0.0029188564512878,64.04000854492188,136.59820556640625,189.21917724609372,0.0060012401081621,134.2366485595703,290.1424865722656,0.0414153989404439,0.4915898023173213,18.676833263598382,20.896214894019067,64.24112796317786,172152320,54412288,51380224,19996224,9998108,206922.0,206922,2.349821553773542,True,0.8713815911801379,0.9849428352924036,0.8713815911801379,0.9849428352924036,0.0631963332384867,1.0305567891017526,1.0680118780795331,mnist_dp_kfm_a_pink_beta0.25_seed42,3
mnist,dp_kfm_a,pink,0.25,42,4,0.4804765421455613,0.3991086932957172,0.9327,0.9327,2.69745,0.9432980775071595,1.068115234375,936,234,59605,59605,254.72222222222223,214,289,0.0042666666666666,256,936,936,256,256,0.1899337321519851,0.8387699723243713,0.0007537595229223,31.710010528564453,135.14500427246094,182.97911071777344,0.0015450364444404,67.1563720703125,287.8367004394531,0.0400168187916278,0.489829009398818,18.775857985019684,21.08711883425713,85.38799914438277,172566016,54365248,51380224,19996224,9998108,206922.0,206922,2.307528598509988,True,0.8201801411524348,0.9857239944912718,0.8201801411524348,0.9857239944912718,0.0440378122973536,1.0605196376870771,1.068203523764862,mnist_dp_kfm_a_pink_beta0.25_seed42,3
mnist,dp_kfm_a,pink,0.25,42,5,0.4241789332933379,0.435550210750103,0.9298,0.9327,3.6287,0.995693195331761,1.068115234375,1170,234,60142,60142,257.017094017094,214,299,0.0042666666666666,256,1170,1170,256,256,0.1631472110748291,0.8609926104545593,0.0002286349917994,16.32042121887207,147.05841064453125,202.4378204345703,0.0004474704910535,32.19916534423828,297.6724853515625,0.0404079463332891,0.4903074791654944,18.825130078941584,21.053754080086943,106.5019482569769,172350464,54396608,51380224,19996224,9998108,206922.0,206922,2.2807008824324075,True,0.7894198623733265,0.987979914198674,0.7894198623733265,0.987979914198674,0.0323558957446364,1.0750713729223744,1.068071848454737,mnist_dp_kfm_a_pink_beta0.25_seed42,3
mnist,dp_kfm_a,pink,0.5,42,1,1.0203310596261943,0.7159743576049805,0.8196,0.8196,0.0,0.7861127240333559,1.068115234375,234,234,59766,59766,255.4102564102564,211,294,0.0042666666666666,256,234,234,256,256,0.7144864797592163,0.3662030696868896,11.204961776733398,140.8304443359375,283.9942932128906,464.5262756347656,10.982120513916016,126.7333984375,246.02212524414065,0.3070921031758189,0.3831112021580338,16.971471471711993,19.440542686730623,19.492614766582847,172581376,54380928,51380224,19996224,9998108,206922.0,206922,15.511896656211956,True,0.8524672096619457,0.9793008511838514,0.8524672096619457,0.9793008511838514,0.0558975215926069,1.1071271133705916,1.0683569487847608,mnist_dp_kfm_a_pink_beta0.5_seed42,1
mnist,dp_kfm_a,pink,0.5,42,2,1.82533319404627,1.6606033544540406,0.7303,0.8196,0.77495,0.8385078418579571,1.068115234375,468,234,59605,59605,254.72222222222223,211,300,0.0042666666666666,256,468,468,256,256,0.5960741639137268,0.4608716964721679,5.60420036315918,310.647705078125,509.0646362304688,797.1212158203125,4.881679534912109,246.1558074951172,373.2496032714844,0.0496969083324074,0.4806672930717468,18.273310475051403,20.421510593034327,39.98495786264539,172353536,54399744,51380224,19996224,9998108,206922.0,206922,3.618336636079472,True,0.9435869155048484,0.993899965282872,0.9435869155048484,0.993899965282872,0.0805057416690206,0.9986741213294676,1.066717927876799,mnist_dp_kfm_a_pink_beta0.5_seed42,1
mnist,dp_kfm_a,pink,0.5,42,3,1.3628311605842047,0.6921131174087525,0.8631,0.8631,1.57165,0.8909029596825585,1.068115234375,702,234,59863,59863,255.82478632478632,215,304,0.0042666666666666,256,702,702,256,256,0.4704408347606659,0.5937199592590332,0.6065962314605713,115.8606414794922,216.5650634765625,328.9829406738281,0.6167770028114319,123.867431640625,227.9122314453125,0.0400790870189666,0.4756312984973192,18.17481096927077,20.31322810985148,60.35886769928038,172152320,54412288,51380224,19996224,9998108,206922.00000000003,206922,4.019690361904464,True,0.855469805262768,0.9882119936345296,0.855469805262768,0.9882119936345296,0.0576680861735115,1.031579831715456,1.0685403164581793,mnist_dp_kfm_a_pink_beta0.5_seed42,1
mnist,dp_kfm_a,pink,0.5,42,4,0.6548390142330237,0.6204685874149203,0.8977,0.8977,2.45205,0.9432980775071595,1.068115234375,936,234,59605,59605,254.72222222222223,214,289,0.0042666666666666,256,936,936,256,256,0.2850096523761749,0.7572360634803772,0.0167276579886674,63.78345489501953,150.728759765625,233.0325927734375,0.0236526373773813,102.0876235961914,197.97845458984372,0.0389106161892414,0.4796706680208444,18.64452786091715,20.82317573018372,81.24431219045073,172566016,54365248,51380224,19996224,9998108,206922.0,206922,5.32830927292399,True,0.8327288564903561,0.9844620522354852,0.8327288564903561,0.9844620522354852,0.0485512988563738,1.0784925576480415,1.0681369007237993,mnist_dp_kfm_a_pink_beta0.5_seed42,1
mnist,dp_kfm_a,pink,0.5,42,5,0.5330351097282249,0.4890919363737106,0.9187,0.9187,3.36025,0.995693195331761,1.068115234375,1170,234,60142,60142,257.017094017094,214,299,0.0042666666666666,256,1170,1170,256,256,0.2070599645376205,0.8243230581283569,0.001656626118347,37.14643096923828,121.58698272705078,206.6959228515625,0.0030814378987997,68.83534240722656,211.3922882080078,0.0501035833731293,0.5172261791303754,18.01283998787403,20.20440859068185,101.51220916118471,172350464,54396608,51380224,19996224,9998108,206922.0,206922,5.917790030856212,True,0.8295483902085726,0.9823409692667748,0.8295483902085726,0.9823409692667748,0.0431193629102182,1.095176720860143,1.0682736571920652,mnist_dp_kfm_a_pink_beta0.5_seed42,1
mnist,dp_kfm_a,pink,0.75,42,1,2.021916475025712,1.3311564521789552,0.5916,0.5916,0.0,0.7861127240333559,1.068115234375,234,234,59766,59766,255.4102564102564,211,294,0.0042666666666666,256,234,234,256,256,0.9955493211746216,0.0261071547865867,103.8979949951172,207.99920654296875,301.186279296875,474.25592041015625,56.18385314941406,110.5908660888672,159.5449981689453,0.3948640609160065,0.5031710555776954,19.235064761713147,21.898242195136845,21.94871591962874,172581376,54380928,51380224,19996224,9998108,206922.0,206922,33.97003382350338,True,0.9497362206430452,0.9881470707863372,0.9497362206430452,0.9881470707863372,0.0511583343351311,1.1029839027238322,1.0691635842278664,mnist_dp_kfm_a_pink_beta0.75_seed42,2
mnist,dp_kfm_a,pink,0.75,42,2,7.272306557108058,3.426766686630249,0.2281,0.5916,0.40985,0.8385078418579571,1.068115234375,468,234,59605,59605,254.72222222222223,211,300,0.0042666666666666,256,468,468,256,256,0.9841959476470948,0.0252757780253887,742.864501953125,1087.9473876953125,1373.0201416015625,1861.84375,137.3769073486328,208.0219268798828,265.23828125,0.039774184115231,0.4851222606375813,18.62247808557004,20.826687881723046,42.85205381922424,172353536,54399744,51380224,19996224,9998108,206922.0,206922,2.3652305647034666,True,0.983022352363881,0.9987481347616682,0.983022352363881,0.9987481347616682,0.0495143451981284,0.9992846495887177,1.0618631626843869,mnist_dp_kfm_a_pink_beta0.75_seed42,2
mnist,dp_kfm_a,pink,0.75,42,3,1.6239015213990728,1.2053647941589356,0.7061,0.7061,0.8769499999999999,0.8909029596825585,1.068115234375,702,234,59863,59863,255.82478632478632,215,304,0.0042666666666666,256,702,702,256,256,0.9113642573356628,0.1353738009929657,48.78279876708984,247.03042602539065,554.3819580078125,1358.0985107421875,17.210098266601562,87.7596664428711,197.01394653320312,0.0404475573450326,0.4923043195158243,19.6359376674518,21.823344280011952,64.73624675627798,172152320,54412288,51380224,19996224,9998108,206922.0,206922,9.766690569810091,True,0.61464400258909,0.9929182140951588,0.61464400258909,0.9929182140951588,0.0227894548163994,1.1187581073467945,1.0766326676435942,mnist_dp_kfm_a_pink_beta0.75_seed42,2
mnist,dp_kfm_a,pink,0.75,42,4,1.7720500809405737,1.244696456503868,0.7407,0.7407,1.60035,0.9432980775071595,1.068115234375,936,234,59605,59605,254.72222222222223,214,289,0.0042666666666666,256,936,936,256,256,0.7810754179954529,0.2872302532196045,36.08868408203125,201.57276916503903,332.8653869628906,587.1134033203125,23.176881790161133,131.750732421875,235.7382659912109,0.0409862045198679,0.4907320598140359,18.839086015708745,21.07963832654059,85.87652476504445,172566016,54365248,51380224,19996224,9998108,206922.0,206922,5.3992550220495055,True,0.843590489671892,0.9932081738049152,0.843590489671892,0.9932081738049152,0.0626904810948511,1.0065123996096883,1.064638799766609,mnist_dp_kfm_a_pink_beta0.75_seed42,2
mnist,dp_kfm_a,pink,0.75,42,5,1.3225624599763146,1.0651835049629212,0.8118,0.8118,2.3766,0.995693195331761,1.068115234375,1170,234,60142,60142,257.017094017094,214,299,0.0042666666666666,256,1170,1170,256,256,0.522596538066864,0.5409243702888489,1.461383581161499,164.67996215820312,435.8473205566406,1087.72119140625,1.3373327255249023,128.9313507080078,287.0566101074219,0.0446696104481816,0.4947690004482865,18.89669283013791,21.11170265078545,107.05063793901354,172350464,54396608,51380224,19996224,9998108,206922.0,206922,9.435860060853624,True,0.8447345954542211,0.9885434372063604,0.8447345954542211,0.9885434372063604,0.0584049455584047,1.0183319333478107,1.0686714187848667,mnist_dp_kfm_a_pink_beta0.75_seed42,2
mnist,dp_kfm_a,pink,1.0,42,1,2.7502751545235404,2.618180123138428,0.1697,0.1697,0.0,0.7861127240333559,1.068115234375,234,234,59766,59766,255.4102564102564,211,294,0.0042666666666666,256,234,234,256,256,1.0,0.0036198834422975,540.2781982421875,1026.792724609375,1236.5767822265625,1643.31396484375,119.27337646484376,221.82110595703125,267.7652587890625,0.407079023309052,0.4901567073538899,17.296600703150034,19.631226279772815,19.66479892842472,172581376,54380928,51380224,19996224,9998108,206922.0,206922,29.84181595934398,True,0.9949074892800032,0.9967450913987416,0.9949074892800032,0.9967450913987416,0.0285198436618715,1.0496921501541123,1.0695494082720127,mnist_dp_kfm_a_pink_beta1_seed42,3
mnist,dp_kfm_a,pink,1.0,42,2,29.825523586511597,2.385409912109375,0.12,0.1697,0.1448499999999999,0.8385078418579571,1.068115234375,468,234,59605,59605,254.72222222222223,211,300,0.0042666666666666,256,468,468,256,256,0.968878448009491,0.0357264317572116,913.1116943359376,4539.3779296875,5758.8349609375,7258.39892578125,42.60290145874024,256.80157470703125,430.0411682128906,0.0341404983773827,0.3720327913761139,17.66306278295815,19.66080464515835,39.3856414295733,172353536,54399744,51380224,19996224,9998108,206922.0,206922,0.2644250407570563,True,0.9920520569828216,0.9989941339671586,0.9920520569828216,0.9989941339671586,0.0170437808534188,1.0478332802612884,1.056073989297054,mnist_dp_kfm_a_pink_beta1_seed42,3
mnist,dp_kfm_a,pink,1.0,42,3,2.19022133823402,1.4831610969543456,0.6137,0.6137,0.5117,0.8909029596825585,1.068115234375,702,234,59863,59863,255.82478632478632,215,304,0.0042666666666666,256,702,702,256,256,0.9964752793312072,0.0240535493940114,89.89592742919922,280.6234130859375,745.7484130859375,2022.727783203125,20.461395263671875,72.01025390625,251.4496307373047,0.0384691776707768,0.4712338075041771,19.300988067872822,21.46794257313013,60.91331148799509,172152320,54412288,51380224,19996224,9998108,206922.0,206922,30.40637267162557,True,0.7809191761093636,0.9940684142133552,0.7809191761093636,0.9940684142133552,0.0298047322645891,1.0498944305094873,1.072528837885827,mnist_dp_kfm_a_pink_beta1_seed42,3
mnist,dp_kfm_a,pink,1.0,42,4,3.7071956189404136,1.9837735813140869,0.3116,0.6137,0.97435,0.9432980775071595,1.068115234375,936,234,59605,59605,254.72222222222223,214,289,0.0042666666666666,256,936,936,256,256,0.997651219367981,0.0093669332563877,234.1404266357422,562.4090576171875,1053.4949951171875,3116.169189453125,29.039947509765625,98.87782287597656,256.8110656738281,0.0403236197307705,0.4780196845531463,18.76812206581235,20.91960062645376,81.89644589927047,172566016,54365248,51380224,19996224,9998108,206922.0,206922,4.146422236249918,True,0.8660923779860366,0.9974863766841008,0.8660923779860366,0.9974863766841008,0.0229169110788478,1.024891295447247,1.063820407384764,mnist_dp_kfm_a_pink_beta1_seed42,3
mnist,dp_kfm_a,pink,1.0,42,5,2.580846661862661,1.856978932952881,0.5195,0.6137,1.3899,0.995693195331761,1.068115234375,1170,234,60142,60142,257.017094017094,214,299,0.0042666666666666,256,1170,1170,256,256,0.9854178428649902,0.0471640229225158,58.74283218383789,246.4997100830078,539.5211181640625,1361.7314453125,23.161060333251957,85.85370635986328,245.9967803955078,0.0434398902580142,0.4730330500751734,18.46328852977604,20.6211860710755,102.57914879452436,172350464,54396608,51380224,19996224,9998108,206922.0,206922,30.33921767080383,True,0.8490923615616284,0.9916479418704528,0.8490923615616284,0.9916479418704528,0.056291644066429,1.027658673425682,1.0716409532502666,mnist_dp_kfm_a_pink_beta1_seed42,3
mnist,dp_kfm_a,public,0.25,42,1,0.768687047142343,0.551315316915512,0.8749,0.8749,0.0,0.7861127240333559,1.068115234375,234,234,59766,59766,255.4102564102564,211,294,0.0042666666666666,256,234,234,256,256,0.5421978831291199,0.5409837365150452,1.9251046180725095,77.55601501464844,166.21575927734375,295.4460754394531,2.5469565391540527,101.77824401855467,210.1800537109375,0.7442898731678724,0.4339686520397663,15.698169943876565,18.32541377004236,18.362463743425906,172581376,54380928,51380224,19996224,9998108,206922.00000000003,206922,4.258843348551917,True,0.8465642417321518,0.972082961740436,0.8465642417321518,0.972082961740436,0.0620964345701425,1.0998311458948515,1.0681346612523246,mnist_dp_kfm_a_public_beta0.25_seed42,1
mnist,dp_kfm_a,public,0.25,42,2,0.7446896756798337,0.7816449039936065,0.8558,0.8749,0.8653500000000001,0.8385078418579571,1.068115234375,468,234,59605,59605,254.72222222222223,211,300,0.0042666666666666,256,468,468,256,256,0.3121382296085357,0.7341148257255554,0.032048974186182,61.801456451416016,137.49453735351562,213.92356872558597,0.0645259991288185,137.02830505371094,252.9930877685547,0.3538252599537372,0.3674054006114602,15.14512491133064,17.114951254799962,35.52439811453223,172353536,54399744,51380224,19996224,9998108,206922.0,206922,2.318476386141316,True,0.8970123656510337,0.980551828362776,0.8970123656510337,0.980551828362776,0.0854807151102416,1.0214499656203402,1.067849697535035,mnist_dp_kfm_a_public_beta0.25_seed42,1
mnist,dp_kfm_a,public,0.25,42,3,0.6160438411042208,0.4157472190439701,0.9241,0.9241,1.7553,0.8909029596825585,1.068115234375,702,234,59863,59863,255.82478632478632,215,304,0.0042666666666666,256,702,702,256,256,0.2308437526226043,0.8028636574745178,0.0028468524105846,51.36846923828125,114.33000946044922,166.9774169921875,0.0063584451563656,117.07916259765624,257.1264953613281,0.3529563024640083,0.3632614519447088,18.174515524879094,20.50267794728279,56.085960301570594,172152320,54412288,51380224,19996224,9998108,206922.00000000003,206922,2.1842984823627094,True,0.8661712626694938,0.9820349875426244,0.8661712626694938,0.9820349875426244,0.0697201306555912,1.0440096670994783,1.0680427952012777,mnist_dp_kfm_a_public_beta0.25_seed42,1
mnist,dp_kfm_a,public,0.25,42,4,0.4591698525506131,0.3726354270398617,0.9362,0.9362,2.6854500000000003,0.9432980775071595,1.068115234375,936,234,59605,59605,254.72222222222223,214,289,0.0042666666666666,256,936,936,256,256,0.1797332465648651,0.8475780487060547,0.000634956290014,22.73328018188477,113.33712768554688,166.04025268554688,0.0014353847363963,52.25257110595703,259.5208740234375,0.4677559668198228,0.4810653980821371,18.362461290322244,21.00110612157732,77.15051972679794,172566016,54365248,51380224,19996224,9998108,206922.0,206922,2.165606779988704,True,0.8344232181807143,0.9825670100629404,0.8344232181807143,0.9825670100629404,0.0494367028910618,1.0726383494384488,1.068092618749224,mnist_dp_kfm_a_public_beta0.25_seed42,1
mnist,dp_kfm_a,public,0.25,42,5,0.4091525300928427,0.4297675675392151,0.931,0.9362,3.619050000000001,0.995693195331761,1.068115234375,1170,234,60142,60142,257.017094017094,214,299,0.0042666666666666,256,1170,1170,256,256,0.1548003107309341,0.8683003783226013,0.0002089487534249,11.797687530517578,120.5149917602539,184.02207946777344,0.0004617793601937,26.3734188079834,274.6321105957031,0.4719877671450376,0.4815235566347837,18.81142385303974,21.412484067492187,98.624860602431,172350464,54396608,51380224,19996224,9998108,206922.0,206922,2.13458005714685,True,0.798709893514336,0.985220136201649,0.798709893514336,0.985220136201649,0.0362282570572017,1.0890957522013018,1.0680849241347703,mnist_dp_kfm_a_public_beta0.25_seed42,1
mnist,dp_kfm_a,public,0.5,42,1,1.18582149414087,0.8174452657699585,0.7803,0.7803,0.0,0.7861127240333559,1.068115234375,234,234,59766,59766,255.4102564102564,211,294,0.0042666666666666,256,234,234,256,256,0.7563497424125671,0.3183533847332001,17.946578979492188,160.86184692382812,305.3446655273437,497.3011779785156,16.616613388061523,138.6597900390625,254.2959747314453,0.7743881139904261,0.5141657320782542,19.288394518196583,22.46073426026851,22.511427535675463,172581376,54380928,51380224,19996224,9998108,206922.0,206922,13.91696756138955,True,0.8735720640737951,0.9808514523127476,0.8735720640737951,0.9808514523127476,0.0632706121871603,1.0883811150407294,1.0685540428485898,mnist_dp_kfm_a_public_beta0.5_seed42,2
mnist,dp_kfm_a,public,0.5,42,2,2.8266179758933814,1.6427691997528076,0.641,0.7803,0.71065,0.8385078418579571,1.068115234375,468,234,59605,59605,254.72222222222223,211,300,0.0042666666666666,256,468,468,256,256,0.7530576586723328,0.2997114360332489,75.69375610351562,353.66436767578125,488.6767578125,680.7283325195312,59.02313232421875,238.2956085205078,320.5845031738281,0.48030327539891,0.4846169808879494,18.91280491091311,21.68328256253153,44.26081522274762,172353536,54399744,51380224,19996224,9998108,206922.0,206922,2.082787220380993,True,0.9546096691614084,0.9952478598171034,0.9546096691614084,0.9952478598171034,0.1018617655982474,0.9966906891877504,1.0660560815379707,mnist_dp_kfm_a_public_beta0.5_seed42,2
mnist,dp_kfm_a,public,0.5,42,3,1.2085287029978216,0.7202659000396728,0.8404,0.8404,1.45135,0.8909029596825585,1.068115234375,702,234,59863,59863,255.82478632478632,215,304,0.0042666666666666,256,702,702,256,256,0.5621335506439209,0.5107011795043945,2.4531095027923584,137.21717834472656,236.17718505859372,347.3210754394531,2.2641074657440186,121.73866271972656,204.22727966308597,0.5349675314500928,0.5378962056711316,18.7706549661234,21.55866586137563,65.88147404324263,172152320,54412288,51380224,19996224,9998108,206922.0,206922,3.553809010978123,True,0.8771493043560619,0.9877245566044036,0.8771493043560619,0.9877245566044036,0.0657666949331971,1.0172123076609456,1.0677372121570752,mnist_dp_kfm_a_public_beta0.5_seed42,2
mnist,dp_kfm_a,public,0.5,42,4,0.7717091257885572,0.7609523768424988,0.8718,0.8718,2.30745,0.9432980775071595,1.068115234375,936,234,59605,59605,254.72222222222223,214,289,0.0042666666666666,256,936,936,256,256,0.3360624015331268,0.7152950763702393,0.0621131919324398,59.24944305419922,146.43130493164062,242.84814453125,0.0913243293762207,99.38372802734376,186.4132080078125,0.4758765492588281,0.4924253849312663,18.549544408917427,21.203518490307037,87.14636061992496,172566016,54365248,51380224,19996224,9998108,206922.0,206922,3.7728577525999705,True,0.8746121240613922,0.9796780310802043,0.8746121240613922,0.9796780310802043,0.0733226923699916,1.0480429864185608,1.0690778288843537,mnist_dp_kfm_a_public_beta0.5_seed42,2
mnist,dp_kfm_a,public,0.5,42,5,0.7741896967500808,0.850596960067749,0.8931,0.8931,3.1899,0.995693195331761,1.068115234375,1170,234,60142,60142,257.017094017094,214,299,0.0042666666666666,256,1170,1170,256,256,0.2479465305805206,0.7867740988731384,0.0033266306854784,63.292293548583984,185.9201812744141,330.86962890625,0.0053619695827364,112.39142608642578,238.3011932373047,0.4904664466157555,0.5215473985299468,19.04700049571693,21.72469504829496,108.93039570748806,172350464,54396608,51380224,19996224,9998108,206922.0,206922,3.976596397236437,True,0.8603510243335155,0.9841217253698308,0.8603510243335155,0.9841217253698308,0.0534151072745576,1.0451733710647158,1.068385100923378,mnist_dp_kfm_a_public_beta0.5_seed42,2
mnist,dp_kfm_a,public,0.75,42,1,1.970794670585727,1.1671523582458496,0.5941,0.5941,0.0,0.7861127240333559,1.068115234375,234,234,59766,59766,255.4102564102564,211,294,0.0042666666666666,256,234,234,256,256,0.9938760995864868,0.0267835203558206,155.77542114257812,319.1187744140625,503.8173522949219,793.6949462890625,68.93511962890625,137.62350463867188,214.1689300537109,0.8072955347597599,0.4929318074136972,19.854088784195483,23.041788002476096,23.091725138947368,172581376,54380928,51380224,19996224,9998108,206922.0,206922,20.9720299655635,True,0.9294116832084688,0.9918199217623994,0.9294116832084688,0.9918199217623994,0.0457957695555962,1.0648895728704608,1.069498761720756,mnist_dp_kfm_a_public_beta0.75_seed42,3
mnist,dp_kfm_a,public,0.75,42,2,17.856095769111167,4.53023985748291,0.2268,0.5941,0.41045,0.8385078418579571,1.068115234375,468,234,59605,59605,254.72222222222223,211,300,0.0042666666666666,256,468,468,256,256,0.968425452709198,0.037644874304533,2322.61669921875,4177.92431640625,5299.064453125,7108.576171875,266.8212280273437,478.4191589355469,602.8638916015625,0.4961382076144218,0.4931563567370176,18.74347364716232,21.41674284823239,44.57374227046967,172353536,54399744,51380224,19996224,9998108,206922.0,206922,0.5257776498973845,True,0.994175733059662,0.9994990809556744,0.994175733059662,0.9994990809556744,0.0349945055174946,0.9996762543431869,1.0645400954486486,mnist_dp_kfm_a_public_beta0.75_seed42,3
