task,method,source,beta,seed,epoch,train_loss,test_loss,test_accuracy,best_accuracy,accuracy_auc,epsilon,noise_multiplier,accountant_steps,logical_steps,samples,realized_batch_size_sum,realized_batch_size_mean,realized_batch_size_min,realized_batch_size_max,sample_rate,expected_batch_size,optimizer_steps,noise_events,logical_batch_size,physical_batch_size,clip_fraction,mean_clip_factor,matched_norm_p50,matched_norm_p90,matched_norm_p99,matched_norm_max,raw_norm_p50,raw_norm_p90,raw_norm_p99,geometry_build_seconds,oracle_seconds,private_train_seconds,wall_time_seconds,run_wall_time_seconds,peak_cuda_allocated_bytes,bk_cache_bytes,temporary_per_sample_bytes,operator_state_bytes,factor_state_bytes,trace_S,d_total,normalization,research_only,clip_cos,clip_rel_error,signal_cos,signal_rel_error,update_cos,update_rel_error,total_noise_rms,run_name,tau
mnist,dp_kfm,pink,0.25,42,1,0.755860936851924,0.5157958405971527,0.8891,0.8891,0.0,0.7861127240333559,1.068115234375,234,234,59766,59766,255.4102564102564,211,294,0.0042666666666666,256,234,234,256,256,0.5316066145896912,0.5516363978385925,1.6394857168197632,72.09986877441406,154.59803771972656,272.1293029785156,2.172576904296875,96.74739074707033,202.3852386474609,0.3712550057098269,0.4228437328711152,16.04111888911575,18.19033089093864,18.228726386092603,188582400,60803456,51380224,20138360,10069164,206922.0,206922,layer,True,0.8390571272703745,0.971707665247587,0.8390571272703745,0.971707665247587,0.060446661993072,1.1096781309039834,1.0680809999537173,mnist_dp_kfm_pink_beta0.25_seed42,
mnist,dp_kfm,pink,0.25,42,2,0.6950491015057707,0.7111393440365791,0.8709,0.8891,0.88,0.8385078418579571,1.068115234375,468,234,59605,59605,254.72222222222223,211,300,0.0042666666666666,256,468,468,256,256,0.3121382296085357,0.7335931658744812,0.0336670987308025,78.72923278808594,177.5677947998047,288.7831115722656,0.0544024035334587,139.97642517089844,262.99810791015625,0.0606888215988874,0.4173492435365915,17.767029193229973,19.868591480888423,38.16482312232256,188468736,60822272,51380224,20138360,10069164,206922.0,206922,layer,True,0.866384526758632,0.9853902404323754,0.866384526758632,0.9853902404323754,0.0606015242569852,1.031808525048886,1.0679833420581593,mnist_dp_kfm_pink_beta0.25_seed42,
mnist,dp_kfm,pink,0.25,42,3,0.683586082243747,0.5329007722854614,0.91,0.91,1.77045,0.8909029596825585,1.068115234375,702,234,59863,59863,255.82478632478632,215,304,0.0042666666666666,256,702,702,256,256,0.2577050924301147,0.7777644395828247,0.0045169689692556,89.9950942993164,176.352294921875,250.75721740722656,0.0077131171710789,156.40345764160156,307.83306884765625,0.0614331774413585,0.5196635629981756,18.63463492877781,20.8541063927114,59.08257554471493,188612096,60834816,51380224,20138360,10069164,206922.0,206922,layer,True,0.869392322001318,0.9879968615534288,0.869392322001318,0.9879968615534288,0.0528524682147218,1.0255226361324676,1.0680040238024642,mnist_dp_kfm_pink_beta0.25_seed42,
mnist,dp_kfm,pink,0.25,42,4,0.5800081384090977,0.5318677898824214,0.9139,0.9139,2.6824,0.9432980775071595,1.068115234375,936,234,59605,59605,254.72222222222223,214,289,0.0042666666666666,256,936,936,256,256,0.2193607985973358,0.8109996318817139,0.0016893853899091,67.01656341552734,174.50228881835938,239.1078186035156,0.0028917356394231,117.89298248291016,309.5933837890625,0.0612354185432195,0.5151574006304145,18.55605375207961,20.767290110699832,79.91409409232438,188435968,60787776,51380224,20138360,10069164,206922.0,206922,layer,True,0.8375947808183009,0.98851626737629,0.8375947808183009,0.98851626737629,0.0411755870214629,1.041159935518998,1.068193609078909,mnist_dp_kfm_pink_beta0.25_seed42,
mnist,dp_kfm,pink,0.25,42,5,0.521852347528188,0.4919727041959763,0.9253,0.9253,3.602,0.995693195331761,1.068115234375,1170,234,60142,60142,257.017094017094,214,299,0.0042666666666666,256,1170,1170,256,256,0.1938911229372024,0.8328922390937805,0.0006244198884814,45.21479415893555,180.11700439453125,244.65911865234372,0.0010416483273729,76.77628326416016,313.21417236328125,0.061044299043715,0.5158919924870133,18.730252805165943,20.93124210089445,100.91019193083048,188596736,60819136,51380224,20138360,10069164,206922.0,206922,layer,True,0.8045852931467651,0.989873787150706,0.8045852931467651,0.989873787150706,0.0320542864078438,1.0535529539901032,1.068075236503209,mnist_dp_kfm_pink_beta0.25_seed42,
mnist,dp_kfm,pink,0.25,42,1,0.7549719260135688,0.4816709102392196,0.898,0.898,0.0,0.7861127240333559,1.068115234375,234,234,59766,59766,255.4102564102564,211,294,0.0042666666666666,256,234,234,256,256,0.4970049858093261,0.5849220752716064,0.9481791257858276,59.04024124145508,132.5382843017578,221.49868774414065,1.4742629528045654,92.87150573730467,199.3921813964844,0.4814757909625768,0.5378476632758975,20.19610268250108,23.021448305808008,23.07292020507157,186213888,60803456,51380224,20138336,10069164,206922.0,206922,global,True,0.8634856820896362,0.9675889283574852,0.8634856820896362,0.9675889283574852,0.0753557723268726,1.1011761274585308,1.0680875094893465,mnist_dp_kfm_pink_beta0.25_seed42,21.371945757497752
mnist,dp_kfm,pink,0.25,42,2,0.6315405192285983,0.4836680048957467,0.9061,0.9061,0.90205,0.8385078418579571,1.068115234375,468,234,59605,59605,254.72222222222223,211,300,0.0042666666666666,256,468,468,256,256,0.2648771107196808,0.7776364684104919,0.0134104955941438,43.406227111816406,94.95531463623048,141.1843719482422,0.0315649732947349,108.59658813476562,221.90200805664065,0.0654239486902952,0.5369533598423004,18.681935058906674,20.94036467373371,44.082550678402185,187082752,60822272,51380224,20138336,10069164,206922.0,206922,global,True,0.862965433411028,0.9758397613113392,0.862965433411028,0.9758397613113392,0.0798935632507134,1.0547559549319916,1.067975053916574,mnist_dp_kfm_pink_beta0.25_seed42,10.946270520367118
mnist,dp_kfm,pink,0.25,42,3,0.4815825122422679,0.3798498825222254,0.9303,0.9303,1.82025,0.8909029596825585,1.068115234375,702,234,59863,59863,255.82478632478632,215,304,0.0042666666666666,256,702,702,256,256,0.1921387165784835,0.8369182348251343,0.000996786984615,28.133790969848636,101.63875579833984,147.02294921875,0.0023254044353961,66.99947357177734,243.04428100585935,0.0628751087933778,0.5209920229390264,17.29363024327904,19.169082837179303,63.3017907589674,187113984,60834816,51380224,20138336,10069164,206922.00000000003,206922,global,True,0.8371467114950092,0.9810142906142012,0.8371467114950092,0.9810142906142012,0.0534099368528598,1.0763771500456931,1.068009974840922,mnist_dp_kfm_pink_beta0.25_seed42,9.509818308294609
mnist,dp_kfm,pink,0.25,42,4,0.408613134588474,0.3869466733507812,0.9353,0.9353,2.75305,0.9432980775071595,1.068115234375,936,234,59605,59605,254.72222222222223,214,289,0.0042666666666666,256,936,936,256,256,0.1622011512517929,0.8633792400360107,0.0003239455982111,13.840624809265137,106.2836685180664,153.0760955810547,0.000728421669919,31.6597957611084,244.8874053955078,0.0600797329097986,0.4374907445162534,15.16191491112113,16.915457483381033,80.2609859276563,187134976,60787776,51380224,20138336,10069164,206922.0,206922,global,True,0.8056493996452208,0.9831885334795364,0.8056493996452208,0.9831885334795364,0.0371686866348046,1.106033122560387,1.0681910333441946,mnist_dp_kfm_pink_beta0.25_seed42,8.900253004352596
mnist,dp_kfm,pink,0.25,42,5,0.4178350111233939,0.4251011221155524,0.9346,0.9353,3.688,0.995693195331761,1.068115234375,1170,234,60142,60142,257.017094017094,214,299,0.0042666666666666,256,1170,1170,256,256,0.1443583518266677,0.8769814372062683,7.502597145503387e-05,8.505922317504883,119.22721099853516,169.23785400390625,0.0001582611585035,17.826637268066406,259.5646057128906,0.0537901073694229,0.4252007463946938,15.34779709763825,17.076166472397745,97.38054345175624,187082752,60819136,51380224,20138336,10069164,206922.0,206922,global,True,0.7755940727039672,0.9866337719561948,0.7755940727039672,0.9866337719561948,0.0286268585780056,1.116696499922646,1.0680028091925575,mnist_dp_kfm_pink_beta0.25_seed42,8.57039493267526
vit,dp_kfm,public,0.25,42,1,1.3968357274500096,0.5565822629928588,0.833,0.833,0.0,2.3316823563394795,0.72021484375,195,195,49649,49649,254.6102564102564,209,301,0.00512,256,195,195,256,128,0.912666916847229,0.1481183767318725,74.24503326416016,167.11358642578125,251.1794586181641,454.49505615234375,95.40518951416016,216.0095672607422,330.6382751464844,5.89647332765162,5.840626782737672,317.2718867715448,344.06949069723487,344.1124284490943,5833202176,4899282432,19562496,154293184,77146296,5526346.0,5526346,layer,True,0.7418370992112904,0.9925084537713073,0.7418370992112904,0.9925084537713073,0.0132380118023196,1.1779170249185034,0.7202048513959481,vit_dp_kfm_public_beta0.25_seed42,
vit,dp_kfm,public,0.25,42,2,0.4246629095378285,0.3908185084819793,0.8934,0.8934,0.8632,2.5430233194134213,0.72021484375,390,195,49464,49464,253.66153846153847,217,292,0.00512,256,390,390,256,128,0.5048317909240723,0.579119086265564,1.0522785186767578,184.01931762695312,337.7586364746094,720.060302734375,1.42107355594635,251.37745666503903,476.2579345703125,5.736842139624059,5.890010370872915,320.5831306446344,347.53738000802696,691.7102317260578,5828067328,4899282432,19562496,154293184,77146296,5526346.0,5526346,layer,True,0.5655684572772751,0.9952691387527638,0.5655684572772751,0.9952691387527638,0.0059883653162302,1.279039954441219,0.7202081610535725,vit_dp_kfm_public_beta0.25_seed42,
vit,dp_kfm,public,0.25,42,3,0.3387550623594358,0.3417786696910858,0.9117,0.9117,1.76575,2.710864462544613,0.72021484375,585,195,50006,50006,256.44102564102565,220,308,0.00512,256,585,585,256,128,0.3481982052326202,0.7101327776908875,0.143043965101242,155.25848388671875,406.2330017089844,927.4551391601562,0.1956316232681274,215.39183044433597,579.1771850585938,5.785107573494315,5.950870085507631,325.7425815463066,352.5974440164864,1044.3650983823463,5837391360,4899282432,19562496,154293184,77146296,5526346.0,5526346,layer,True,0.5707831419412801,0.996355361269817,0.5707831419412801,0.996355361269817,0.0049999991468884,1.2545193452773211,0.7202060099774884,vit_dp_kfm_public_beta0.25_seed42,
vit,dp_kfm,public,0.25,42,4,0.3071453573810492,0.3210668746471405,0.9203,0.9203,2.68175,2.859977904455548,0.72021484375,780,195,49772,49772,255.24102564102563,203,293,0.00512,256,780,780,256,128,0.2917704880237579,0.7564355134963989,0.050781711935997,114.66702270507812,456.4915771484375,981.2991943359376,0.0696576088666915,160.2420654296875,651.8348388671875,5.704619497992098,5.944110102951527,323.70489150937647,350.85266101546586,1395.2793659176675,5828216832,4899282432,19562496,154293184,77146296,5526346.0,5526346,layer,True,0.5656750179600261,0.9968536128753434,0.5656750179600261,0.9968536128753434,0.0044162407967391,1.2363637404192402,0.7202054751969316,vit_dp_kfm_public_beta0.25_seed42,
vit,dp_kfm,public,0.25,42,5,0.2874994460123921,0.3043557433605194,0.9261,0.9261,3.60495,2.9959030525484205,0.72021484375,975,195,49838,49838,255.5794871794872,212,297,0.00512,256,975,975,256,128,0.2527589499950409,0.788498044013977,0.0250812135636806,84.29883575439453,491.8230590820313,951.031982421875,0.0345049723982811,120.22093963623048,709.31787109375,5.815656719729304,6.020632483065128,317.0885147936642,344.43925735075027,1739.7838053945452,5830764032,4899282432,19562496,154293184,77146296,5526346.0,5526346,layer,True,0.5805186883141177,0.997096534117512,0.5805186883141177,0.997096534117512,0.0043477927080435,1.2175287802142625,0.7202338774366269,vit_dp_kfm_public_beta0.25_seed42,
vit,dp_kfm,public,0.25,42,1,1.5260756213575353,0.6913361268997192,0.7896,0.7896,0.0,2.3316823563394795,0.72021484375,195,195,49649,49649,254.6102564102564,209,301,0.00512,256,195,195,256,128,0.943865954875946,0.1078305020928382,87.14892578125,180.78370666503903,276.2179260253906,555.4409790039062,108.08551788330078,221.51889038085935,332.25982666015625,6.094375710003078,5.896853145211935,301.7073568934575,328.7090080566704,328.752424989827,5774973440,4899282432,19562496,154292600,77146296,5526346.0,5526346,global,True,0.7573476622228332,0.9929139182947796,0.7573476622228332,0.9929139182947796,0.0131599480378033,1.1549571886299397,0.7202129416501756,vit_dp_kfm_public_beta0.25_seed42,7.702710813543835
vit,dp_kfm,public,0.25,42,2,0.514705661892139,0.4682838555812835,0.8728,0.8728,0.8311999999999999,2.5430233194134213,0.72021484375,390,195,49464,49464,253.66153846153847,217,292,0.00512,256,390,390,256,128,0.5876597166061401,0.5020267963409424,2.603945255279541,212.2081756591797,367.089599609375,840.778076171875,3.390132427215576,276.0291748046875,481.5126037597656,5.782176460139453,5.98102752584964,298.10191935207695,324.95494854915887,653.7685138396919,5769999872,4899282432,19562496,154292600,77146296,5526346.0,5526346,global,True,0.5600207994140328,0.9955538592741696,0.5600207994140328,0.9955538592741696,0.0062394222460608,1.2323477543431631,0.7201946138864586,vit_dp_kfm_public_beta0.25_seed42,7.690973104526416
vit,dp_kfm,public,0.25,42,3,0.3999072285703157,0.3972626261711121,0.8959,0.8959,1.71555,2.710864462544613,0.72021484375,585,195,50006,50006,256.44102564102565,220,308,0.00512,256,585,585,256,128,0.4115106165409088,0.655052125453949,0.3341009020805359,205.73800659179688,433.69384765625,1045.9923095703125,0.4409740567207336,270.259033203125,579.8764038085938,5.795334883034229,6.326092075556517,305.00171929690987,332.30102348607033,986.127794903703,5779323904,4899282432,19562496,154292600,77146296,5526346.0,5526346,global,True,0.5612996652070442,0.9965183645813522,0.5612996652070442,0.9965183645813522,0.0050887767259247,1.2240263968324778,0.7201965557444687,vit_dp_kfm_public_beta0.25_seed42,7.647990705889789
vit,dp_kfm,public,0.25,42,4,0.3586852423853308,0.3696115008354187,0.9039,0.9039,2.61545,2.859977904455548,0.72021484375,780,195,49772,49772,255.24102564102563,203,293,0.00512,256,780,780,256,128,0.342702716588974,0.71304851770401,0.1159048974514007,182.7845458984375,485.5938415527344,1705.6453857421875,0.1537088751792907,241.84634399414065,653.5375366210938,5.74275863263756,5.959623884409666,299.51798603869975,327.0465634204447,1313.234792387113,5770018304,4899282432,19562496,154292600,77146296,5526346.0,5526346,global,True,0.56342319598212,0.996987143089044,0.56342319598212,0.996987143089044,0.0045898699171793,1.2074495277185169,0.7202012630939769,vit_dp_kfm_public_beta0.25_seed42,7.615291928863003
vit,dp_kfm,public,0.25,42,5,0.330100213549934,0.3436411835670471,0.9162,0.9162,3.5255,2.9959030525484205,0.72021484375,975,195,49838,49838,255.5794871794872,212,297,0.00512,256,975,975,256,128,0.2934307157993316,0.7537994980812073,0.0540484674274921,143.80856323242188,522.3270874023438,1152.3121337890625,0.0718445107340812,190.9612274169922,704.2103881835938,5.8597028609365225,6.117788460105658,303.392705575563,330.2014186158776,1643.4991706665603,5772696576,4899282432,19562496,154292600,77146296,5526346.0,5526346,global,True,0.5751683877850715,0.9972029742760016,0.5751683877850715,0.9972029742760016,0.0043463556205334,1.200136413482636,0.7202377085697302,vit_dp_kfm_public_beta0.25_seed42,7.594396386595947
mnist,dp_kfm,public,0.25,42,1,0.7770303234024643,0.5437271736621857,0.8799,0.8799,0.0,0.7861127240333559,1.068115234375,234,234,59766,59766,255.4102564102564,211,294,0.0042666666666666,256,234,234,256,256,0.5212997198104858,0.5622450113296509,1.3954691886901855,68.48777770996094,143.62330627441406,251.3359832763672,2.010744094848633,99.3217315673828,200.3257598876953,0.989329663105309,0.5916717359796166,20.918991318903863,24.452813892625272,24.504622723907232,188582400,60803456,51380224,20138360,10069164,206922.0,206922,layer,True,0.8615898042557394,0.9689919155084074,0.8615898042557394,0.9689919155084074,0.0712571170832035,1.09221220724681,1.0681158101844397,mnist_dp_kfm_public_beta0.25_seed42,
mnist,dp_kfm,public,0.25,42,2,0.7495614633495381,0.7863531643271446,0.857,0.8799,0.8684499999999999,0.8385078418579571,1.068115234375,468,234,59605,59605,254.72222222222223,211,300,0.0042666666666666,256,468,468,256,256,0.3319016993045807,0.715451180934906,0.0480752624571323,83.82404327392578,203.75360107421875,326.4453430175781,0.0738799050450325,145.31370544433594,269.2695617675781,0.5757139977067709,0.5897028725594282,20.29683682322502,23.19582492299378,47.76933469437063,188468736,60822272,51380224,20138360,10069164,206922.00000000003,206922,layer,True,0.8706423833895615,0.9855925005873412,0.8706423833895615,0.9855925005873412,0.0635120623093607,1.0271072339151388,1.067855443024628,mnist_dp_kfm_public_beta0.25_seed42,
mnist,dp_kfm,public,0.25,42,3,0.7479694648687746,0.5334738862514495,0.9047,0.9047,1.7493,0.8909029596825585,1.068115234375,702,234,59863,59863,255.82478632478632,215,304,0.0042666666666666,256,702,702,256,256,0.2715366780757904,0.7653590440750122,0.0067615103907883,81.58419799804688,156.9268035888672,221.96763610839844,0.0120227988809347,152.70504760742188,279.5364990234375,0.5702352831140161,0.5998612120747566,20.19607386831194,23.09275118727237,70.9260223787278,188612096,60834816,51380224,20138360,10069164,206922.0,206922,layer,True,0.8681247171083536,0.9861706703345235,0.8681247171083536,0.9861706703345235,0.0639148693189484,1.0289098757150177,1.068068288211968,mnist_dp_kfm_public_beta0.25_seed42,
mnist,dp_kfm,public,0.25,42,4,0.5812470164657809,0.492788260102272,0.9175,0.9175,2.6604,0.9432980775071595,1.068115234375,936,234,59605,59605,254.72222222222223,214,289,0.0042666666666666,256,936,936,256,256,0.2219948023557663,0.8089219927787781,0.0020915800705552,59.22689437866211,152.2386016845703,226.9101409912109,0.0039302771911025,112.38673400878906,283.0511779785156,0.5711415158584714,0.5888344394043088,20.01319943647832,22.89905147533864,93.88834364246576,188435968,60787776,51380224,20138360,10069164,206922.0,206922,layer,True,0.8495322252642182,0.9863018141187712,0.8495322252642182,0.9863018141187712,0.0500877936874771,1.0432710131189251,1.0680523572973544,mnist_dp_kfm_public_beta0.25_seed42,
mnist,dp_kfm,public,0.25,42,5,0.5165157738009749,0.4969470877170562,0.9214,0.9214,3.57985,0.995693195331761,1.068115234375,1170,234,60142,60142,257.017094017094,214,299,0.0042666666666666,256,1170,1170,256,256,0.1924611777067184,0.835502028465271,0.0005858697113581,35.82895278930664,152.0945281982422,219.16737365722656,0.0010928299743682,68.21113586425781,296.91375732421875,0.5694149825721979,0.5890654949471354,20.228590353392065,23.12122566252947,117.07262176275252,188596736,60819136,51380224,20138360,10069164,206922.0,206922,layer,True,0.8154878103703216,0.9877525719722604,0.8154878103703216,0.9877525719722604,0.0375347131246331,1.0573967903814194,1.0681283018685688,mnist_dp_kfm_public_beta0.25_seed42,
mnist,dp_kfm,public,0.25,42,1,0.7632843965795214,0.5045700270175933,0.8899,0.8899,0.0,0.7861127240333559,1.068115234375,234,234,59766,59766,255.4102564102564,211,294,0.0042666666666666,256,234,234,256,256,0.4758391082286834,0.607292652130127,0.6718027591705322,50.90805816650391,114.72091674804688,190.8779296875,1.1854749917984009,91.21720886230467,192.2359313964844,0.9389748377725482,0.6081627355888486,20.26908382307738,23.693955259397622,23.74481770023704,186213888,60803456,51380224,20138336,10069164,206922.0,206922,global,True,0.875186101241927,0.9632169523928068,0.875186101241927,0.9632169523928068,0.0894751097208248,1.087612038533874,1.0681207701835749,mnist_dp_kfm_public_beta0.25_seed42,21.41654605076504
mnist,dp_kfm,public,0.25,42,2,0.6013905660486714,0.4853687916480004,0.9076,0.9076,0.8987499999999999,0.8385078418579571,1.068115234375,468,234,59605,59605,254.72222222222223,211,300,0.0042666666666666,256,468,468,256,256,0.2562033534049988,0.7858818769454956,0.0105658574029803,36.47308349609375,86.3014907836914,137.44570922851562,0.0270398389548063,101.62609100341795,210.26046752929688,0.5211731791496277,0.530589104630053,19.444501603022218,22.174077500589192,45.98845458216965,187082752,60822272,51380224,20138336,10069164,206922.0,206922,global,True,0.869055610501013,0.9728914113655311,0.869055610501013,0.9728914113655311,0.0847055152090425,1.0556147720352342,1.067800458810186,mnist_dp_kfm_public_beta0.25_seed42,9.883435023680352
