task,method,source,beta,seed,epoch,train_loss,test_loss,test_accuracy,best_accuracy,accuracy_auc,epsilon,noise_multiplier,accountant_steps,logical_steps,samples,realized_batch_size_sum,realized_batch_size_mean,realized_batch_size_min,realized_batch_size_max,sample_rate,expected_batch_size,optimizer_steps,noise_events,logical_batch_size,physical_batch_size,clip_fraction,mean_clip_factor,matched_norm_p50,matched_norm_p90,matched_norm_p99,matched_norm_max,raw_norm_p50,raw_norm_p90,raw_norm_p99,geometry_build_seconds,oracle_seconds,private_train_seconds,wall_time_seconds,run_wall_time_seconds,peak_cuda_allocated_bytes,bk_cache_bytes,temporary_per_sample_bytes,operator_state_bytes,factor_state_bytes,trace_S,d_total,normalization,research_only,clip_cos,clip_rel_error,signal_cos,signal_rel_error,update_cos,update_rel_error,total_noise_rms,run_name,tau,matched_raw_p90_ratio
mnist,dp_kfm,public,0.25,42,5,0.5165157738009749,0.4969470877170562,0.9214,0.9214,3.57985,0.995693195331761,1.068115234375,1170,234,60142,60142,257.017094017094,214,299,0.0042666666666666,256,1170,1170,256,256,0.1924611777067184,0.835502028465271,0.0005858697113581,35.82895278930664,152.0945281982422,219.16737365722656,0.0010928299743682,68.21113586425781,296.91375732421875,0.5694149825721979,0.5890654949471354,20.228590353392065,23.12122566252947,117.07262176275252,188596736,60819136,51380224,20138360,10069164,206922.0,206922,layer,True,0.8154878103703216,0.9877525719722604,0.8154878103703216,0.9877525719722604,0.0375347131246331,1.0573967903814194,1.0681283018685688,mnist_dp_kfm_public_beta0.25_seed42,,0.5252654472813255
mnist,dp_kfm,public,0.25,42,5,0.4555362405079585,0.4492899394750595,0.9348,0.9348,3.68055,0.995693195331761,1.068115234375,1170,234,60142,60142,257.017094017094,214,299,0.0042666666666666,256,1170,1170,256,256,0.1429284065961837,0.8779668807983398,6.712002505082637e-05,8.299643516540527,103.36558532714844,147.7041015625,0.0001588681043358,19.76195907592773,252.5678558349609,0.4467927413061261,0.5059502758085728,19.6156853325665,22.25681712944061,111.39853073563428,187082752,60819136,51380224,20138336,10069164,206922.0,206922,global,True,0.7956499758550244,0.984294231759588,0.7956499758550244,0.984294231759588,0.0332207499557373,1.1148230174285003,1.0680372778451257,mnist_dp_kfm_public_beta0.25_seed42,7.900721973167707,0.41998080679412086
vit,dp_kfm,pink,0.25,42,5,0.3243063977941607,0.3360055635929108,0.9187,0.9187,3.52495,2.9959030525484205,0.72021484375,975,195,49838,49838,255.5794871794872,212,297,0.00512,256,975,975,256,128,0.3124924898147583,0.7380481362342834,0.0702690109610557,193.95245361328125,718.6544189453125,1439.4720458984375,0.0650681406259536,179.16575622558594,664.56787109375,3.814552246592939,6.050950140692294,297.5494968891144,323.4950180994347,1604.569473106414,5788318208,4899282432,19562496,154292600,77146296,5526346.0,5526346,global,True,0.5535424627344561,0.9979595801310408,0.5535424627344561,0.9979595801310408,0.002954413211031,1.2236764749233016,0.7202419723242233,vit_dp_kfm_pink_beta0.25_seed42,8.510263692020734,1.082530823407334
vit,dp_kfm,pink,0.25,42,5,0.2962914173740546,0.307506867480278,0.9254,0.9254,3.56345,2.9959030525484205,0.72021484375,975,195,49838,49838,255.5794871794872,212,297,0.00512,256,975,975,256,128,0.2852040529251098,0.7606351375579834,0.0465495288372039,131.42550659179688,648.813720703125,1338.1434326171875,0.0475556701421737,134.73666381835938,667.18017578125,4.094865811057389,5.964477512054145,325.96260497160256,351.0841399906203,1732.4715010151267,5829929984,4899282432,19562496,154293184,77146296,5526346.0,5526346,layer,True,0.5570510151232544,0.9977728891197752,0.5570510151232544,0.9977728891197752,0.0031691998135608,1.2348732665227096,0.7202352702177327,vit_dp_kfm_pink_beta0.25_seed42,,0.9754249724408619
mnist,dp_kfm,pink,0.25,42,5,0.4178350111233939,0.4251011221155524,0.9346,0.9353,3.688,0.995693195331761,1.068115234375,1170,234,60142,60142,257.017094017094,214,299,0.0042666666666666,256,1170,1170,256,256,0.1443583518266677,0.8769814372062683,7.502597145503387e-05,8.505922317504883,119.22721099853516,169.23785400390625,0.0001582611585035,17.826637268066406,259.5646057128906,0.0537901073694229,0.4252007463946938,15.34779709763825,17.076166472397745,97.38054345175624,187082752,60819136,51380224,20138336,10069164,206922.0,206922,global,True,0.7755940727039672,0.9866337719561948,0.7755940727039672,0.9866337719561948,0.0286268585780056,1.116696499922646,1.0680028091925575,mnist_dp_kfm_pink_beta0.25_seed42,8.57039493267526,0.47714676579760185
mnist,dp_kfm,pink,0.25,42,5,0.521852347528188,0.4919727041959763,0.9253,0.9253,3.602,0.995693195331761,1.068115234375,1170,234,60142,60142,257.017094017094,214,299,0.0042666666666666,256,1170,1170,256,256,0.1938911229372024,0.8328922390937805,0.0006244198884814,45.21479415893555,180.11700439453125,244.65911865234372,0.0010416483273729,76.77628326416016,313.21417236328125,0.061044299043715,0.5158919924870133,18.730252805165943,20.93124210089445,100.91019193083048,188596736,60819136,51380224,20138360,10069164,206922.0,206922,layer,True,0.8045852931467651,0.989873787150706,0.8045852931467651,0.989873787150706,0.0320542864078438,1.0535529539901032,1.068075236503209,mnist_dp_kfm_pink_beta0.25_seed42,,0.5889161631251068
vit,dp_kfm,pink,0.5,42,5,0.332722365174469,0.3493287243843078,0.9124,0.9124,3.4924,2.9959030525484205,0.72021484375,975,195,49838,49838,255.5794871794872,212,297,0.00512,256,975,975,256,128,0.3328383862972259,0.7193529605865479,0.0997632816433906,241.26803588867188,787.4083251953125,2228.597412109375,0.0834477990865707,205.1804962158203,667.3221435546875,3.837145294994116,5.780590013600886,295.9546608021483,320.7465988351032,1596.1719226483256,5829929984,4899282432,19562496,154293184,77146296,5526346.0,5526346,layer,True,0.5513363074394568,0.9980989607849284,0.5513363074394568,0.9980989607849284,0.0028500799022997,1.2145645218987486,0.7202359446372194,vit_dp_kfm_pink_beta0.5_seed42,,1.1758819202527548
mnist,dp_kfm,public,0.5,42,5,0.8311045497833269,0.8063724649429321,0.8662,0.8662,2.9972,0.995693195331761,1.068115234375,1170,234,60142,60142,257.017094017094,214,299,0.0042666666666666,256,1170,1170,256,256,0.355525255203247,0.6958492398262024,0.0779867172241211,76.24250030517578,182.4478759765625,262.3276672363281,0.103867694735527,119.43218994140624,217.5935516357422,0.5150109343230724,0.517091809771955,18.860251327045265,21.540233560837805,109.37650787457824,188596736,60819136,51380224,20138360,10069164,206922.0,206922,layer,True,0.8846755756499822,0.9835612385102064,0.8846755756499822,0.9835612385102064,0.0681209185383933,1.0358207061786162,1.0672133898927705,mnist_dp_kfm_public_beta0.5_seed42,,0.6383747994789392
vit,dp_kfm,public,0.5,42,5,0.4595401044727936,0.4696104343414307,0.8897,0.8897,3.46605,2.9959030525484205,0.72021484375,975,195,49838,49838,255.5794871794872,212,297,0.00512,256,975,975,256,128,0.3438741564750671,0.705474317073822,0.0887801051139831,248.4719696044922,522.7001953125,1345.3350830078125,0.1437940150499344,406.1493225097656,874.9849853515625,5.56364705786109,5.727437702007592,300.375444942154,326.28507369197905,1629.6154917264355,5830764032,4899282432,19562496,154293184,77146296,5526346.0,5526346,layer,True,0.6187164933443948,0.9970802562510006,0.6187164933443948,0.9970802562510006,0.0062263139211537,1.105649776735191,0.7202195988305051,vit_dp_kfm_public_beta0.5_seed42,,0.6117749207830275
vit,dp_kfm,public,0.5,42,5,0.5314911519683638,0.5272657543182373,0.8738,0.8738,3.32535,2.9959030525484205,0.72021484375,975,195,49838,49838,255.5794871794872,212,297,0.00512,256,975,975,256,128,0.4137004017829895,0.643673300743103,0.2757841348648071,377.9676208496094,759.5397338867188,2164.675537109375,0.3221951723098755,444.2607116699219,889.130126953125,5.8197614178061485,5.784021786414087,296.52622602228075,323.97906279284507,1611.3584783198312,5772696576,4899282432,19562496,154292600,77146296,5526346.000000001,5526346,global,True,0.5952915131246785,0.9978894873793124,0.5952915131246785,0.9978894873793124,0.00468508982851,1.097011495920101,0.7202470235616961,vit_dp_kfm_public_beta0.5_seed42,35.88190086600359,0.8507788578217398
vit,dp_kfm_a,pink,0.25,42,5,0.2967034604778172,0.3077935418367385,0.9254,0.9254,3.5633,2.9959030525484205,0.72021484375,975,195,49838,49838,255.5794871794872,212,297,0.00512,256,975,975,256,128,0.2861270606517792,0.7601441144943237,0.0472348220646381,132.77157592773438,655.390380859375,1319.2677001953125,0.047973558306694,135.53233337402344,669.533447265625,1.8004700765013697,3.6938176127150655,288.508706279099,307.53960801195353,1528.8248302945867,5642874368,4879916544,19562496,79679648,39839528,5526346.0,5526346,layer,True,0.5567540052464952,0.9977878715625292,0.5567540052464952,0.9977878715625292,0.0031549071383486,1.2345582532741632,0.7202345466722051,vit_dp_kfm_a_pink_beta0.25_seed42,,0.9796302669808664
vit,dp_kfm,pink,0.5,42,5,0.3964039522292952,0.4126303476333618,0.8991,0.8991,3.4144,2.9959030525484205,0.72021484375,975,195,49838,49838,255.5794871794872,212,297,0.00512,256,975,975,256,128,0.3951001167297363,0.6641002893447876,0.2335366904735565,533.9229736328125,1291.8994140625,2978.164306640625,0.1225616633892059,282.0242614746094,681.9397583007812,3.936217575334013,5.940340366214514,300.2357274433598,324.87735751084983,1621.5474408753216,5788318208,4899282432,19562496,154292600,77146296,5526346.0,5526346,global,True,0.5373477763450665,0.9988328657052312,0.5373477763450665,0.9988328657052312,0.0018443040718455,1.1860398190724672,0.7202888856085449,vit_dp_kfm_pink_beta0.5_seed42,40.40737221304118,1.8931810009575418
mnist,dp_kfm,pink,0.5,42,5,0.6387760183538526,0.5372093254089355,0.9079,0.9079,3.29305,0.995693195331761,1.068115234375,1170,234,60142,60142,257.017094017094,214,299,0.0042666666666666,256,1170,1170,256,256,0.2684812545776367,0.7716661691665649,0.0099769476801157,64.27832794189453,127.82292938232422,196.46826171875,0.0154597274959087,104.63868713378906,211.92758178710935,0.0542076556012034,0.4295353731140494,15.960775430314245,17.773038359358907,98.39449752029032,188596736,60819136,51380224,20138360,10069164,206922.0,206922,layer,True,0.8455068256978311,0.9837858395311136,0.8455068256978311,0.9837858395311136,0.0490371445385835,1.0727492147626332,1.0676053724519623,mnist_dp_kfm_pink_beta0.5_seed42,,0.6142883641086729
mnist,dp_kfm,pink,0.5,42,5,0.5738235196578547,0.5554999248504638,0.9132,0.9137,3.54795,0.995693195331761,1.068115234375,1170,234,60142,60142,257.017094017094,214,299,0.0042666666666666,256,1170,1170,256,256,0.1918792128562927,0.836997389793396,0.000734093831852,30.131107330322266,91.42196655273438,150.7704315185547,0.0014316509477794,59.24667739868164,187.67562866210935,0.0628476506099104,0.52580008469522,18.97278179321438,21.23855213727802,107.3857024498284,187082752,60819136,51380224,20138336,10069164,206922.0,206922,global,True,0.790326589868266,0.9819358545087564,0.790326589868266,0.9819358545087564,0.0344351488777355,1.1534143514217277,1.0675656810503182,mnist_dp_kfm_pink_beta0.5_seed42,67.64242637158253,0.5085704153089392
vit,dp_kfm_a,pink,0.5,42,5,0.3337005561042681,0.3503169250965118,0.9117,0.9117,3.48965,2.9959030525484205,0.72021484375,975,195,49838,49838,255.5794871794872,212,297,0.00512,256,975,975,256,128,0.3342028260231018,0.7185835838317871,0.1021941751241684,244.9286651611328,791.6307983398438,2141.587890625,0.0845310389995575,205.11810302734372,667.630859375,1.8620132859796288,3.75365580804646,295.36402764357626,314.1564009813592,1567.2326175561177,5642874368,4879916544,19562496,79679648,39839528,5526346.0,5526346,layer,True,0.5499077237036265,0.9981170812817636,0.5499077237036265,0.9981170812817636,0.0028352075807106,1.2137691559968546,0.7202387087950056,vit_dp_kfm_a_pink_beta0.5_seed42,,1.1940860487018157
mnist,dp_kfm_a,public,0.5,42,5,0.7741896967500808,0.850596960067749,0.8931,0.8931,3.1899,0.995693195331761,1.068115234375,1170,234,60142,60142,257.017094017094,214,299,0.0042666666666666,256,1170,1170,256,256,0.2479465305805206,0.7867740988731384,0.0033266306854784,63.292293548583984,185.9201812744141,330.86962890625,0.0053619695827364,112.39142608642578,238.3011932373047,0.4904664466157555,0.5215473985299468,19.04700049571693,21.72469504829496,108.93039570748806,172350464,54396608,51380224,19996224,9998108,206922.0,206922,global,True,0.8603510243335155,0.9841217253698308,0.8603510243335155,0.9841217253698308,0.0534151072745576,1.0451733710647158,1.068385100923378,mnist_dp_kfm_a_public_beta0.5_seed42,3.976596397236437,0.563141653705097
vit,dp_kfm_a,public,0.5,42,5,0.4548552683160481,0.4646116329193115,0.891,0.891,3.4547000000000003,2.9959030525484205,0.72021484375,975,195,49838,49838,255.5794871794872,212,297,0.00512,256,975,975,256,128,0.347124695777893,0.7029595375061035,0.095914751291275,260.8800048828125,553.4287109375,1443.9202880859375,0.1457122564315796,400.8656311035156,873.850830078125,3.5380872804671526,3.727536271326244,290.2989201396704,310.6536999111995,1548.3988126199692,5643504128,4879916544,19562496,79679648,39839528,5526346.0,5526346,layer,True,0.6130793598476008,0.9972392416012348,0.6130793598476008,0.9972392416012348,0.0059547406748762,1.1073646557620709,0.7202172910996105,vit_dp_kfm_a_public_beta0.5_seed42,,0.650791648474961
mnist,dp_kfm_a,public,0.5,42,5,0.9838349254593312,0.8829228300094605,0.8531,0.8531,2.9209,0.995693195331761,1.068115234375,1170,234,60142,60142,257.017094017094,214,299,0.0042666666666666,256,1170,1170,256,256,0.4223338067531585,0.6299681663513184,0.2382325232028961,187.48741149902344,534.9703979492188,973.7306518554688,0.2048328667879104,166.20887756347656,305.7151184082031,0.4700617603957653,0.4804145665839314,18.06048419326544,20.643070296384398,101.97155710402876,174587904,54396608,51380224,19996248,9998108,206922.0,206922,layer,True,0.8876535332467305,0.9917153513899746,0.8876535332467305,0.9917153513899746,0.0520015412188981,1.0136768874159623,1.068337446188426,mnist_dp_kfm_a_public_beta0.5_seed42,,1.1280228484030308
mnist,dp_kfm_a,pink,0.5,42,5,0.7860119732015091,0.6437413366794587,0.8887,0.8887,3.24955,0.995693195331761,1.068115234375,1170,234,60142,60142,257.017094017094,214,299,0.0042666666666666,256,1170,1170,256,256,0.312061458826065,0.7285772562026978,0.0211558826267719,119.4498291015625,236.4139862060547,368.7251892089844,0.0266010053455829,162.02481079101562,293.77349853515625,0.0397178437560796,0.4748399704694748,18.527052154764533,20.66503396537155,97.08454686030746,174587904,54396608,51380224,19996248,9998108,206922.0,206922,layer,True,0.8900376144064565,0.9895906757951954,0.8900376144064565,0.9895906757951954,0.0551704353235807,1.0195486501864013,1.068275591485298,mnist_dp_kfm_a_pink_beta0.5_seed42,,0.7372317148120754
vit,dp_kfm_a,pink,0.5,42,5,0.3555252374168134,0.3731018550395965,0.909,0.909,3.47505,2.9959030525484205,0.72021484375,975,195,49838,49838,255.5794871794872,212,297,0.00512,256,975,975,256,128,0.3543681502342224,0.6997836232185364,0.1312647759914398,373.541748046875,1083.207763671875,2802.0869140625,0.0817531868815422,233.75645446777344,682.6923217773438,1.7958087408915162,3.6943078450858593,286.0078255645931,305.16737429238856,1521.25383740291,5587761664,4879916544,19562496,79679064,39839528,5526346.0,5526346,global,True,0.5434851086158152,0.998621803299378,0.5434851086158152,0.998621803299378,0.0021340054686128,1.1997089337022175,0.720238130829119,vit_dp_kfm_a_pink_beta0.5_seed42,1.957542442318789,1.597995438874065
mnist,dp_kfm_a,pink,0.5,42,5,0.5330351097282249,0.4890919363737106,0.9187,0.9187,3.36025,0.995693195331761,1.068115234375,1170,234,60142,60142,257.017094017094,214,299,0.0042666666666666,256,1170,1170,256,256,0.2070599645376205,0.8243230581283569,0.001656626118347,37.14643096923828,121.58698272705078,206.6959228515625,0.0030814378987997,68.83534240722656,211.3922882080078,0.0501035833731293,0.5172261791303754,18.01283998787403,20.20440859068185,101.51220916118471,172350464,54396608,51380224,19996224,9998108,206922.0,206922,global,True,0.8295483902085726,0.9823409692667748,0.8295483902085726,0.9823409692667748,0.0431193629102182,1.095176720860143,1.0682736571920652,mnist_dp_kfm_a_pink_beta0.5_seed42,5.917790030856212,0.5396418419695189
vit,dp_kfm_a,public,0.5,42,5,0.4817143851315077,0.481913759803772,0.8852,0.8852,3.3667,2.9959030525484205,0.72021484375,975,195,49838,49838,255.5794871794872,212,297,0.00512,256,975,975,256,128,0.3904249668121338,0.6650093197822571,0.2085774540901184,340.9539794921875,720.359130859375,2091.069091796875,0.2438415437936782,404.8438720703125,843.6109008789062,3.505126057192683,3.747100843116641,292.2457287879661,313.22974720411,1564.6375397164377,5588653568,4879916544,19562496,79679064,39839528,5526346.0,5526346,global,True,0.588674601185403,0.9978132321612684,0.588674601185403,0.9978132321612684,0.0045449772308144,1.1117633974782049,0.7202306881804585,vit_dp_kfm_a_public_beta0.5_seed42,1.7412148443214106,0.842186341486654
mnist,dp_sgd,none,,42,5,0.4901161481177286,0.476163493847847,0.9248,0.9248,3.64695,0.995693195331761,1.068115234375,1170,234,60142,60142,257.017094017094,214,299,0.0042666666666666,256,1170,1170,256,256,0.2134614735841751,0.8164445757865906,0.0015310313319787,82.00807189941406,422.624267578125,618.056396484375,0.0015310313319787,82.00807189941406,422.624267578125,0.0,0.0,17.197464150376618,18.72320700902492,94.80496311746538,135044096,25294528,51380224,0,0,206922.0,206922,dp_sgd,True,0.7230147239746377,0.9957828545545028,0.7230147239746377,0.9957828545545028,0.0156380379826438,1.0405617200805433,1.06802072248346,mnist_dp_sgd_none_seed42,1.0,1.0
vit,dp_sgd,none,,42,5,0.2909844247825724,0.3008281967759132,0.9259,0.9259,3.5692,2.9959030525484205,0.72021484375,975,195,49838,49838,255.5794871794872,212,297,0.00512,256,975,975,256,128,0.28273606300354,0.7626215219497681,0.0449491441249847,127.01966094970705,660.94873046875,1299.965576171875,0.0449491441249847,127.01966094970705,660.94873046875,0.0,0.0,211.04006990324703,225.02759747114035,1139.3212003968656,5466434048,4802352128,19562496,0,0,5526346.0,5526346,dp_sgd,True,0.5528976012970437,0.9978170923026222,0.5528976012970437,0.9978170923026222,0.0030248342745274,1.244748303603847,0.7202342473175513,vit_dp_sgd_none_seed42,1.0,1.0
