estimator,label_seed,layer,floored_condition_number,floored_log_eigenvalue_spread,A_effective_rank,A_dim,C_effective_rank,C_dim,spectral_floor_ratio
KFAC-U-3,1,fc1,100000000000000.02,7.539499128509867,253,1569,65,128,1e-07
KFAC-U-3,1,fc2,392416065350.207,7.629043551115715,66,129,10,10,1e-07
KFAC-M-3,2,conv1,1315.4001914813275,1.4715612237521527,10,10,16,16,1e-07
KFAC-M-3,2,conv2,68514301305.18928,4.545841000467744,145,145,17,32,1e-07
KFAC-M-3,2,fc1,100000000000000.02,7.531047967684696,253,1569,65,128,1e-07
KFAC-M-3,2,fc2,1348494179821.8333,7.6095190561361665,66,129,10,10,1e-07
KFAC-M-9,1,conv1,1319.6211495493596,1.472130034559497,10,10,16,16,1e-07
KFAC-M-9,1,conv2,68514301305.18928,4.543538584263242,145,145,17,32,1e-07
KFAC-M-9,1,fc1,100000000000000.02,7.555254297858568,253,1569,65,128,1e-07
KFAC-M-9,1,fc2,1265850279736.2834,7.616592295282667,66,129,10,10,1e-07
KFAC-U-3,2,conv1,363.8759848273947,1.2550615605418418,10,10,16,16,1e-07
KFAC-U-3,2,conv2,68514301305.18928,4.966999001773978,145,145,18,32,1e-07
KFAC-U-3,2,fc1,100000000000000.02,7.544955680194085,253,1569,65,128,1e-07
KFAC-U-3,2,fc2,369907944277.47974,7.622157039217726,66,129,10,10,1e-07
KFAC-M-1,2,conv1,1310.5903272309981,1.4709521951489148,10,10,16,16,1e-07
KFAC-M-1,2,conv2,68514301305.18928,4.54568223567081,145,145,17,32,1e-07
KFAC-M-1,2,fc1,100000000000000.02,7.526043952539282,253,1569,65,128,1e-07
KFAC-M-1,2,fc2,1273488757518.5522,7.623224728343693,66,129,10,10,1e-07
KFAC-M-9,0,conv1,1309.7244476551577,1.4708572657961358,10,10,16,16,1e-07
KFAC-M-9,0,conv2,68514301305.18928,4.546256669944133,145,145,17,32,1e-07
KFAC-M-9,0,fc1,100000000000000.02,7.525883213262068,253,1569,65,128,1e-07
KFAC-M-9,0,fc2,1265426826217.7925,7.61090629280862,66,129,10,10,1e-07
KFAC-M-1,0,conv1,1278.4266570284494,1.466659950342788,10,10,16,16,1e-07
KFAC-M-1,0,conv2,68514301305.18928,4.554081319913932,145,145,17,32,1e-07
KFAC-M-1,0,fc1,100000000000000.02,7.58913583676066,253,1569,65,128,1e-07
KFAC-M-1,0,fc2,1232442710562.0146,7.606335692173206,66,129,10,10,1e-07
KFAC-U-1,0,conv1,366.52374796847056,1.2568289820910918,10,10,16,16,1e-07
KFAC-U-1,0,conv2,68514301305.189285,4.9636383364841565,145,145,18,32,1e-07
KFAC-U-1,0,fc1,100000000000000.02,7.546557074061054,253,1569,65,128,1e-07
KFAC-U-1,0,fc2,379998873740.374,7.631541947854154,66,129,10,10,1e-07
KFAC-M-1,1,conv1,1314.4121108017334,1.471298748486412,10,10,16,16,1e-07
KFAC-M-1,1,conv2,68514301305.189285,4.545846078591718,145,145,17,32,1e-07
KFAC-M-1,1,fc1,100000000000000.03,7.550226897110199,253,1569,65,128,1e-07
KFAC-M-1,1,fc2,1372541089282.956,7.617624896585414,66,129,10,10,1e-07
KFAC-U-1,1,conv1,368.5965282152374,1.2573531164083114,10,10,16,16,1e-07
KFAC-U-1,1,conv2,68514301305.18928,4.963151131716076,145,145,18,32,1e-07
KFAC-U-1,1,fc1,100000000000000.02,7.511909782709145,253,1569,65,128,1e-07
KFAC-U-1,1,fc2,399818796368.52246,7.629556122442669,66,129,10,10,1e-07
KFAC-M-9,2,conv1,1318.5537937197078,1.471991043613088,10,10,16,16,1e-07
KFAC-M-9,2,conv2,68514301305.18928,4.544048744878529,145,145,17,32,1e-07
KFAC-M-9,2,fc1,100000000000000.02,7.517489202629207,253,1569,65,128,1e-07
KFAC-M-9,2,fc2,1283378925143.5623,7.614503775025532,66,129,10,10,1e-07
KFAC-U-9,0,conv1,364.5242826155379,1.2556193873705814,10,10,16,16,1e-07
KFAC-U-9,0,conv2,68514301305.18928,4.965802120518468,145,145,18,32,1e-07
KFAC-U-9,0,fc1,100000000000000.02,7.533885038018552,253,1569,65,128,1e-07
KFAC-U-9,0,fc2,395187512433.1025,7.625444190182199,66,129,10,10,1e-07
KFAC-U-9,1,conv1,364.0661089120732,1.2553370947732512,10,10,16,16,1e-07
KFAC-U-9,1,conv2,68514301305.18928,4.965680547464212,145,145,18,32,1e-07
KFAC-U-9,1,fc1,100000000000000.02,7.537701901419292,253,1569,65,128,1e-07
KFAC-U-9,1,fc2,394909590554.64734,7.629886465350014,66,129,10,10,1e-07
KFRA-block,-1,conv1,1409.5620334652963,1.4830407206542813,10,10,16,16,1e-07
KFRA-block,-1,conv2,68514301305.18928,4.538285615351384,145,145,17,32,1e-07
KFRA-block,-1,fc1,100000000000000.02,7.3841248828683685,253,1569,65,128,1e-07
KFRA-block,-1,fc2,1274833060114.254,7.614913674325408,66,129,10,10,1e-07
KFAC-U-1,2,conv1,366.99312817437084,1.256644596113853,10,10,16,16,1e-07
KFAC-U-1,2,conv2,68514301305.189285,4.962805782434851,145,145,18,32,1e-07
KFAC-U-1,2,fc1,100000000000000.02,7.547325406523315,253,1569,65,128,1e-07
KFAC-U-1,2,fc2,380187296037.232,7.628266032008316,66,129,10,10,1e-07
