beta,seed,epoch,test_accuracy,test_loss,train_loss,epsilon,noise_multiplier,clip_fraction,mean_clip_factor,transformed_norm_p50,transformed_norm_p90,transformed_norm_p99,preconditioner_build_seconds,private_train_seconds,geometry_seconds,state_metric_seconds,evaluation_seconds,algorithm_epoch_seconds,wall_epoch_seconds,seconds_per_batch,samples_per_second,build_peak_cuda_allocated_bytes,train_peak_cuda_allocated_bytes,total_peak_cuda_allocated_bytes,batches,samples,accountant_steps,builder_reverse_vectors,builder_vjp_calls,builder_forward_calls,builder_samples,predicted_second_moment_raw,predicted_second_moment_ref,scale_match,predicted_rms_raw,predicted_rms_matched,synthetic_mean_max_probability,synthetic_mean_prediction_entropy,synthetic_normalized_entropy,synthetic_mean_kl_to_uniform,state_metric_forward_calls
0.5,42,1,0.8983,0.5280904657363892,0.8556899995121181,0.7861127240333559,1.068115234375,0.7867922008547008,0.24669007387790334,663.573486328125,11613.775390625,37465.77734375,0.24007236398756504,10.30552014708519,0.07746421825140715,0.0036271270364522934,1.0457617873325944,10.545592511072755,11.672445643693209,0.044040684389252946,5812.807033999466,167334912,138000384,167334912,234,59904,234,2560,10,10,2560,20570.418705385546,20570.418705385546,1.0,143.42391259962736,143.42391259962736,0.10722001862966095,2.301875525039212,0.9996918385526803,0.0007095679548339007,10
0.5,42,2,0.9285,0.49854866010919213,0.5598840032123092,0.8385078418579571,1.068115234375,0.2786792200854701,0.7519624987219133,0.0030856835655868053,1209.4251708984375,5755.62548828125,0.24094447121024132,10.373241796158254,0.07776261307299137,0.0036492953076958656,1.0599674377590418,10.614186267368495,11.755565613508224,0.04433009314597545,5774.858156896095,168142336,138000384,168142336,234,59904,468,2560,10,10,2560,59190.56494722108,59190.56494722108,1.0,243.29111152531053,243.29111152531053,0.49655845103697105,1.414118004853502,0.6141436462679117,0.8884670881405439,10
0.5,42,3,0.9403,0.45536461704969405,0.5189175411549389,0.8909029596825585,1.068115234375,0.20092147435897437,0.8197238743305206,5.440598033601418e-05,265.64337158203125,4892.369140625,0.24122468195855618,10.34753542393446,0.07785636745393276,0.003646967001259327,1.051832982338965,10.588760105893016,11.722096422687173,0.044220236854420766,5789.204631417691,168142336,138000384,168142336,234,59904,702,2560,10,10,2560,75919.28067202758,75919.28067202758,1.0,275.534536260026,275.534536260026,0.6527875962532037,0.9633182728494077,0.41836381021506885,1.3392668201446383,10
0.5,42,4,0.951,0.36554954822529107,0.4528667796880771,0.9432980775071597,1.068115234375,0.17888621794871795,0.8408066087808365,1.9727905964828096e-05,100.74517059326172,4344.42578125,0.259348776191473,10.387882887385786,0.07767030037939548,0.0036338912323117256,1.0417385343462229,10.647231663577259,11.770274389535189,0.044392661911905065,5766.718844389614,168142336,138000384,168142336,234,59904,936,2560,10,10,2560,88783.31884053697,88783.31884053697,1.0,297.9652980475025,297.9652980475025,0.6427671644519501,0.9761966563383501,0.4239568211001505,1.3263884366556957,10
0.5,42,5,0.9491,0.3841891255537048,0.41652758594634187,0.995693195331761,1.068115234375,0.16716746794871795,0.8519872900767204,1.1940846889046952e-05,59.29531478881836,4515.32470703125,0.24091213289648294,10.345087259076536,0.07776867877691984,0.003663751296699047,1.0469625340774655,10.585999391973019,11.714394356124103,0.044209774611438185,5790.5746466702485,168142336,138000384,168142336,234,59904,1170,2560,10,10,2560,95926.96343024349,95926.96343024349,1.0,309.72078301309307,309.72078301309307,0.6946266710685188,0.8434195949822929,0.36629247602988535,1.459165498011753,10
0.75,42,1,0.8741,0.4822820414543152,0.9922413781412647,0.7861127240333559,1.068115234375,0.905098157051282,0.11756775299304575,1605.8173828125,10724.9189453125,31971.470703125,0.24001548532396555,10.317424696870148,0.07752849161624908,0.0036413464695215225,1.0423660092055798,10.557440182194114,11.680976029485464,0.04409155853363311,5806.100045311911,167334912,138000384,167334912,234,59904,234,2560,10,10,2560,7446517.369830943,20570.418705385546,0.05255874207756868,2728.830769731048,143.42391259962736,0.10722001862966095,2.301875525039212,0.9996918385526803,0.0007095679548339007,10
0.75,42,2,0.9196,0.49704142473340035,0.5397400963000762,0.8385078418579571,1.068115234375,0.3765190972222222,0.6653906440632975,0.06435918807983398,2103.7626953125,8236.5849609375,0.25583556294441223,10.322715738788247,0.0779587896540761,0.003663834184408188,1.0454219318926334,10.57855130173266,11.705595857463777,0.044114169823881395,5803.124053383258,168142336,138000384,168142336,234,59904,468,2560,10,10,2560,10609902.06641451,42494.880371887375,0.0632867243833019,3257.2844620042797,206.14286398487667,0.3394134825542738,1.8530980778524033,0.8047902696368212,0.4494870151416426,10
0.75,42,3,0.9225,0.5587067954063416,0.5904977575071857,0.8909029596825585,1.068115234375,0.26026642628205127,0.7679043114185333,0.0011915210634469986,1206.0142822265625,6559.28759765625,0.24050510860979557,10.373851804994047,0.07794546987861395,0.0037382496520876884,1.057672644034028,10.614356913603842,11.753713277168572,0.04433270002134208,5774.518580568289,168142336,138000384,168142336,234,59904,702,2560,10,10,2560,10658830.622009099,57867.30410087652,0.07368207445942791,3264.7864588681905,240.556238956458,0.5593917662890809,1.2331357802742413,0.5355440648105637,1.0694493127198046,10
0.75,42,4,0.9354,0.45755819504484535,0.5610480180535561,0.9432980775071597,1.068115234375,0.24165331196581197,0.7847535067643875,0.0004828168312087655,800.9991455078125,6703.748046875,0.24096485320478678,10.338740359991789,0.07766053639352322,0.003651893697679043,1.039046878926456,10.579705213196576,11.700064522214234,0.04418265111107602,5794.129450412814,168142336,138000384,168142336,234,59904,936,2560,10,10,2560,11637349.416453496,72979.5655127685,0.07919059380873933,3411.3559498318987,270.147303360164,0.5531720872036502,1.2217881187267472,0.5306158380179814,1.0807969742672987,10
0.75,42,5,0.9272,0.530790667763492,0.5340695235973749,0.995693195331761,1.068115234375,0.23071915064102563,0.7944526430378612,0.00041697800043039024,613.29541015625,7004.52197265625,0.24110711552202702,10.311473587527871,0.07766683772206306,0.003630068153142929,1.0422499915584922,10.552580703049898,11.676127600483596,0.0440661264424268,5809.45094719112,168142336,138000384,168142336,234,59904,1170,2560,10,10,2560,11614503.22640315,84285.19580878211,0.08518739356549469,3408.0057550425513,290.3191275282807,0.590704062173516,1.1318115947158067,0.4915395301391945,1.1707734982782392,10
1.0,42,1,0.8441,0.49381676502227784,1.163292603360282,0.7861127240333559,1.068115234375,0.9671140491452992,0.04572545734055551,2316.19921875,8804.703125,23150.12890625,0.24011286348104477,10.322600884363055,0.07742921728640795,0.0036240527406334877,1.0496012149378657,10.5627137478441,11.693368232809007,0.04411367899300451,5803.188621846664,167334912,138000384,167334912,234,59904,234,2560,10,10,2560,3696425778.686529,20570.418705385546,0.0023590142846713186,60798.23828604353,143.42391259962736,0.10722001862966095,2.301875525039212,0.9996918385526803,0.0007095679548339007,10
1.0,42,2,0.9029,0.5047774323701858,0.5174743081005211,0.8385078418579571,1.068115234375,0.5572415865384616,0.49828786969694316,2.8414993286132812,3224.41845703125,11043.8095703125,0.26449217926710844,10.330765559338033,0.07972356025129557,0.0036537805572152138,1.0380719490349293,10.595257738605142,11.716707028448582,0.04414857076640185,5798.602209673847,168142336,138000384,168142336,234,59904,468,2560,10,10,2560,3818651542.2630367,32993.50971808108,0.002939403745151995,61795.2388316692,181.64115645437045,0.20947625933801048,2.159461632881506,0.9378422710422238,0.14312346011253974,10
1.0,42,3,0.9031,0.5954564531326294,0.6182423083700685,0.8909029596825585,1.068115234375,0.36328125,0.6763858265346951,0.04488063603639603,2728.4755859375,8445.8974609375,0.24100042693316936,10.571008156053722,0.07779556978493929,0.0036526713520288467,1.0269305063411593,10.812008582986891,11.920387330465019,0.04517524853014411,5666.819958481883,168142336,138000384,168142336,234,59904,702,2560,10,10,2560,3239444076.7762604,43996.78294565646,0.0036853201137324633,56916.11438578938,209.7541011414472,0.42975339064134427,1.596456673284211,0.6933323238049552,0.706128419709835,10
1.0,42,4,0.9183,0.5380523545691743,0.639683715107604,0.9432980775071597,1.068115234375,0.3310630341880342,0.7048918910515614,0.01580771803855896,2913.61474609375,10255.89453125,0.2413338152691722,10.318933113478124,0.07780942693352699,0.0036605941131711006,1.0400429405272007,10.560266928747296,11.681779890321195,0.044098004758453525,5805.251312440053,168142336,138000384,168142336,234,59904,936,2560,10,10,2560,3265279383.253028,56891.33518133448,0.0041741003911085406,57142.62317441358,238.51904574128767,0.43663220139994496,1.528062309800596,0.6636290291507361,0.7745227831934498,10
1.0,42,5,0.9143,0.5766797481760383,0.6272638174585807,0.995693195331761,1.068115234375,0.30869391025641024,0.7261963835638813,0.00812855176627636,2665.590576171875,9955.923828125,0.2406901167705655,10.260058265179396,0.07768332678824663,0.0036452636122703552,1.034588424488902,10.500748381949961,11.61666539683938,0.04384640284264699,5838.563334801159,168142336,138000384,168142336,234,59904,1170,2560,10,10,2560,3146687075.4187016,70500.59843305615,0.004733360950084267,56095.33915949436,265.5194878592834,0.47453614905448066,1.431672980063046,0.6217676751313651,0.8709121129309998,10
0.0,7,1,0.8903,0.6761706917762756,0.8822258779635797,0.7861127240333559,1.068115234375,0.6518596420940171,0.3871683787930614,44.493499755859375,3482.9580078125,8567.1796875,0.11628921329975128,10.312028059735894,0.07799144089221954,0.0036525512114167213,1.0284816967323422,10.428317273035645,11.538442961871624,0.044068495981777325,5809.138576135161,167181312,138000384,167181312,234,59904,234,2560,10,10,2560,14.377289965768313,16119.565024222074,33.48406245657792,3.7917397017422374,126.9628489922232,0.11990239980822856,2.298428633688717,0.9981948726594402,0.00415645930532893,10
0.0,7,2,0.904,0.6253444269657135,0.6780429081911714,0.8385078418579571,1.068115234375,0.28939636752136755,0.7443622276823745,0.006264256313443184,430.6006774902344,944.4739990234375,0.11576543841511011,10.323384184390306,0.07783954497426748,0.003654799424111843,1.0347949312999845,10.439149622805417,11.55543889850378,0.0441170264290184,5802.7482974603545,167988736,138000384,167988736,234,59904,468,2560,10,10,2560,7460.166596621755,57781.70182053861,2.78304931104617,86.37225594264488,240.3782473946813,0.7361741691507803,0.7138927184510611,0.31003966829420754,1.5886923745429848,10
0.0,7,3,0.9155,0.5818605389237403,0.6177615082671499,0.8909029596825585,1.068115234375,0.24893162393162394,0.7811072815177788,0.0024088663049042225,332.64715576171875,1059.29345703125,0.11606412380933762,10.307085817679763,0.0775854829698801,0.0036300504580140114,1.0351861659437418,10.4231499414891,11.539551640860736,0.04404737528922976,5811.924054929917,167988736,138000384,167988736,234,59904,702,2560,10,10,2560,9576.6514746007,73900.7668339673,2.777906546763474,97.86036723107419,271.84695479987874,0.767780931073095,0.6218180674675432,0.27005215544889793,1.6807670255265026,10
0.0,7,4,0.9248,0.5177565491139888,0.5783388548427157,0.9432980775071597,1.068115234375,0.2189670138888889,0.8065050422635853,0.0007306503830477595,230.128173828125,1115.2044677734375,0.11637617088854313,10.365361534059048,0.078005101531744,0.0036529935896396637,1.0499272923916578,10.48173770494759,11.613323092460632,0.04429641681221815,5779.24849057742,167988736,138000384,167988736,234,59904,936,2560,10,10,2560,12772.000217873403,86566.33628330601,2.6034249347846554,113.0132745206217,294.22157684864993,0.793521669447381,0.5472703466571887,0.23767649166249674,1.7553147463368572,10
0.0,7,5,0.9285,0.5038151485875249,0.5568483971123003,0.995693195331761,1.068115234375,0.19644764957264957,0.8258447321052225,0.0002205080963904038,145.30126953125,1090.070556640625,0.11618562508374453,10.332659531384706,0.07781047467142344,0.0036581531167030334,1.043628117069602,10.448845156468451,11.57394190132618,0.044156664664037205,5797.539328383552,167988736,138000384,167988736,234,59904,1170,2560,10,10,2560,16498.344439831402,90755.2046782418,2.345392797691748,128.44588136577755,301.2560450484634,0.826023865076778,0.4617643571017046,0.20054171222887296,1.8408207358923412,10
0.25,7,1,0.9094,0.5877900343060494,0.7632261411501811,0.7861127240333559,1.068115234375,0.6346821581196581,0.4019564063184791,38.75616455078125,8947.568359375,29499.767578125,0.24169460777193308,10.315984819084406,0.07802714873105288,0.0036284970119595528,1.0386537835001945,10.557679426856339,11.677988856099546,0.04408540520976242,5806.910445348714,167334912,138000384,167334912,234,59904,234,2560,10,10,2560,112.61171528405345,16119.565024222074,11.964233281630767,10.611866720047583,126.96284899222321,0.11990239980822856,2.298428633688717,0.9981948726594402,0.00415645930532893,10
0.25,7,2,0.9384,0.46457678447812795,0.5495330642940651,0.8385078418579571,1.068115234375,0.2265625,0.798940002408802,0.0003985790826845914,373.519287109375,2876.6357421875,0.24067458976060152,10.31178718060255,0.07763648126274347,0.0036246152594685555,1.0344527000561357,10.552461770363152,11.6681755669415,0.044067466583771586,5809.274275237673,168142336,138000384,168142336,234,59904,468,2560,10,10,2560,2407.0184006074865,75419.01479270532,5.597585324529167,49.061373814921716,274.6252260676453,0.6574378386377429,0.9406891901693039,0.4085361244765673,1.3618959028247422,10
0.25,7,3,0.9476,0.3782182907228358,0.44400270232278055,0.8909029596825585,1.068115234375,0.16796875,0.8505555612918658,3.6801284295506775e-05,56.621070861816406,2624.579833984375,0.2408461570739746,10.307046683505177,0.0780784823000431,0.003682163543999195,1.0358327571302652,10.547892840579152,11.66548624355346,0.044047208049167424,5811.946121857294,168142336,138000384,168142336,234,59904,702,2560,10,10,2560,3459.569336265055,90044.79391629402,5.10173956286438,58.81810381391987,300.0746472401393,0.7236599073574558,0.7509745187936133,0.3261440895620161,1.5516105742004327,10
0.25,7,4,0.957,0.3171647338124923,0.3783503665119155,0.9432980775071597,1.068115234375,0.13953993055555555,0.8760678067676022,7.340213869611034e-06,14.03021240234375,2676.026123046875,0.24122971668839455,10.338496525771916,0.0778838424012065,0.0036331498995423317,1.0512390425428748,10.57972624246031,11.712482277303934,0.044181609084495366,5794.266105392661,168142336,138000384,168142336,234,59904,936,2560,10,10,2560,4164.889672928063,97388.51307297262,4.835619461470636,64.53595643459593,312.0713268997532,0.741095980249966,0.6964006951158253,0.30244297908239176,1.6061843978782206,10
0.25,7,5,0.9588,0.3020689071957022,0.34745565988123417,0.995693195331761,1.068115234375,0.12356436965811966,0.8904008546955565,1.8182702206104295e-06,5.354347229003906,2605.70556640625,0.24102337285876274,10.35380635689944,0.07783155422657728,0.003646746277809143,1.0445184567943215,10.594829729758203,11.720826487056911,0.044247035713245474,5785.698315680969,168142336,138000384,168142336,234,59904,1170,2560,10,10,2560,4863.206342139951,103210.18657864179,4.606806099749204,69.7366929395132,321.2634224100867,0.8172416919959478,0.5036445525545556,0.2187300500150758,1.7989405404394903,10
0.5,7,1,0.9132,0.4701296685099602,0.7702175595312037,0.7861127240333559,1.068115234375,0.7373464209401709,0.29703888096040687,432.9915771484375,12166.2060546875,43947.78515625,0.2414434803649783,10.317866087891161,0.07807766646146774,0.0036301128566265106,1.0439071478322148,10.55930956825614,11.684924495406449,0.0440934448200477,5805.851664454351,167334912,138000384,167334912,234,59904,234,2560,10,10,2560,16119.565024222074,16119.565024222074,1.0,126.96284899222321,126.96284899222321,0.11990239980822856,2.298428633688717,0.9981948726594402,0.00415645930532893,10
0.5,7,2,0.9383,0.46272236106432973,0.528898934332224,0.8385078418579571,1.068115234375,0.2506343482905983,0.7761518450883719,0.0008795129251666367,761.4650268554688,5862.193359375,0.24101607874035835,10.322556538507342,0.07788217347115278,0.00370198767632246,1.043593866750598,10.5635726172477,11.688750645145774,0.044113489480800606,5803.213552430899,168142336,138000384,168142336,234,59904,468,2560,10,10,2560,60848.62440361781,60848.62440361781,1.0,246.67513941136795,246.67513941136795,0.5169501952776313,1.3513183392996524,0.5868700980525051,0.9512667536943935,10
0.5,7,3,0.9397,0.4520737187931314,0.4935770476093659,0.8909029596825585,1.068115234375,0.1882678952991453,0.8313819873027313,3.3666827221168205e-05,167.6167755126953,4543.9599609375,0.24089620541781187,10.325053015723825,0.07777144014835358,0.0036410894244909286,1.042434299364686,10.565949221141636,11.689796050079167,0.04412415818685395,5801.810403178884,168142336,138000384,168142336,234,59904,702,2560,10,10,2560,80353.17864193727,80353.17864193727,1.0,283.46636245229746,283.46636245229746,0.666338566634898,0.9146941081741271,0.3972466038094395,1.3878909848199188,10
0.5,7,4,0.9498,0.4162173131197691,0.45663439008033174,0.9432980775071597,1.068115234375,0.16481370192307693,0.8530595745795813,1.0518208000576124e-05,59.25432586669922,4358.3515625,0.2409244505688548,10.32667232118547,0.07770389411598444,0.003638865426182747,1.048721756786108,10.567596771754324,11.6976612880826,0.0441310782956644,5800.900632540184,168142336,138000384,168142336,234,59904,936,2560,10,10,2560,87744.32143086912,87744.32143086912,1.0,296.21667986605536,296.21667986605536,0.7046341999393376,0.8238595537836462,0.3577976580715128,1.4787255392103997,10
0.5,7,5,0.9509,0.3782116118852049,0.4279022572132257,0.995693195331761,1.068115234375,0.15274439102564102,0.8635342021783193,7.375955647148658e-06,32.335628509521484,4248.40771484375,0.2622335972264409,10.354070804081857,0.07790195103734732,0.003641434945166111,1.052447386085987,10.616304401308298,11.750295173376799,0.044248165829409644,5785.550546591222,168142336,138000384,168142336,234,59904,1170,2560,10,10,2560,94245.85701305166,94245.85701305166,1.0,306.99488108607227,306.99488108607227,0.7605082424060041,0.6658286551327006,0.2891657108171951,1.6367564378613453,10
0.75,7,1,0.9091,0.3820018376708031,0.8816948938064086,0.7861127240333559,1.068115234375,0.8552684294871795,0.17222314915292933,1320.162353515625,13994.1728515625,44815.1953125,0.24184884503483772,10.343000695109367,0.07814611028879881,0.0036457162350416183,1.0421002423390746,10.584849540144205,11.70874160900712,0.04420085767140755,5791.742818728156,167334912,138000384,167334912,234,59904,234,2560,10,10,2560,5372243.424393245,16119.565024222074,0.054777072449675716,2317.810049247618,126.9628489922232,0.11990239980822856,2.298428633688717,0.9981948726594402,0.00415645930532893,10
0.75,7,2,0.9302,0.4466398026511073,0.5045035611360501,0.8385078418579571,1.068115234375,0.3090778579059829,0.7261559293310866,0.008748456835746765,1378.4254150390625,7028.544921875,0.24151850771158934,10.315243491902947,0.07797335647046566,0.0036156103014945984,1.0363054731860757,10.556761999614537,11.674656439572573,0.04408223714488439,5807.327771469693,168142336,138000384,168142336,234,59904,468,2560,10,10,2560,11481711.349747322,46282.36217550934,0.06348987119602725,3388.467404262187,215.13335904854304,0.3429268007100217,1.8592673343351926,0.8074695436847426,0.44331775865885326,10
0.75,7,3,0.928,0.4812758590362966,0.5170524315192149,0.8909029596825585,1.068115234375,0.236461672008547,0.7893316600567255,0.00048727268585935235,611.9270629882812,5207.60009765625,0.24123743269592524,10.329752813093364,0.07798885926604271,0.0036347974091768265,1.0485643241554499,10.57099024578929,11.701178226619959,0.04414424279099728,5799.170714333972,168142336,138000384,168142336,234,59904,702,2560,10,10,2560,12035566.846313722,62773.29013498734,0.07221944910862556,3469.2314489399123,250.5459840727593,0.5504799216000121,1.253224168281171,0.5442683408723047,1.049360924712875,10
0.75,7,4,0.9331,0.5057056937366724,0.5173417709958859,0.9432980775071597,1.068115234375,0.2153278579059829,0.8073952027365693,0.00011189778888365254,383.94952392578125,5411.61474609375,0.24153031595051289,10.30171886831522,0.07797009125351906,0.00362493097782135,1.0349408276379108,10.543249184265733,11.659785034134984,0.0440244396081847,5814.9519284830685,168142336,138000384,168142336,234,59904,936,2560,10,10,2560,12411760.621585574,72424.34089365051,0.07638807753997669,3523.0328726234693,269.11770824984836,0.5811597987198587,1.1909545148930805,0.5172249740158289,1.1116305781009654,10
0.75,7,5,0.9288,0.520129438469559,0.5494054086570047,0.995693195331761,1.068115234375,0.21118790064102563,0.8095719926377647,8.754584996495396e-05,449.8279113769531,5207.35546875,0.24076372478157282,10.3235725434497,0.07790632732212543,0.0036208443343639374,1.052743029780686,10.564336268231273,11.698606469668448,0.044117831382263675,5802.642423238363,168142336,138000384,168142336,234,59904,1170,2560,10,10,2560,12362698.693059053,82438.83921760373,0.08165998422873971,3516.0629535119324,287.1216453310404,0.6382159157434267,1.013548980096804,0.4401787291947108,1.2890361128972418,10
1.0,7,1,0.8782,0.42231922636032104,1.0359930145180123,0.7861127240333559,1.068115234375,0.9412059294871795,0.07812031796698321,2418.8310546875,14252.4833984375,39349.82421875,0.24171499721705914,10.355899462476373,0.0780270267277956,0.0036748498678207397,1.038013474084437,10.597614459693432,11.717329810373485,0.04425598060887339,5784.528926440094,167334912,138000384,167334912,234,59904,234,2560,10,10,2560,2573685501.348517,16119.565024222074,0.0025026431093418088,50731.50403199689,126.9628489922232,0.11990239980822856,2.298428633688717,0.9981948726594402,0.00415645930532893,10
1.0,7,2,0.9189,0.42973858747035265,0.4845042964204764,0.8385078418579571,1.068115234375,0.4273170405982906,0.6183364485573565,0.21083679795265198,2360.196533203125,9924.818359375,0.24139951262623072,10.353682432323694,0.07792176585644484,0.00364699587225914,1.040677315555513,10.595081944949925,11.717328022234142,0.04424650612104143,5785.767565458896,168142336,138000384,168142336,234,59904,468,2560,10,10,2560,4357641812.52816,38775.0637135134,0.0029829810562250012,66012.43680192514,196.9138484553928,0.22533028038383013,2.143846136622701,0.9310605471848439,0.15873895637134483,10
1.0,7,3,0.9192,0.4763053309947252,0.5072202537304316,0.8909029596825585,1.068115234375,0.3088942307692308,0.7264794393991812,0.011636767536401749,1411.60107421875,6030.76953125,0.24131051264703274,10.336714434437454,0.07802299782633781,0.0036263735964894295,1.0504950219765306,10.578024947084486,11.710169340483844,0.04417399330956177,5795.265060281227,168142336,138000384,168142336,234,59904,702,2560,10,10,2560,4112734272.872377,54522.45764093989,0.0036410143177065825,64130.60324737619,233.50044462685696,0.40548125120454426,1.6840709702010463,0.73138272949177,0.6185141227929996,10
