label,epoch,family,transformed_norm,dp_adamw_norm,ratio
Pink DP-KFC-A,4,attention_out_proj,529.4754480701642,58.197542534436224,9.097900444110108
Pink DP-KFC-A,5,attention_out_proj,554.3915190968572,60.016050129891354,9.237387630425536
Pink DP-KFC-A,1,mlp_fc1,174.24483922727518,68.475465152962,2.5446316989310436
Pink DP-KFC-A,2,mlp_fc1,166.23477239651731,64.16321367499629,2.5908111965610168
Pink DP-KFC-A,3,mlp_fc1,182.88876664638624,67.98391316989307,2.6901771039472795
Pink DP-KFC-A,4,mlp_fc1,196.49580974496547,71.58364672342111,2.7449818322915216
Pink DP-KFC-A,5,mlp_fc1,204.68328739495433,73.55463066601662,2.7827382931788844
Pink DP-KFC-A,1,mlp_fc2,503.4091522985458,67.95358019851142,7.408132887596898
Pink DP-KFC-A,2,mlp_fc2,474.44281825887685,64.10576142776974,7.40093881879008
Pink DP-KFC-A,3,mlp_fc2,518.5339906043666,68.13146156805054,7.610786245741235
Pink DP-KFC-A,4,mlp_fc2,558.0039948385863,71.75545916627048,7.776467481666995
Pink DP-KFC-A,5,mlp_fc2,584.2432637906519,73.7662133637498,7.920201365219606
Pink DP-KFC-A,1,patch_head,157.0406283778419,51.7517962773036,3.0344961851442833
Pink DP-KFC-A,2,patch_head,95.08662892170906,43.25151395823022,2.1984578161480814
Pink DP-KFC-A,3,patch_head,80.58665982112433,44.413827646488286,1.8144497804276987
Pink DP-KFC-A,4,patch_head,73.22700251996365,46.111675965703014,1.588036023119795
Pink DP-KFC-A,5,patch_head,70.19341312975945,47.77370002132541,1.4692898623808965
Pink Full DP-KFC,1,attention_qkv,7421.985736503688,55.92913900724966,132.70337910157411
Pink Full DP-KFC,2,attention_qkv,7238.153008446583,53.090192821246845,136.33691316242223
Pink Full DP-KFC,3,attention_qkv,9005.721115218514,56.40424967383317,159.6638758124711
Pink Full DP-KFC,4,attention_qkv,10526.65821786017,59.55905342723544,176.7432088342507
Pink Full DP-KFC,5,attention_qkv,11608.875800716092,61.3593461109866,189.19490732052446
Pink Full DP-KFC,1,attention_out_proj,27013.248605639677,53.892794950968,501.24044652381633
Pink Full DP-KFC,2,attention_out_proj,26130.558263608244,51.64593694134703,505.9557403960751
Pink Full DP-KFC,3,attention_out_proj,31055.350632432033,55.07188216788726,563.9057430025624
Pink Full DP-KFC,4,attention_out_proj,35482.642273573365,58.197542534436224,609.6931370010656
Pink Full DP-KFC,5,attention_out_proj,38968.02926531491,60.016050129891354,649.2934670138621
Pink Full DP-KFC,1,mlp_fc1,8513.945246599704,68.475465152962,124.33570516945106
Pink Full DP-KFC,2,mlp_fc1,8152.35654702189,64.16321367499629,127.05654969708563
Pink Full DP-KFC,3,mlp_fc1,10228.681015935881,67.98391316989307,150.45737350208447
Pink Full DP-KFC,4,mlp_fc1,11954.113650512549,71.58364672342111,166.99503584526576
Pink Full DP-KFC,5,mlp_fc1,13147.136770631663,73.55463066601662,178.73975644480865
Pink Full DP-KFC,1,mlp_fc2,27635.29109841231,67.95358019851142,406.6789566889911
Pink Full DP-KFC,2,mlp_fc2,26704.283270893993,64.10576142776974,416.56604143112264
Pink Full DP-KFC,3,mlp_fc2,32984.59405671123,68.13146156805054,484.1316081817181
Pink Full DP-KFC,4,mlp_fc2,38400.45993657131,71.75545916627048,535.1573299474043
Pink Full DP-KFC,5,mlp_fc2,42353.121432625834,73.7662133637498,574.153389489815
Pink Full DP-KFC,1,patch_head,786.4793447172453,51.7517962773036,15.197140993967118
Pink Full DP-KFC,2,patch_head,586.5785297751332,43.25151395823022,13.562034622455446
Pink Full DP-KFC,3,patch_head,610.794991517988,44.413827646488286,13.75236100746841
Pink Full DP-KFC,4,patch_head,658.6117841561827,46.111675965703014,14.28297216188901
Pink Full DP-KFC,5,patch_head,717.0827219703875,47.77370002132541,15.009989212690106
