method,seed,epoch,train_loss,test_loss,test_accuracy,epsilon,accountant_steps,noise_multiplier,clip_fraction,mean_clip_factor,mean_clipping_severity,mean_transformed_norm,transformed_norm_p50,transformed_norm_p90,transformed_norm_p99,transformed_norm_max,samples,batches,algorithm_epoch_seconds,wall_epoch_seconds,private_samples_per_second,seconds_per_batch,exact_forward_backward_seconds,per_sample_precondition_clip_seconds,ghost_first_pass_seconds,ghost_second_pass_seconds,aggregate_transform_seconds,noise_step_seconds,activation_forward_seconds,curvature_backward_seconds,factor_accumulation_seconds,matrix_function_seconds,builder_forward_calls,builder_vjp_calls,builder_reverse_vectors,builder_samples,operator_state_bytes,stored_scalar_count,preconditioner_build_seconds,synthetic_generation_seconds,build_allocated_at_phase_start_bytes,build_reserved_at_phase_start_bytes,build_peak_cuda_allocated_bytes,build_peak_cuda_reserved_bytes,build_incremental_peak_bytes,grad_sample_bytes,private_train_seconds,train_allocated_at_phase_start_bytes,train_reserved_at_phase_start_bytes,train_peak_cuda_allocated_bytes,train_peak_cuda_reserved_bytes,train_incremental_peak_bytes,diagnostic_postprocess_seconds,evaluation_seconds,total_peak_cuda_allocated_bytes,total_peak_cuda_reserved_bytes,m_raw,m_reference,scale_match
M2_a_ghost_p05,42,2,0.3727500459067842,0.3292896317839622,0.9408,0.8385078418579571,468,1.068115234375,0.24752938747406,0.7891858816146851,0.2108141630887985,37.464149475097656,0.0076036807149648,96.3692855834961,547.408203125,860.5413818359375,59904,234,8.779754946008325,9.92238036263734,6944.7824409533205,0.0368622058612477,0.0,0.0,3.5654323835372925,0.3051484202146534,0.0237808314189314,0.0152307199314237,0.0026902400553226,0.0,0.028565567728132,0.1190216979980468,10,0,0,2560,9998116,2499528,0.1539987744763493,0.0035583360195159,9349120,245366784,167364096,245366784,158014976,0,8.625756171531975,19348480,245366784,168558592,245366784,149210112,0.0258213086053729,1.10318339522928,168558592,245366784,141591.5427362743,141591.5427362743,1.0
M2_a_ghost_p05,42,3,0.334935799623147,0.2871685278721154,0.9507,0.8909029596825585,702,1.068115234375,0.1741953790187835,0.8509055376052856,0.1490944474935531,29.03539085388184,0.0004411607515066,26.18749046325684,519.8828125,766.6748657226562,59904,234,8.792661198414862,9.938858345150948,6934.579874415067,0.0369164397319157,0.0,0.0,3.562765795707705,0.3052349489927293,0.0237465593218802,0.0152124799266458,0.0026749439835548,0.0,0.028569535959512,0.1192192611694336,10,0,0,2560,9998116,2499528,0.1542143011465668,0.0035600318908691,9349120,245366784,167364096,245366784,158014976,0,8.638446897268295,19348480,245366784,168558592,245366784,149210112,0.0255249505862593,1.1071281973272562,168558592,245366784,155487.10795412233,155487.10795412233,1.0
M2_a_ghost_p05,42,4,0.2948836302145933,0.24476830721125,0.958,0.9432980775071595,936,1.068115234375,0.1478031575679779,0.8737148642539978,0.1262850910425186,24.27052497863769,0.000127438121126,9.608217239379885,487.4184875488281,676.3900146484375,59904,234,8.797914885915816,9.943611060269175,6930.189788217463,0.0369398252895245,0.0,0.0,3.563454919815064,0.3049911723136903,0.0236383673548697,0.015220863930881,0.0026974080204963,0.0,0.0285634558163583,0.11903564453125,10,0,0,2560,9998116,2499528,0.1539957681670785,0.0035235199928283,9349120,245366784,167364096,245366784,158014976,0,8.643919117748737,19348480,245366784,168558592,245366784,149210112,0.0257665487006306,1.1063772225752473,168558592,245366784,160839.61996438695,160839.61996438695,1.0
M2_a_ghost_p05,42,5,0.2714328602847889,0.2455286995999515,0.9599,0.995693195331761,1170,1.068115234375,0.1340811997652053,0.8852754235267639,0.1147245690226554,24.141984939575195,6.604053487535566e-05,5.803854465484619,535.372314453125,751.4078369140625,59904,234,8.737670042552054,9.8792932536453,6978.399457126531,0.0366846297023833,0.0,0.0,3.564984798431398,0.3050607402324676,0.0235916792750358,0.015216671936214,0.0026831040680408,0.0,0.0285570235140621,0.1185688934326171,10,0,0,2560,9998116,2499528,0.1534666921943426,0.0035015680789947,9349120,245366784,167364096,245366784,158014976,0,8.584203350357711,19348480,245366784,168558592,245366784,149210112,0.0253390651196241,1.103208933956921,168558592,245366784,165390.3683059798,165390.3683059798,1.0
M3_a_ghost_p025,42,1,0.7439319577991453,0.492814263856411,0.9055,0.7861127240333559,234,1.068115234375,0.6446648240089417,0.4074567556381225,0.5925432443618774,175.2423553466797,17.415103912353516,607.823486328125,1656.1585693359375,2448.839111328125,59904,234,8.59860447794199,9.717349343001842,7091.935810541994,0.0360973374321101,0.0,0.0,3.555334787368774,0.3044875857830051,0.0234803192317485,0.0166195518895984,0.0026787839531898,0.0,0.0284282879717648,0.1171717758178711,10,0,0,2560,9998116,2499528,0.1518275188282132,0.0033734080791473,9349120,241172480,167364096,245366784,158014976,0,8.446776959113777,19348480,245366784,168558592,245366784,149210112,0.0257854014635086,1.079057715833187,168558592,245366784,8836.037795034763,97661.0323146266,3.324542375032165
M3_a_ghost_p025,42,2,0.4413717547033587,0.3660729236781597,0.9336,0.8385078418579571,468,1.068115234375,0.2368456125259399,0.7973571419715881,0.2026428133249282,27.095109939575195,0.0044332384131848,89.27617645263672,365.6831970214844,528.4732666015625,59904,234,8.566894450224936,9.67027650307864,7120.2280950766735,0.0359539043667734,0.0,0.0,3.557043235778811,0.3048517799377446,0.0236211512833833,0.0151206078976393,0.002686112076044,0.0,0.0286355202086269,0.1187809600830078,10,0,0,2560,9998116,2499528,0.1536808283999562,0.0034113600254058,9349120,245366784,167364096,245366784,158014976,0,8.41321362182498,19348480,245366784,168558592,245366784,149210112,0.0257977843284606,1.0622190535068512,168558592,245366784,35354.327369195504,155979.82048823527,2.100452760246779
M3_a_ghost_p025,42,3,0.3603608873155381,0.3014324788722209,0.9487,0.8909029596825585,702,1.068115234375,0.1746460944414138,0.8507807850837708,0.1492192447185516,21.12874794006348,0.0004560116503853,24.86199378967285,354.6820068359375,507.4148254394531,59904,234,8.562147421762347,9.67197347059846,7124.407367783162,0.0359328133253078,0.0,0.0,3.557071011543277,0.3049571241140368,0.0236451832875608,0.0151449919044972,0.0030127040445804,0.0,0.0286810560114681,0.1185403518676757,10,0,0,2560,9998116,2499528,0.1538691036403179,0.0034512960910797,9349120,245366784,167364096,245366784,158014976,0,8.40827831812203,19348480,245366784,168558592,245366784,149210112,0.025502648204565,1.0707001825794578,168558592,245366784,44109.91430221006,167524.44407940377,1.948816669188835
M3_a_ghost_p025,42,4,0.2997889070429353,0.2618651859453413,0.9558,0.9432980775071595,936,1.068115234375,0.1456163227558136,0.8761335611343384,0.1238664388656616,17.21970558166504,0.0001384692441206,8.429187774658203,339.0792541503906,476.3685607910156,59904,234,8.553976316004992,9.659403721801937,7131.236500256895,0.0358984027511607,0.0,0.0,3.5587647371292115,0.3047968677282337,0.0234838072359561,0.0151561278775334,0.0026929600834846,0.0,0.0286293122731149,0.1188384017944336,10,0,0,2560,9998116,2499528,0.1537500722333789,0.0034195840358734,9349120,245366784,167364096,245366784,158014976,0,8.400226243771613,19348480,245366784,168558592,245366784,149210112,0.026019780896604,1.0656349258497355,168558592,245366784,49001.1528659348,172423.38083934112,1.8758362716226544
M3_a_ghost_p025,42,5,0.2704603407118056,0.2525067585060373,0.9587,0.995693195331761,1170,1.068115234375,0.1310930848121643,0.8885581493377686,0.1114418134093284,17.247446060180664,6.143217615317553e-05,4.734843730926514,376.626708984375,536.3402709960938,59904,234,8.528642122633755,9.629056692123411,7152.731943383013,0.0357905206047635,0.0,0.0,3.5578071680068994,0.3048655406236651,0.0234905592352151,0.0151701759248972,0.0026591680347919,0.0,0.0286243841610848,0.1188250885009765,10,0,0,2560,9998116,2499528,0.1536603011190891,0.0033979520797729,9349120,245366784,167364096,245366784,158014976,0,8.374981821514666,19348480,245366784,168558592,245366784,149210112,0.0253977300599217,1.0616515912115574,168558592,245366784,51848.7682543241,175479.6297526423,1.8396878196026325
M0_original,7,1,0.7702276767828525,0.470214125752449,0.9132,0.7861127240333559,234,1.068115234375,0.7373297214508057,0.2970445454120636,0.7029554843902588,3896.66943359375,432.998046875,12168.599609375,43947.984375,69178.8125,59904,234,7.743965350091457,8.890123513527215,7903.773511510048,0.0323895920887907,0.8474175660610195,2.467617371559144,0.0,0.0,0.0,0.0155287679880857,0.0027413760125637,0.0035545279681682,0.0297175032421946,0.1250498580932617,10,10,2560,2560,10069164,2517291,0.1648008013144135,0.0035470080375671,9349120,1287651328,167334912,1293942784,157985792,211888128,7.579164548777044,19419648,1293942784,851975680,1293942784,832556032,0.0257721869274973,1.1072808168828487,851975680,1293942784,,,
M0_original,7,2,0.5289776793911926,0.4627473406724632,0.9383,0.8385078418579571,468,1.068115234375,0.250534176826477,0.7761698961257935,0.2238301038742065,352.0861511230469,0.0008769069099798,762.5799560546875,5863.7734375,8631.138671875,59904,234,7.745866550132632,8.89327982161194,7906.023107558372,0.0323803758877528,0.846352511405945,2.470497699737547,0.0,0.0,0.0,0.0154410240203142,0.0027436480224132,0.0035932160317897,0.0305182725712656,0.1283840026855468,10,10,2560,2560,10069164,2517291,0.1688585923984646,0.0034375998973846,9349120,1293942784,167334912,1293942784,157985792,211888128,7.577007957734168,19419648,1293942784,851975680,1293942784,832556032,0.0274852411821484,1.1068853233009577,851975680,1293942784,,,
M0_original,7,3,0.4935898087982439,0.4520309184201062,0.9398,0.8909029596825585,702,1.068115234375,0.1882511973381042,0.8313936591148376,0.1686063557863235,259.85711669921875,3.3686177630443126e-05,167.79156494140625,4543.953125,6944.24755859375,59904,234,7.737855980172753,8.885147108696401,7914.262939817825,0.0323466634791758,0.8465655341148375,2.473002886772156,0.0,0.0,0.0,0.0156138560771941,0.0027443199753761,0.003632384032011,0.0305182725712657,0.1282109375,10,10,2560,2560,10069164,2517291,0.1687367260456085,0.0034423038959503,9349120,1293942784,167334912,1293942784,157985792,211888128,7.569119254127145,19419648,1293942784,851975680,1293942784,832556032,0.025585239753127,1.108902300707996,851975680,1293942784,,,
M0_original,7,4,0.4566312284551115,0.4161061441898346,0.9499,0.9432980775071595,936,1.068115234375,0.1647970080375671,0.8530669808387756,0.1469330638647079,233.3531951904297,1.0535284673096612e-05,59.66144561767578,4356.97998046875,7057.7734375,59904,234,7.740963472053409,8.884771477431059,7912.263834580891,0.0323548361571489,0.8479352023601533,2.473413000106813,0.0,0.0,0.0,0.0154811200425028,0.002745344042778,0.00359423995018,0.0307466239258646,0.1292359619140625,10,10,2560,2560,10069164,2517291,0.1699318112805485,0.0034377601146698,9349120,1293942784,167334912,1293942784,157985792,211888128,7.57103166077286,19419648,1293942784,851975680,1293942784,832556032,0.027201029472053,1.1037372900173068,851975680,1293942784,,,
M0_original,7,5,0.4278310792058961,0.377986100288108,0.9509,0.995693195331761,1170,1.068115234375,0.1526442319154739,0.8635483384132385,0.1364516168832779,212.88897705078125,7.412552804453298e-06,32.370635986328125,4247.67431640625,7243.3740234375,59904,234,7.711018092930317,8.848179515451193,7940.206802405427,0.0322409738651198,0.8469555509090426,2.4740907783508304,0.0,0.0,0.0,0.0155198400393128,0.0027259200513362,0.0036559360027313,0.0301352960392832,0.1264845428466796,10,10,2560,2560,10069164,2517291,0.166630208492279,0.0034410560131072,9349120,1293942784,167334912,1293942784,157985792,211888128,7.544387884438038,19419648,1293942784,851975680,1293942784,832556032,0.0256552239879965,1.0987862050533297,851975680,1293942784,,,
M1_full_ghost,7,1,0.7702240251068376,0.4701752166986465,0.9132,0.7861127240333559,234,1.068115234375,0.7373631000518799,0.2970398366451263,0.7029601335525513,3896.713134765625,432.9915771484375,12170.18359375,43947.8046875,69178.640625,59904,234,9.072418256662786,10.169865273870528,6744.125806146662,0.0379589597463735,0.0,0.0,3.841814291000369,0.3048622107505801,0.0264366402998566,0.0251191039234399,0.0062331199645996,0.0086945600509643,0.0417055035904049,0.1265223693847656,10,10,2560,2560,10069164,2517291,0.1900216760113835,0.0055685119628906,9349120,255852544,167334912,260046848,157985792,0,8.882396580651402,19419648,260046848,139314176,260046848,119894528,0.0258931005373597,1.0571168083697555,167334912,260046848,,,
M1_full_ghost,7,2,0.5289333376110109,0.4627594281680882,0.9383,0.8385078418579571,468,1.068115234375,0.2506009638309479,0.7761579751968384,0.223842054605484,352.1825256347656,0.0008781084907241,762.677001953125,5864.341796875,8632.2080078125,59904,234,8.444598120637238,9.533964733593166,7235.523749395165,0.03538099090911,0.0,0.0,3.819420494079589,0.304992708206177,0.0263819203004241,0.0152490239366889,0.0027152640521526,0.0035915519893169,0.0299837438389658,0.1256017913818359,10,10,2560,2560,10069164,2517291,0.1654462479054927,0.0033643519878387,9349120,260046848,167334912,260046848,157985792,0,8.279151872731745,19419648,260046848,139314176,260046848,119894528,0.025556850247085,1.0500975018367171,167334912,260046848,,,
M1_full_ghost,7,3,0.4936121101053352,0.4520872153449803,0.9399,0.8909029596825585,702,1.068115234375,0.1881844252347946,0.8313872218132019,0.1686127483844757,259.8909912109375,3.3739168429747224e-05,167.41323852539062,4541.83251953125,6941.255859375,59904,234,8.462836690247059,9.536645895801485,7219.41993712133,0.0354599126009668,0.0,0.0,3.819720792770387,0.3050410270690922,0.0263460162654519,0.0152875198870897,0.00269926404953,0.0035246080160141,0.0299847676083445,0.1254686737060547,10,10,2560,2560,10069164,2517291,0.1652171416208148,0.0033623359203338,9349120,260046848,167334912,260046848,157985792,0,8.297619548626244,19419648,260046848,139314176,260046848,119894528,0.0256170816719532,1.0345979761332271,167334912,260046848,,,
M1_full_ghost,7,4,0.456645020052918,0.4161377893835306,0.9499,0.9432980775071595,936,1.068115234375,0.1649138629436493,0.8530545830726624,0.1469454020261764,233.4090576171875,1.0547604688326828e-05,59.2820930480957,4359.12744140625,7059.85986328125,59904,234,8.44906593579799,9.5385800935328,7231.438338535331,0.0354009794477277,0.0,0.0,3.820299171447754,0.3052161324024203,0.0265405763462185,0.0152651519551873,0.0026962560713291,0.0035184640288352,0.0299892153143882,0.125507583618164,10,10,2560,2560,10069164,2517291,0.1652367450296878,0.0033511040210723,9349120,260046848,167334912,260046848,157985792,0,8.283829190768301,19419648,260046848,139314176,260046848,119894528,0.0251468028873205,1.0508437622338531,167334912,260046848,,,
M1_full_ghost,7,5,0.427911872537727,0.3781301716091111,0.9509,0.995693195331761,1170,1.068115234375,0.1526776105165481,0.8635482788085938,0.1364517360925674,212.88870239257807,7.39878487365786e-06,32.33041763305664,4248.06689453125,7244.82080078125,59904,234,8.394577200524509,9.482066712342204,7279.338197732477,0.0351680321817915,0.0,0.0,3.819550621032718,0.3050286766290668,0.0264370243176817,0.0152922239303589,0.002697280049324,0.0035380160212516,0.0299932154938578,0.1254943008422851,10,10,2560,2560,10069164,2517291,0.1652576699852943,0.0033597118854522,9349120,260046848,167334912,260046848,157985792,0,8.229319530539215,19419648,260046848,139314176,260046848,119894528,0.0256006633862853,1.0484804548323154,167334912,260046848,,,
M2_a_ghost_p05,7,1,0.6593481862646902,0.3551753947556019,0.927,0.7861127240333559,234,1.068115234375,0.6587873697280884,0.395098865032196,0.604901134967804,152.9845428466797,20.72892570495605,453.0432434082031,1629.824462890625,2701.9677734375,59904,234,8.818288657814264,9.967286062426863,6924.760978983782,0.0369687850276629,0.0,0.0,3.5488624038696286,0.3045634578466415,0.0236021752730011,0.0256702079623938,0.0041054399907588,0.0,0.0385279362089932,0.1190032653808593,10,0,0,2560,9998116,2499528,0.1675929613411426,0.00539852809906,9349120,241172480,167364096,245366784,158014976,0,8.650695696473122,19348480,245366784,168558592,245366784,149210112,0.0256228810176253,1.1090841628611088,168558592,245366784,98458.31619864676,98458.31619864676,1.0
M2_a_ghost_p05,7,2,0.3481016240568242,0.3118467641450465,0.9454,0.8385078418579571,468,1.068115234375,0.2198684513568878,0.8126976490020752,0.1873024255037307,33.80659866333008,0.0030133901163935,62.24316787719727,565.2327270507812,894.3720092773438,59904,234,8.745285492390394,9.885175690054892,6972.237607156338,0.0367170504541096,0.0,0.0,3.5511823625564563,0.3049876841306687,0.023457791224122,0.0151090558841825,0.0026664960384368,0.0,0.0284825591929256,0.118757568359375,10,0,0,2560,9998116,2499528,0.1534956861287355,0.0034400639533996,9349120,245366784,167364096,245366784,158014976,0,8.591789806261659,19348480,245366784,168558592,245366784,149210112,0.0265085594728589,1.099838888272643,168558592,245366784,148949.01483310555,148949.01483310555,1.0
M2_a_ghost_p05,7,3,0.3078555245684762,0.2737232312917709,0.9522,0.8909029596825585,702,1.068115234375,0.1598724573850631,0.8633009195327759,0.1366990059614181,26.682662963867188,0.0003148746618535,15.102336883544922,514.5770263671875,765.417724609375,59904,234,8.742711608298123,9.873385662212968,6974.539035584911,0.036704934719536,0.0,0.0,3.551447134971617,0.3050556839704514,0.0235202552452683,0.0151096638664603,0.0026822080314159,0.0,0.0284928953535854,0.1190071334838867,10,0,0,2560,9998116,2499528,0.1537568839266896,0.0034024319648742,9349120,245366784,167364096,245366784,158014976,0,8.588954724371433,19348480,245366784,168558592,245366784,149210112,0.0256313290446996,1.091423761099577,168558592,245366784,162545.59068911083,162545.59068911083,1.0
M2_a_ghost_p05,7,4,0.2836372831947783,0.2512007178633008,0.96,0.9432980775071595,936,1.068115234375,0.1357672214508056,0.8831496834754944,0.1168503388762474,24.666078567504883,6.880379805807024e-05,6.627310276031494,528.1654052734375,790.1010131835938,59904,234,8.7220256049186,9.860885140486062,6991.1798870504335,0.0366175672970712,0.0,0.0,3.5514471693038936,0.3051391401290895,0.0235939832702278,0.0151051838845015,0.0026654080450534,0.0,0.0284947512112557,0.118822525024414,10,0,0,2560,9998116,2499528,0.153514857403934,0.0033754239082336,9349120,245366784,167364096,245366784,158014976,0,8.568510747514665,19348480,245366784,168558592,245366784,149210112,0.0254997219890356,1.0997304916381836,168558592,245366784,167401.50370212054,167401.50370212054,1.0
M2_a_ghost_p05,7,5,0.2698811262081831,0.237895048461706,0.9624,0.995693195331761,1170,1.068115234375,0.120793268084526,0.8955763578414917,0.1044236868619918,22.678937911987305,1.6660984329064377e-05,3.407322645187378,522.6000366210938,782.3207397460938,59904,234,8.677600060589612,9.814701674506068,7027.418820422765,0.0364287381386782,0.0,0.0,3.5502574081420906,0.3051052844524385,0.0236369912847875,0.0151011838614941,0.0026511359810829,0.0,0.0284947192557156,0.1186022109985351,10,0,0,2560,9998116,2499528,0.1532753361389041,0.0033677759170532,9349120,245366784,167364096,245366784,158014976,0,8.524324724450707,19348480,245366784,168558592,245366784,149210112,0.02524577639997,1.0986138274893165,168558592,245366784,174088.0268438454,174088.0268438454,1.0
