method,seed,epoch,algorithm_epoch_seconds,wall_epoch_seconds,private_samples_per_second,seconds_per_batch,exact_forward_backward_seconds,per_sample_precondition_clip_seconds,ghost_first_pass_seconds,ghost_second_pass_seconds,aggregate_transform_seconds,noise_step_seconds,activation_forward_seconds,curvature_backward_seconds,factor_accumulation_seconds,matrix_function_seconds,preconditioner_build_seconds,synthetic_generation_seconds,private_train_seconds,diagnostic_postprocess_seconds,evaluation_seconds
M0_original,3407,3,7.446694497950375,8.555027893744409,8226.635743577517,0.0311184313952222,0.8378545601367946,2.464152056694031,0.0,0.0,0.0,0.0153190399631858,0.0026952640116214,0.0035719679892063,0.0298510082662105,0.1253191680908203,0.1649815514683723,0.0033590719699859,7.281712946482003,0.025677977129817,1.069843266159296
M0_original,3407,4,7.446343476884067,8.550409996882081,8226.41466922375,0.031119267663194,0.8382773761749266,2.4642934246063257,0.0,0.0,0.0,0.0151583039164543,0.002692576020956,0.0036328000426292,0.0298526722714304,0.124666877746582,0.1644348436966538,0.0034080960750579,7.281908633187413,0.0255138594657182,1.065701656974852
M0_original,3407,5,7.433122680522501,8.536539230495691,8241.957618014165,0.031060581947239,0.8400152640342712,2.4660158319473258,0.0,0.0,0.0,0.0151859519332647,0.0026800320148468,0.0035029760301113,0.0298333441615104,0.1254676513671875,0.164946504868567,0.0032948160171508,7.2681761756539345,0.0258490992709994,1.0648088147863746
M1_full_ghost,3407,1,8.776669976301491,9.923295663669704,6958.506890044772,0.0367895015475586,0.0,0.0,3.8221275844573994,0.3049359718561175,0.0264755202457308,0.0154816638827324,0.0028171519637107,0.0036412159502506,0.0326092800423502,0.1252843551635742,0.1679266141727566,0.0033630399703979,8.608743362128735,0.0257295360788702,1.1069341944530606
M1_full_ghost,3407,2,11.381591209210455,12.534147191792728,5340.885868504995,0.0479321233036681,0.0,0.0,4.04671308326721,0.315404065728188,0.0273756162822247,0.0158732161521912,0.0027259840071201,0.0036188159584999,0.029901824645698,0.1255495681762695,0.1654743561521172,0.0034607360363006,11.216116853058338,0.026775237172842,1.1118859760463238
M1_full_ghost,3407,3,8.804796723648906,9.95960810314864,6933.787097562353,0.0369206605853242,0.0,0.0,3.824829193115234,0.3050511721372606,0.0262144001573323,0.0152296639233828,0.0027092160284519,0.0036811199784278,0.0299130884930491,0.12533984375,0.1653621466830372,0.0035029120445251,8.639434576965868,0.025629635900259,1.1156872836872935
M1_full_ghost,3407,4,8.776366150937974,9.923264505341647,6956.343726467493,0.0368009417110847,0.0,0.0,3.822467906951904,0.305221955418587,0.026441728234291,0.0151209918633103,0.0027193280160427,0.0035880960226058,0.0298813444897532,0.1251297302246093,0.1649457905441522,0.003430720090866,8.611420360393822,0.0254670195281505,1.107620739378035
M1_full_ghost,3407,5,8.755249492824078,9.902224098332226,6974.041202204134,0.0367075548562993,0.0,0.0,3.824066930770875,0.3051167401075366,0.0264744962453842,0.0151075519025326,0.0026944320201873,0.0035304639935493,0.0299018564149737,0.1255170593261718,0.1656816564500332,0.003856064081192,8.589567836374044,0.0255090855062007,1.107917120680213
M2_a_ghost_p05,3407,1,10.00952944625169,11.19951143860817,6099.254043954567,0.0419723458237882,0.0,0.0,3.625057849884033,0.3061775693893433,0.023971359424293,0.0321171194687485,0.004129887998104,0.0,0.0425501441769302,0.1350715179443359,0.1880005234852433,0.0056913919448852,9.821528922766449,0.0303314160555601,1.1446394277736545
M2_a_ghost_p05,3407,2,8.873696112073958,10.006677461788058,6870.619150568336,0.0372601063149925,0.0,0.0,3.5711286039352435,0.3054829478263857,0.0237409593909978,0.015339423969388,0.0026909120678901,0.0,0.0287253761254251,0.1195089950561523,0.1548312343657016,0.0037412159442901,8.718864877708256,0.025546321645379,1.0939014358446002
M2_a_ghost_p05,3407,3,8.890147496014833,10.02553929761052,6857.242938106331,0.0373327884560403,0.0,0.0,3.571659108161927,0.3055501468181609,0.023737375371158,0.0152993919625879,0.0026780480444431,0.0,0.0287345921881496,0.1191258850097656,0.1542749973013997,0.0035746879577636,8.735872498713434,0.0257637165486812,1.0960844736546278
M2_a_ghost_p05,3407,4,8.899193031713367,10.03828532435,6850.280433461337,0.0373707328461365,0.0,0.0,3.577067645072937,0.3055330913066864,0.0239929594770073,0.0153380159661174,0.0026860480308532,0.0,0.0287212159596383,0.1192810897827148,0.1544415457174182,0.0035896959304809,8.744751485995948,0.0253210132941603,1.1000919621437788
M2_a_ghost_p05,3407,5,8.890768415294588,10.03810742404312,6856.701407569218,0.0373357369357513,0.0,0.0,3.57767101573944,0.3056181470155718,0.0238731834068894,0.0152965439409018,0.0026736640036106,0.0,0.0287160322554409,0.1190788803100585,0.154205972328782,0.003570816040039,8.736562442965806,0.0256881061941385,1.1080117290839553
M3_a_ghost_p025,3407,1,8.761895764619112,9.89894563984126,6958.255560615778,0.0367908303697521,0.0,0.0,3.5536057968139665,0.3048686099052429,0.0237443513721227,0.017575519874692,0.0026849279701709,0.0,0.028400352474302,0.118232925415039,0.1528414580971002,0.0033566720485687,8.609054306522012,0.0259955693036317,1.097233715467155
M3_a_ghost_p025,3407,2,8.67792430985719,9.805809505283833,7027.155809293206,0.0364301015869674,0.0,0.0,3.5588218879699705,0.3052565810680391,0.0236720953881739,0.015348255969584,0.0026860480010509,0.0,0.0286126081831753,0.1184855041503906,0.1532805385068059,0.0033385279178619,8.524643771350384,0.0255086161196231,1.0888686422258615
M3_a_ghost_p025,3407,3,8.703109822236001,9.826414559967816,7006.143028020121,0.0365393625245962,0.0,0.0,3.5578120574951155,0.3053028200864794,0.0238060474395751,0.0152760959342122,0.0026685440838336,0.0,0.0286146562062203,0.1182749099731445,0.1528989914804697,0.0031859519481658,8.550210830755532,0.0251224860548973,1.0849002143368125
M3_a_ghost_p025,3407,4,8.644378807395697,9.772638672031462,7054.920927302366,0.0362867284605964,0.0,0.0,3.55654308128357,0.3053721313476563,0.0238026234209537,0.0153414719849825,0.0026646720767021,0.0,0.0286085121519863,0.1186626205444335,0.153284347616136,0.0032061760425567,8.49109445977956,0.0268736416473984,1.088122793473303
M3_a_ghost_p025,3407,5,8.73362135887146,9.868486399762332,6981.363153256155,0.0366690565123517,0.0,0.0,3.5580573129653947,0.3054384361505509,0.023801951393485,0.0152546879276633,0.0026572800278663,0.0,0.0286074881441891,0.1185170211791992,0.1530621349811554,0.0031301119327545,8.580559223890305,0.0257877819240093,1.0958996368572116
