estimator,label_seed,layer,floored_condition_number,floored_log_eigenvalue_spread,A_effective_rank,A_dim,C_effective_rank,C_dim,spectral_floor_ratio
KFAC-U-3,2,fc2,281638274899.2118,5.625801712640305,97,129,10,10,1e-07
KFAC-M-1,2,conv1,490.87285830226244,1.2879747988532528,10,10,16,16,1e-07
KFAC-M-1,2,conv2,643084052940.9014,6.116883371492381,145,145,18,32,1e-07
KFAC-M-1,2,fc1,100000000000000.03,6.690472298849462,451,1569,98,128,1e-07
KFAC-M-1,2,fc2,878192503449.5109,5.777158632528029,97,129,10,10,1e-07
KFAC-M-9,0,conv1,484.80147863776983,1.2858617955528482,10,10,16,16,1e-07
KFAC-M-9,0,conv2,643084052940.9014,6.122979876998937,145,145,18,32,1e-07
KFAC-M-9,0,fc1,100000000000000.02,6.677250228185401,451,1569,98,128,1e-07
KFAC-M-9,0,fc2,858646788656.562,5.774049313504619,97,129,10,10,1e-07
KFAC-M-1,0,conv1,486.4307499298214,1.2864903784572979,10,10,16,16,1e-07
KFAC-M-1,0,conv2,643084052940.9014,6.12097543553935,145,145,18,32,1e-07
KFAC-M-1,0,fc1,100000000000000.03,6.674683387015339,451,1569,98,128,1e-07
KFAC-M-1,0,fc2,886302742694.7692,5.7765602384450085,97,129,10,10,1e-07
KFAC-U-1,0,conv1,278.747667347031,1.1838115989051352,10,10,16,16,1e-07
KFAC-U-1,0,conv2,643084052940.9014,6.257297012024433,145,145,18,32,1e-07
KFAC-U-1,0,fc1,100000000000000.03,6.609689006191854,451,1569,98,128,1e-07
KFAC-U-1,0,fc2,295700456080.0391,5.626834359305981,97,129,10,10,1e-07
KFAC-M-1,1,conv1,487.69307670476707,1.2870193591684524,10,10,16,16,1e-07
KFAC-M-1,1,conv2,643084052940.9014,6.118700650096096,145,145,18,32,1e-07
KFAC-M-1,1,fc1,100000000000000.02,6.674278562211562,451,1569,98,128,1e-07
KFAC-M-1,1,fc2,876930240428.2046,5.775653833562565,97,129,10,10,1e-07
KFAC-U-1,1,conv1,279.7301943875651,1.1842368455892016,10,10,16,16,1e-07
KFAC-U-1,1,conv2,643084052940.9014,6.257273822116948,145,145,18,32,1e-07
KFAC-U-1,1,fc1,100000000000000.03,6.617676685110564,451,1569,98,128,1e-07
KFAC-U-1,1,fc2,297273362832.3301,5.626376949887806,97,129,10,10,1e-07
KFAC-M-9,2,conv1,484.9395774178743,1.2859445994797252,10,10,16,16,1e-07
KFAC-M-9,2,conv2,643084052940.9015,6.1220324001933,145,145,18,32,1e-07
KFAC-M-9,2,fc1,100000000000000.02,6.679278322222154,451,1569,98,128,1e-07
KFAC-M-9,2,fc2,853059026617.856,5.772787393097618,97,129,10,10,1e-07
KFAC-U-9,0,conv1,279.8587422487802,1.184577756344261,10,10,16,16,1e-07
KFAC-U-9,0,conv2,643084052940.9015,6.256920521846516,145,145,18,32,1e-07
KFAC-U-9,0,fc1,100000000000000.03,6.613254963403078,451,1569,98,128,1e-07
KFAC-U-9,0,fc2,304424801444.3858,5.6287102540029945,97,129,10,10,1e-07
KFAC-U-9,1,conv1,279.32271961044154,1.1843415183304016,10,10,16,16,1e-07
KFAC-U-9,1,conv2,643084052940.9014,6.256193085016671,145,145,18,32,1e-07
KFAC-U-9,1,fc1,100000000000000.03,6.616666878984931,451,1569,98,128,1e-07
KFAC-U-9,1,fc2,297056388359.3222,5.627609437349868,97,129,10,10,1e-07
KFRA-block,-1,conv1,469.5674014900797,1.2915724122273047,10,10,16,16,1e-07
KFRA-block,-1,conv2,643084052940.9015,6.107037344774564,145,145,18,32,1e-07
KFRA-block,-1,fc1,100000000000000.02,6.6404419989019345,451,1569,98,128,1e-07
KFRA-block,-1,fc2,843841847255.4473,5.77401496815885,97,129,10,10,1e-07
KFAC-U-1,2,conv1,274.9413226211782,1.1815397604335127,10,10,16,16,1e-07
KFAC-U-1,2,conv2,643084052940.9014,6.255403466857398,145,145,18,32,1e-07
KFAC-U-1,2,fc1,100000000000000.02,6.624532485962852,451,1569,98,128,1e-07
KFAC-U-1,2,fc2,288227863983.26965,5.625490910337289,97,129,10,10,1e-07
